Year	State	County	FIPS	Volume
2007	MT	Stillwater County	30095	1
2007	MT	Dawson County	30021	4
2007	MT	Prairie County	30079	4
2007	MT	Wibaux County	30109	4
2005	MT	Yellowstone County	30111	1
2008	MT	Stillwater County	30095	1
2009	MT	Yellowstone County	30111	1
2010	MT	Yellowstone County	30111	1
2011	MT	Yellowstone County	30111	1
2012	MT	Yellowstone County	30111	1
2014	MT	Yellowstone County	30111	1
2008	MT	Yellowstone County	30111	1
2005	MT	Dawson County	30021	4
2005	MT	Prairie County	30079	4
2005	MT	Wibaux County	30109	4
2013	MT	Yellowstone County	30111	1
2006	MT	Fallon County	30025	4
2007	MT	Yellowstone County	30111	1
2011	MT	Rosebud County	30087	2
2014	MT	Rosebud County	30087	2
2007	MT	Fallon County	30025	4
2013	MT	Rosebud County	30087	2
2014	MT	Dawson County	30021	4
2014	MT	Prairie County	30079	4
2014	MT	Wibaux County	30109	4
2007	MT	Rosebud County	30087	2
2012	MT	Rosebud County	30087	2
2006	MT	Rosebud County	30087	2
2010	MT	Rosebud County	30087	2
2011	MT	Dawson County	30021	4
2011	MT	Prairie County	30079	4
2011	MT	Wibaux County	30109	4
2005	MT	Rosebud County	30087	2
2006	MT	Yellowstone County	30111	1
2013	MT	Dawson County	30021	4
2013	MT	Prairie County	30079	4
2013	MT	Wibaux County	30109	4
2009	MT	Rosebud County	30087	2
2008	MT	Rosebud County	30087	2
2011	MT	Stillwater County	30095	2
2005	MT	Fallon County	30025	4
2012	MT	Glacier County	30035	3
2014	MT	Garfield County	30033	1
2012	MT	Liberty County	30051	4
2013	MT	Garfield County	30033	1
2010	MT	Garfield County	30033	1
2012	MT	Garfield County	30033	1
2011	MT	Garfield County	30033	1
2014	MT	Pondera County	30073	1
2013	MT	Glacier County	30035	4
2012	MT	Dawson County	30021	4
2012	MT	Prairie County	30079	4
2012	MT	Wibaux County	30109	4
2009	MT	Garfield County	30033	1
2008	MT	Fallon County	30025	4
2008	MT	Garfield County	30033	1
2010	MT	Stillwater County	30095	1
2007	MT	Garfield County	30033	1
2014	MT	Glacier County	30035	4
2013	MT	Pondera County	30073	1
2013	MT	Stillwater County	30095	2
2012	MT	Pondera County	30073	1
2006	MT	Garfield County	30033	1
2014	MT	Phillips County	30071	2
2013	MT	Fallon County	30025	4
2007	MT	Liberty County	30051	2
2013	MT	Phillips County	30071	2
2009	MT	Phillips County	30071	2
