Year	State	Commodity	Type	Revenue
2006	MO	Other Products	Royalties	10348011.61
2006	MS	Oil & Gas	Rents	605491.5
2006	MS	Oil	Royalties	2009165.8100000003
2006	MS	Oil & Gas	Bonus	875076.5
2006	MS	Oil & Gas	Other Revenues	1491
2006	MS	Gas	Royalties	425134.2199999999
2006	MS	Oil & Gas	Royalties	-143.81
2006	MS	Oil & Gas	Other Royalties	-9134.79
2006	MT	Oil & Gas	Bonus	926627.5
2006	MT	Phosphate	Other Revenues	12681
2006	MT	Oil & Gas	Rents	3235240.2499999995
2006	MT	Coal	Bonus	456320
2006	MT	Oil & Gas	Other Revenues	341455.57999999996
2006	MT	Coal	Rents	132630.3
2006	MT	Coal	Royalties	29069968.330000002
2006	MT	Gas	Royalties	18469949.949999996
2006	MT	Oil & Gas	Other Royalties	314034.84
2006	MT	Oil	Royalties	22521373.979999997
2006	MT	NGL	Royalties	422625.68
2006	MT	Other Products	Royalties	2321.49
2006	MT	Oil & Gas	Royalties	-241.34999999999997
2006	MT	Hardrock	Rents	2210.5
2006	MT	Oil	Other Revenues	-2.5
2006	ND	Oil & Gas	Bonus	14602862.5
2006	ND	Oil & Gas	Other Revenues	7544.009999999999
2006	ND	Oil & Gas	Other Royalties	765143.82
2006	ND	Oil & Gas	Rents	1033940.1799999999
2006	ND	Gas	Royalties	5457309.3100000005
2006	ND	NGL	Royalties	478298.08999999997
2006	ND	Oil	Royalties	43951093.81
2006	ND	Other Products	Royalties	13630.279999999999
2006	ND	Coal	Bonus	117536
2006	ND	Coal	Rents	33558
2006	NE	Oil & Gas	Rents	17602
2006	NE	Oil & Gas	Other Revenues	22397.4
2006	NE	Oil	Royalties	280939.68999999994
2006	NE	Oil	Other Revenues	-6
2006	NM	Oil & Gas	Rents	3389445.3899999997
2006	NM	Oil & Gas	Bonus	78379647
2006	NM	Oil & Gas	Other Revenues	552033.62
2006	NM	Oil & Gas	Other Royalties	4616492.840000001
2006	NM	Gas	Royalties	680609202.1
2006	NM	NGL	Royalties	108848909.86
2006	NM	Oil & Gas	Royalties	-18152.789999999997
2006	NM	Oil	Royalties	174695926.93000004
2006	NM	Geothermal	Rents	3280
2006	NM	Potassium	Bonus	9638.54
2006	NM	Oil	Other Revenues	-520.01
2006	NM	Potassium	Other Revenues	509500.38
2006	NM	Sodium	Other Revenues	5400
2006	NM	Gas	Other Royalties	2422.17
2006	NM	Potassium	Rents	-18763
2006	NM	Sodium	Rents	1760
2006	NM	Other Products	Royalties	6820225.52
2006	NM	Geothermal	Royalties	-7956.86
2006	NM	Coal	Rents	87396
2006	NM	NGL	Other Royalties	487458.94
2006	NM	Oil	Other Royalties	-7.34
2006	NM	Coal	Bonus	16060
2006	NM	Coal	Royalties	8808653.93
2006	NV	Oil & Gas	Bonus	3855798.25
2006	NV	Geothermal	Other Revenues	11848.57
2006	NV	Geothermal	Rents	496860
2006	NV	Oil & Gas	Rents	6997497
2006	NV	Geothermal	Royalties	1295189.54
2006	NV	Other Products	Royalties	2341.82
2006	NV	Potassium	Rents	2320
2006	NV	Oil	Royalties	2732321.1
2006	NV	Oil & Gas	Other Revenues	7201.49
2006	NV	Oil & Gas	Other Royalties	-3284.2
2006	NY	Gas	Royalties	13365.04
2006	OH	Gas	Royalties	596130.95
2006	OH	Oil	Royalties	191104.48
2006	OH	Oil & Gas	Rents	3192.09
2006	OH	Oil & Gas	Other Royalties	24750
2006	OH	Oil & Gas	Other Revenues	50.62
2006	OK	Oil & Gas	Bonus	2775870
2006	OK	Oil & Gas	Other Royalties	11304.839999999998
2006	OK	Oil & Gas	Rents	270123.52999999997
2006	OK	Gas	Royalties	10897536.970000003
2006	OK	Oil	Royalties	982741.4799999999
2006	OK	Oil & Gas	Other Revenues	19019.51
2006	OK	NGL	Royalties	359716.41
2006	OK	Oil	Other Revenues	-127.5
2006	OK	Oil & Gas	Royalties	-6.199999999999999
2006	OK	Coal	Bonus	158197.75
2006	OK	Coal	Rents	48051
2006	OK	Coal	Royalties	426238.17
2006	OK	Asphalt	Rents	959
2006	OK	Oil	Other Royalties	-0.01
2006	OR	Geothermal	Rents	3111
2006	OR	Oil & Gas	Rents	421302
2006	OR	Oil & Gas	Bonus	893602.9999999999
2006	PA	Oil & Gas	Other Revenues	14778.8
2006	PA	Gas	Royalties	67242.09
2006	PA	Oil & Gas	Bonus	114805
2006	PA	Oil & Gas	Rents	153
2006	SC	Hardrock	Rents	1110
2006	SD	Oil & Gas	Rents	172880
2006	SD	Oil	Royalties	1308521.66
2006	SD	Oil & Gas	Bonus	45968
2006	SD	Oil & Gas	Other Royalties	-900
2006	SD	Gas	Royalties	130031.12
2006	TX	Oil & Gas	Other Revenues	15991.51
2006	TX	Oil & Gas	Rents	600733.6
2006	TX	Oil & Gas	Bonus	2301402
2006	TX	Oil	Royalties	2591405.0800000005
2006	TX	Gas	Royalties	19219211.07
2006	TX	Oil & Gas	Other Royalties	64434.97
2006	TX	NGL	Royalties	143345.04
2006	TX	Oil & Gas	Royalties	-10.33
2006	UT	Oil & Gas	Bonus	94065589.5
2006	UT	Geothermal	Rents	23457
2006	UT	Oil & Gas	Rents	7751895.830000001
2006	UT	Geothermal	Royalties	203218.28
2006	UT	Coal	Bonus	4264820
2006	UT	Oil & Gas	Other Revenues	543366.5
2006	UT	Oil & Gas	Other Royalties	316172.66000000003
2006	UT	Coal	Rents	237027
2006	UT	Gas	Royalties	153622021.19
2006	UT	Oil & Gas	Royalties	-72.00999999999999
2006	UT	Oil	Royalties	52604754.37
2006	UT	Phosphate	Rents	-11104
2006	UT	NGL	Royalties	2076104.6100000003
2006	UT	Potassium	Other Revenues	-7488.369999999999
2006	UT	Potassium	Rents	24903
2006	UT	Hardrock	Rents	1489
2006	UT	Clay	Rents	314
2006	UT	Oil	Other Revenues	-0.01
2006	UT	Phosphate	Other Revenues	22422
2006	UT	Gilsonite	Rents	1489.5
2006	VA	Oil & Gas	Other Revenues	4925.61
2006	VA	Oil & Gas	Rents	14329
2006	VA	Gas	Royalties	342675.11
2006	VA	Hardrock	Rents	177.5
2006	WA	Oil & Gas	Bonus	4600044.01
2006	WA	Oil & Gas	Rents	1011186
2006	WA	Coal	Rents	840
2006	WV	Gas	Royalties	702255.57
2006	WV	Oil & Gas	Rents	50109.5
2006	WV	Oil & Gas	Other Revenues	125796.85999999999
2006	WV	Oil	Royalties	995.82
2006	WV	Oil & Gas	Bonus	166394
2006	WV	Oil & Gas	Other Royalties	1000
2006	WY	Oil & Gas	Bonus	52694267
2006	WY	Oil & Gas	Other Revenues	440358.17
2006	WY	Oil & Gas	Rents	19030405.67
2006	WY	Gas	Royalties	934236036.2399999
2006	WY	Oil	Royalties	197131143.04
2006	WY	Oil & Gas	Other Royalties	-22880326.019999996
2006	WY	NGL	Royalties	27267737.059999995
2006	WY	Coal	Bonus	415863088.25999993
2006	WY	Coal	Other Revenues	-4768138.63
2006	WY	Oil	Other Revenues	-277.16999999999996
2006	WY	Gas	Other Royalties	235421.68
2006	WY	Coal	Rents	505344.5
2006	WY	Coal	Royalties	413011620.55
2006	WY	Oil & Gas	Royalties	-123.01000000000002
2006	WY	Other Products	Royalties	24928731.029999997
2006	WY	Sodium	Other Revenues	95010
2006	WY	Sodium	Rents	-21033.91
2006	WY	Oil	Other Royalties	9.47
2007	AK	Oil & Gas	Other Revenues	50387.43
2007	AK	Gas	Other Royalties	107431.34
2007	AK	Oil & Gas	Other Royalties	36383.43
2007	AK	Oil & Gas	Rents	11267466.04
2007	AK	Gas	Royalties	15393058.48
2007	AK	NGL	Royalties	34629.51
2007	AK	Oil	Royalties	1587414.5
2007	AK	Oil & Gas	Bonus	13763715
2007	AK	Coal	Rents	5120
2007	AL	Oil & Gas	Other Revenues	116.33
2007	AL	Oil & Gas	Other Royalties	-4892.24
2007	AL	Gas	Royalties	623369.25
2007	AL	Oil	Royalties	552449.2700000001
2007	AL	Other Products	Royalties	13262.34
2007	AL	Oil & Gas	Bonus	999834
2007	AL	Oil & Gas	Rents	168771.5
2007	AL	Coal	Bonus	64113.6
2007	AL	Coal	Rents	13494
2007	AL	NGL	Royalties	418.11
2007	AR	Oil & Gas	Bonus	18577847
2007	AR	Oil & Gas	Rents	2540682.6
2007	AR	Oil & Gas	Other Royalties	-44415.5
2007	AR	Gas	Royalties	6670803.99
2007	AR	Oil	Royalties	193.36
2007	AR	Oil & Gas	Other Revenues	17759.050000000003
2007	AR	Hardrock	Rents	-575
2007	AR	Hardrock	Other Revenues	2087.4
2007	AZ	Oil & Gas	Rents	527954
2007	AZ	Geothermal	Rents	2084
2007	AZ	Sodium	Rents	4
2007	AZ	Oil & Gas	Bonus	1280
2007	CA	Oil & Gas	Bonus	29458
2007	CA	Oil & Gas	Rents	545235.7899999999
2007	CA	Gas	Royalties	4359548.21
2007	CA	Oil	Royalties	106117353.10000001
2007	CA	Oil & Gas	Other Revenues	120194
2007	CA	Oil & Gas	Other Royalties	80026.34
2007	CA	NGL	Royalties	181130.88999999998
2007	CA	Geothermal	Rents	185828.36
2007	CA	Geothermal	Royalties	9001457.39
2007	CA	Geothermal	Bonus	8006800
2007	CA	Geothermal	Other Revenues	-1000
2007	CA	Sodium	Bonus	120
2007	CA	Sodium	Rents	240
2007	CO	Oil & Gas	Rents	7169952.929999999
2007	CO	Oil & Gas	Bonus	21754754.509999998
2007	CO	Oil	Royalties	35455854.95999999
2007	CO	Oil & Gas	Other Revenues	257826.30000000002
2007	CO	Oil & Gas	Other Royalties	2587182.71
2007	CO	Gas	Royalties	130941181.55000004
2007	CO	NGL	Royalties	5665173.120000001
2007	CO	Coal	Bonus	4289424.87
2007	CO	Coal	Rents	203319.78
2007	CO	Other Products	Royalties	22995290.820000004
2007	CO	Coal	Royalties	45601100.1
2007	CO	Coal	Other Revenues	101522.32
2007	CO	Sodium	Other Revenues	6561
2007	FL	Phosphate	Rents	884
2007	FL	Oil & Gas	Rents	9089.5
2007	ID	Oil & Gas	Bonus	86061
2007	ID	Oil & Gas	Rents	29177
2007	ID	Geothermal	Rents	19262
2007	ID	Phosphate	Rents	-8874
2007	ID	Hardrock	Rents	338
2007	ID	Phosphate	Other Revenues	165729
2007	ID	Geothermal	Bonus	5707750
2007	ID	Gemstones	Rents	80
2007	IL	Oil	Royalties	259427.81000000003
2007	KS	Oil & Gas	Bonus	6826
2007	KS	Oil & Gas	Rents	43303.100000000006
2007	KS	Oil & Gas	Other Royalties	94686.34000000001
2007	KS	Gas	Royalties	5117804.2
2007	KS	Oil	Royalties	2515227.62
2007	KS	Oil & Gas	Other Revenues	-9948.59
2007	KS	Gas	Other Royalties	29.529999999999998
2007	KS	NGL	Royalties	495736.00999999995
2007	KY	Oil & Gas	Rents	4998.92
2007	KY	Gas	Royalties	166057.99
2007	KY	Oil	Royalties	153985.27
2007	KY	Coal	Other Revenues	66000
2007	KY	Coal	Rents	4122
2007	KY	Coal	Royalties	2560888.92
2007	KY	Oil & Gas	Other Revenues	12891.81
2007	LA	Oil & Gas	Other Revenues	109862.7
2007	LA	Oil & Gas	Other Royalties	1232111.99
2007	LA	Oil & Gas	Rents	28407.729999999996
2007	LA	Gas	Royalties	33025527.219999995
2007	LA	Oil	Royalties	3862214.7399999998
2007	LA	NGL	Royalties	1362132.71
2007	LA	Oil & Gas	Bonus	170800
2007	MD	Oil & Gas	Other Revenues	11540.91
2007	MD	Oil & Gas	Rents	496
2007	MI	Oil & Gas	Rents	26672
2007	MI	Gas	Royalties	2416860.27
2007	MI	Oil	Royalties	207460.07
2007	MI	Oil & Gas	Other Revenues	654.46
2007	MI	Oil & Gas	Other Royalties	25806
2007	MI	NGL	Royalties	134440.25
2007	MI	Oil & Gas	Bonus	51130
2007	MN	Copper	Other Revenues	26110
2007	MN	Hardrock	Other Revenues	22550
2007	MN	Hardrock	Rents	-1157
2007	MO	Hardrock	Rents	3415.5
2007	MO	Hardrock	Other Revenues	16776
2007	MS	Oil & Gas	Rents	628986
2007	MS	Oil	Royalties	2218347.9199999995
2007	MS	Oil & Gas	Other Revenues	2347.48
2007	MS	Gas	Royalties	258584.91000000003
2007	MS	Oil & Gas	Bonus	3053449
2007	MS	Oil & Gas	Other Royalties	5338
2007	MT	Oil & Gas	Bonus	1405617.9999999998
2007	MT	Oil & Gas	Rents	3440039.21
2007	MT	Coal	Bonus	3980440
2007	MT	Oil & Gas	Other Revenues	270557.15
2007	MT	Coal	Rents	129711
2007	MT	Gas	Royalties	20150033.550000012
2007	MT	Oil & Gas	Other Royalties	-10958.91
2007	MT	NGL	Royalties	349342.47
2007	MT	Oil	Royalties	24457287.32
2007	MT	Other Products	Royalties	1881.74
2007	MT	Hardrock	Rents	15
2007	MT	Coal	Royalties	35491283.56
2007	ND	Oil & Gas	Bonus	7925422
2007	ND	Oil & Gas	Other Revenues	8755.83
2007	ND	Oil & Gas	Other Royalties	246393.40999999995
2007	ND	Oil & Gas	Rents	854740.26
2007	ND	Gas	Royalties	6229778.68
2007	ND	NGL	Royalties	426090.47
2007	ND	Oil	Royalties	53193591.03999999
2007	ND	Other Products	Royalties	0.8200000000000001
2007	ND	Coal	Bonus	113880
2007	ND	Coal	Rents	30549
2007	NE	Oil & Gas	Rents	12602
2007	NE	Oil & Gas	Other Revenues	25814.1
2007	NE	Oil	Royalties	507966.66
2007	NE	Gas	Royalties	123992.24
2007	NM	Oil & Gas	Rents	2971780.5400000005
2007	NM	Gas	Royalties	642726707.93
2007	NM	Oil	Royalties	199224358.99999997
2007	NM	Oil & Gas	Bonus	33140143
2007	NM	Oil & Gas	Other Revenues	423844.95999999996
2007	NM	Oil & Gas	Other Royalties	106725211.73
2007	NM	Geothermal	Rents	3280
2007	NM	Potassium	Bonus	5559.75
2007	NM	Sodium	Other Revenues	23280
2007	NM	Gas	Other Royalties	709.5
2007	NM	Oil	Other Royalties	6771.08
2007	NM	Potassium	Rents	-26942.25
2007	NM	Sodium	Rents	-3160
2007	NM	NGL	Royalties	112025760.26
2007	NM	Other Products	Royalties	10211649.789999997
2007	NM	Geothermal	Other Revenues	15006
2007	NM	Coal	Rents	76311
2007	NM	Coal	Other Royalties	1134366.3
2007	NV	Geothermal	Bonus	11418509
2007	NV	Geothermal	Other Revenues	11822.499999999998
2007	NV	Geothermal	Rents	964681.24
2007	NV	Oil & Gas	Rents	7222595
2007	NV	Geothermal	Royalties	2352838.69
2007	NV	Oil & Gas	Bonus	1103516.9900000002
2007	NV	Potassium	Rents	1740
2007	NV	Oil	Royalties	2886796.44
2007	NV	Oil & Gas	Other Revenues	3613.83
2007	NV	Oil & Gas	Other Royalties	334.28
2007	NY	Gas	Royalties	10451.480000000001
2007	OH	Gas	Royalties	613382.0700000001
2007	OH	Oil	Royalties	233140.13000000003
2007	OH	Oil & Gas	Rents	4980.5
2007	OH	Oil & Gas	Other Revenues	1048.03
2007	OH	Oil & Gas	Other Royalties	-420
2007	OK	Oil & Gas	Bonus	6748765
2007	OK	Oil & Gas	Other Royalties	183230.41999999998
2007	OK	Oil & Gas	Rents	276308.93
2007	OK	Gas	Royalties	10329685.839999998
2007	OK	Oil	Royalties	1750663.62
2007	OK	NGL	Royalties	305578.31
2007	OK	Oil & Gas	Other Revenues	-11633.940000000002
2007	OK	Coal	Bonus	175197.75
2007	OK	Coal	Rents	23194.500000000004
2007	OK	Coal	Other Revenues	-66104.6
2007	OK	Gas	Other Royalties	191.37
2007	OR	Geothermal	Rents	200769.09
2007	OR	Oil & Gas	Bonus	476255
2007	OR	Oil & Gas	Rents	477238.99999999994
2007	PA	Oil & Gas	Other Revenues	3465.31
2007	PA	Gas	Royalties	68185.65
2007	PA	Oil & Gas	Rents	153
2007	PA	Oil	Royalties	374.17
2007	SD	Oil & Gas	Bonus	485969.5
2007	SD	Oil & Gas	Rents	181435
2007	SD	Oil	Royalties	1374578.21
2007	SD	Oil & Gas	Other Revenues	48.3
2007	SD	Oil & Gas	Other Royalties	-1582
2007	SD	Gas	Royalties	84898.43
2007	TX	Oil & Gas	Other Revenues	26641.260000000002
2007	TX	Oil & Gas	Rents	603060.5599999998
2007	TX	Oil	Royalties	3239395.04
2007	TX	Gas	Royalties	20617999.97
2007	TX	Oil & Gas	Other Royalties	152273.90999999997
2007	TX	Oil & Gas	Bonus	3832771
2007	TX	NGL	Royalties	151745.84
2007	UT	Oil & Gas	Bonus	34788390
2007	UT	Geothermal	Rents	3854
2007	UT	Oil & Gas	Rents	6335420.680000001
2007	UT	Geothermal	Royalties	255496.78
2007	UT	Hardrock	Rents	1168
2007	UT	Coal	Bonus	2012040
2007	UT	Coal	Other Revenues	157203.81000000003
2007	UT	Oil & Gas	Other Revenues	614486.36
2007	UT	Oil & Gas	Other Royalties	4300023.04
2007	UT	Coal	Rents	103173
2007	UT	Gas	Royalties	120192052.89999999
2007	UT	NGL	Royalties	2879772.7199999997
2007	UT	Oil	Royalties	64165921.330000006
2007	UT	Tar Sands	Rents	24380
2007	UT	Coal	Royalties	22826036.5
2007	UT	Potassium	Other Revenues	1837.8199999999997
2007	UT	Potassium	Rents	24504
2007	UT	Sodium	Rents	-7683
2007	UT	Clay	Rents	314
2007	UT	Other Products	Royalties	792513.4
2007	UT	Phosphate	Other Revenues	22422
2007	UT	Gilsonite	Rents	2128
2007	UT	Phosphate	Rents	840
2007	VA	Oil & Gas	Rents	14052.5
2007	VA	Gas	Royalties	361354.93000000005
2007	VA	Hardrock	Rents	177.5
2007	VA	Oil & Gas	Other Royalties	57
2007	VA	Oil & Gas	Other Revenues	4881.43
2007	WA	Oil & Gas	Rents	1027062
2007	WA	Oil & Gas	Bonus	9406
2007	WA	Coal	Rents	726
2007	WV	Oil & Gas	Other Revenues	17433.36
2007	WV	Gas	Royalties	848054.85
2007	WV	Oil & Gas	Rents	64853.24
2007	WV	Oil	Royalties	606.05
2007	WV	Oil & Gas	Other Royalties	7199.09
2007	WY	Oil & Gas	Rents	17514356.73
2007	WY	Gas	Royalties	703132330.4299997
2007	WY	Oil	Royalties	226192878.18999997
2007	WY	Oil & Gas	Bonus	38502265.50000001
2007	WY	Oil & Gas	Other Revenues	-79573.09000000001
2007	WY	Oil & Gas	Other Royalties	-22114055.340000004
2007	WY	NGL	Royalties	58637672.699999996
2007	WY	Coal	Bonus	340091981.86
2007	WY	Coal	Rents	497128.75
2007	WY	Coal	Royalties	471275959.39
2007	WY	Other Products	Royalties	11726846.87
2007	WY	Sodium	Other Revenues	73457.88
2007	WY	Sodium	Rents	-17317
2008	AK	Oil & Gas	Other Revenues	59545.04
2008	AK	Gas	Other Royalties	35338.98
2008	AK	Oil & Gas	Other Royalties	-10677.22
2008	AK	Oil & Gas	Rents	11919229.55
2008	AK	Gas	Royalties	14702605.24
2008	AK	NGL	Royalties	40379.74
2008	AK	Oil	Royalties	2061165.51
2008	AK	Coal	Rents	5120
2008	AL	Oil & Gas	Other Revenues	-1066.72
2008	AL	Oil & Gas	Other Royalties	750.59
2008	AL	Gas	Royalties	785303.49
2008	AL	NGL	Royalties	905.51
2008	AL	Oil	Royalties	705017.89
2008	AL	Other Products	Royalties	12259.799999999997
2008	AL	Hardrock	Other Revenues	123
2008	AL	Oil & Gas	Rents	201749.5
2008	AL	Oil & Gas	Bonus	125982
2008	AL	Coal	Bonus	64113.6
2008	AL	Coal	Rents	15174
2008	AR	Oil & Gas	Bonus	20890752.5
2008	AR	Oil & Gas	Rents	1774171.8800000001
2008	AR	Gas	Royalties	8920579.24
2008	AR	Oil	Royalties	151.05
2008	AR	Oil & Gas	Other Royalties	89275.12000000001
2008	AR	Oil & Gas	Other Revenues	20829.54
2008	AR	Hardrock	Other Revenues	1000.46
2008	AR	Hardrock	Rents	-42.45
2008	AR	Other Products	Royalties	2933.87
2008	AZ	Oil & Gas	Rents	511932
2008	AZ	Geothermal	Rents	2084
2008	AZ	Sodium	Rents	4
2008	AZ	Oil & Gas	Bonus	15560
2008	CA	Oil & Gas	Rents	615629.4099999999
2008	CA	Gas	Royalties	5496320.78
2008	CA	Oil	Royalties	162991005.12999997
2008	CA	Oil & Gas	Bonus	1812610.75
2008	CA	Oil & Gas	Other Revenues	61610.020000000004
2008	CA	Oil & Gas	Other Royalties	206818.6
2008	CA	NGL	Royalties	286771.49
2008	CA	Geothermal	Rents	144439.76
2008	CA	Geothermal	Royalties	12257704.040000001
2008	CA	Geothermal	Other Royalties	814607.37
2008	CA	Geothermal	Other Revenues	-600
2008	CA	Sodium	Bonus	120
2008	CA	Hardrock	Rents	21
2008	CA	Sodium	Rents	1089
2008	CA	Hot Springs	Rents	33
2008	CO	Oil & Gas	Rents	6896367.24
2008	CO	Oil & Gas	Other Revenues	1434485.2
2008	CO	Oil	Royalties	49899773.05
2008	CO	Oil & Gas	Other Royalties	2895897.3400000003
2008	CO	Gas	Royalties	219803614.07
2008	CO	Oil & Gas	Bonus	140485203.00000003
2008	CO	NGL	Royalties	11164525.96
2008	CO	Coal	Bonus	4367898.87
2008	CO	Coal	Rents	232756.69
2008	CO	Coal	Royalties	56553148.67
2008	CO	Other Products	Royalties	57560890.989999995
2008	CO	Sodium	Other Revenues	342062.72
2008	CO	Sodium	Rents	-28581.73
2008	FL	Phosphate	Rents	115
2008	FL	Phosphate	Other Revenues	-197
2008	FL	Oil & Gas	Rents	10774
2008	FL	Other Products	Royalties	1570.27
2008	ID	Oil & Gas	Rents	40899.5
2008	ID	Phosphate	Rents	5032
2008	ID	Phosphate	Other Revenues	123218
2008	ID	Geothermal	Rents	30874.7
2008	ID	Hardrock	Rents	436
2008	ID	Oil & Gas	Bonus	39869.75
2008	ID	Garnet	Rents	120
2008	ID	Gemstones	Rents	80
2008	IL	Oil	Royalties	415406.28
2008	IL	Hardrock	Bonus	1147
2008	IL	Hardrock	Rents	120
2008	KS	Oil & Gas	Rents	50523.5
2008	KS	Oil & Gas	Other Royalties	307341.58999999997
2008	KS	Gas	Royalties	6435099.03
2008	KS	Oil & Gas	Other Revenues	13481
2008	KS	Gas	Other Royalties	-25.87
2008	KS	NGL	Royalties	772345.23
2008	KS	Oil	Royalties	4467247.62
2008	KS	Oil & Gas	Bonus	20196
2008	KY	Coal	Rents	34713
2008	KY	Coal	Bonus	18900
2008	KY	Oil & Gas	Other Revenues	20444.42
2008	KY	Oil & Gas	Rents	5708.58
2008	KY	Gas	Royalties	213081.53
2008	KY	Oil	Royalties	158808.4
2008	KY	Oil & Gas	Bonus	946
2008	KY	Coal	Other Revenues	12000
2008	KY	Coal	Royalties	909763.8599999999
2008	LA	Oil & Gas	Other Royalties	322365.47000000003
2008	LA	Oil & Gas	Rents	100460.00000000001
2008	LA	Gas	Royalties	40437371.67
2008	LA	Oil	Royalties	5313224.169999998
2008	LA	Oil & Gas	Bonus	4255024
2008	LA	NGL	Royalties	1337105.75
2008	LA	Oil & Gas	Other Revenues	138380.57
2008	MD	Oil & Gas	Other Revenues	10386.29
2008	MD	Oil & Gas	Rents	496
2008	MI	Oil & Gas	Rents	80201.5
2008	MI	Gas	Royalties	2907403.95
2008	MI	Oil	Royalties	398412.12000000005
2008	MI	Oil & Gas	Other Revenues	1088.99
2008	MI	Oil & Gas	Other Royalties	106490
2008	MI	NGL	Royalties	207501.46999999997
2008	MI	Oil & Gas	Bonus	304430
2008	MN	Hardrock	Rents	1749.5
2008	MN	Copper	Other Revenues	26110
2008	MN	Hardrock	Other Revenues	22550
2008	MO	Hardrock	Other Revenues	10345
2008	MO	Hardrock	Rents	-27641.600000000002
2008	MO	Other Products	Royalties	14161006.540000001
2008	MS	Oil & Gas	Rents	529579.5
2008	MS	Oil	Royalties	2764255.97
2008	MS	Gas	Royalties	411983.73000000004
2008	MS	Oil & Gas	Bonus	194573
2008	MS	Oil & Gas	Other Royalties	51924
2008	MS	Oil & Gas	Other Revenues	483
2008	MT	Oil & Gas	Bonus	1521193.5
2008	MT	Phosphate	Other Revenues	4227
2008	MT	Oil & Gas	Rents	3139394.96
2008	MT	Phosphate	Rents	1409
2008	MT	Coal	Bonus	3980440
2008	MT	Oil & Gas	Other Revenues	286030.67
2008	MT	Oil & Gas	Other Royalties	-129921.00999999998
2008	MT	Coal	Rents	142131
2008	MT	Gas	Royalties	23468649.78000001
2008	MT	NGL	Royalties	659548.42
2008	MT	Oil	Royalties	37324702.49
2008	MT	Other Products	Royalties	27255.51
2008	MT	Hardrock	Rents	3649.5
2008	MT	Gemstones	Rents	240
2008	ND	Oil & Gas	Bonus	27406683.5
2008	ND	Oil & Gas	Other Revenues	13747.4
2008	ND	Oil & Gas	Other Royalties	951894.8999999999
2008	ND	Oil & Gas	Rents	873655.94
2008	ND	Gas	Royalties	7884857.7700000005
2008	ND	NGL	Royalties	1089791.49
2008	ND	Oil	Royalties	82206235.71
2008	ND	Coal	Rents	32115
2008	ND	Coal	Bonus	113080
2008	NE	Oil & Gas	Rents	5109.719999999999
2008	NE	Oil & Gas	Bonus	-640
2008	NE	Oil & Gas	Other Revenues	40686.93
2008	NE	Oil	Royalties	631893.06
2008	NE	Gas	Royalties	8118.31
2008	NE	NGL	Royalties	11101.25
2008	NM	Oil & Gas	Rents	3275147.1000000006
2008	NM	Gas	Royalties	749579674.21
2008	NM	Oil	Royalties	316287951.8599999
2008	NM	Oil & Gas	Bonus	65034307
2008	NM	Oil & Gas	Other Revenues	705903.2000000001
2008	NM	Oil & Gas	Other Royalties	-4637434.9399999995
2008	NM	NGL	Royalties	164599129.22
2008	NM	Geothermal	Rents	3280
2008	NM	Potassium	Bonus	787103.75
2008	NM	Potassium	Other Revenues	546708
2008	NM	Sodium	Other Revenues	577.9300000000003
2008	NM	Gas	Other Royalties	1043.39
2008	NM	Oil	Other Royalties	24435.9
2008	NM	Potassium	Rents	70667.25
2008	NM	Sodium	Rents	-40.92999999999995
2008	NM	Other Products	Royalties	11999418.84
2008	NM	Coal	Rents	76775.51000000001
2008	NM	Coal	Royalties	14191843.15
2008	NV	Geothermal	Bonus	27992464.000000004
2008	NV	Geothermal	Other Revenues	13186.830000000002
2008	NV	Geothermal	Rents	1000610.7600000001
2008	NV	Oil & Gas	Rents	7389780.01
2008	NV	Sodium	Rents	-15357
2008	NV	Geothermal	Royalties	2288160.4400000004
2008	NV	Oil & Gas	Bonus	2359300.01
2008	NV	Potassium	Other Revenues	13786
2008	NV	Potassium	Rents	-1160
2008	NV	Other Products	Royalties	0
2008	NV	Geothermal	Other Royalties	71020
2008	NV	Oil	Royalties	4318250.62
2008	NV	Oil & Gas	Other Revenues	3140.07
2008	NV	Oil & Gas	Other Royalties	4794.79
2008	NY	Gas	Royalties	11517.23
2008	OH	Gas	Royalties	677345.3700000001
2008	OH	Oil	Royalties	362989.06
2008	OH	Oil & Gas	Rents	6338
2008	OH	Oil & Gas	Other Royalties	1140
2008	OH	Oil & Gas	Other Revenues	1245.49
2008	OK	Oil & Gas	Other Royalties	-10580.649999999985
2008	OK	Oil & Gas	Rents	460785.61
2008	OK	Gas	Royalties	12281179.430000002
2008	OK	Oil	Royalties	1470212.3300000003
2008	OK	Oil & Gas	Bonus	10302430
2008	OK	Oil & Gas	Other Revenues	4124.04
2008	OK	NGL	Royalties	500879.99
2008	OK	Coal	Bonus	160197.75
2008	OK	Coal	Rents	32633
2008	OK	Gas	Other Royalties	85.7
2008	OK	Asphalt	Rents	959
2008	OR	Geothermal	Rents	31594.99
2008	OR	Oil & Gas	Rents	409115.5
2008	PA	Oil & Gas	Other Revenues	1896.6499999999999
2008	PA	Gas	Royalties	93487.28
2008	PA	Oil & Gas	Rents	153
2008	PA	Oil	Royalties	630.47
2008	SC	Hardrock	Rents	2220
2008	SD	Oil & Gas	Rents	168923.5
2008	SD	Oil	Royalties	2309915.27
2008	SD	Oil & Gas	Other Revenues	597.41
2008	SD	Oil & Gas	Other Royalties	214
2008	SD	Gas	Royalties	117883.15
