Year	State	County	FIPS	Jobs	Total	Share
2004	OR		41000	1884	1595003	0.0012
2004	OR	Clackamas County	41005	69	137758	0.0005
2004	OR	Columbia County	41009	73	9961	0.0073
2004	OR	Coos County	41011	150	22244	0.0067
2004	OR	Deschutes County	41017	118	58464	0.0020
2004	OR	Douglas County	41019	81	37872	0.0021
2004	OR	Jackson County	41029	154	79354	0.0019
2004	OR	Lane County	41039	165	139586	0.0012
2004	OR	Marion County	41047	238	129985	0.0018
2004	OR	Polk County	41053	56	16621	0.0034
2004	OR	Washington County	41067	274	224146	0.0012
2004	OR	Yamhill County	41071	76	29523	0.0026
2005	OR		41000	1995	1652773	0.0012
2005	OR	Clackamas County	41005	91	143644	0.0006
2005	OR	Columbia County	41009	74	10319	0.0072
2005	OR	Coos County	41011	165	23554	0.0070
2005	OR	Deschutes County	41017	135	63016	0.0021
2005	OR	Douglas County	41019	82	38972	0.0021
2005	OR	Jackson County	41029	186	82350	0.0023
2005	OR	Josephine County	41033	53	24715	0.0021
2005	OR	Lane County	41039	171	145282	0.0012
2005	OR	Marion County	41047	257	135049	0.0019
2005	OR	Polk County	41053	55	17314	0.0032
2005	OR	Washington County	41067	250	235155	0.0011
2005	OR	Yamhill County	41071	79	31043	0.0025
2006	OR		41000	2054	1699932	0.0012
2006	OR	Clackamas County	41005	77	146889	0.0005
2006	OR	Columbia County	41009	82	10680	0.0077
2006	OR	Coos County	41011	72	23667	0.0030
2006	OR	Crook County	41013	31	6974	0.0044
2006	OR	Curry County	41015	40	7012	0.0057
2006	OR	Deschutes County	41017	139	67668	0.0021
2006	OR	Douglas County	41019	109	39609	0.0028
2006	OR	Jackson County	41029	195	83496	0.0023
2006	OR	Josephine County	41033	69	25440	0.0027
2006	OR	Lane County	41039	219	148756	0.0015
2006	OR	Marion County	41047	276	137769	0.0020
2006	OR	Polk County	41053	58	18252	0.0032
2006	OR	Umatilla County	41059	29	29157	0.0010
2006	OR	Washington County	41067	246	245946	0.0010
