Year	State	County	FIPS	Jobs	Total	Share
2004	CT		09000	722	1631240	0.0004
2004	CT	Hartford County	09003	126	479234	0.0003
2004	CT	Litchfield County	09005	103	62302	0.0017
2004	CT	New Haven County	09009	220	360608	0.0006
2004	CT	New London County	09011	58	127746	0.0005
2004	CT	Windham County	09015	61	37085	0.0016
2005	CT		09000	706	1644274	0.0004
2005	CT	Hartford County	09003	119	485378	0.0002
2005	CT	Litchfield County	09005	104	61966	0.0017
2005	CT	New Haven County	09009	220	360661	0.0006
2005	CT	New London County	09011	63	129283	0.0005
2005	CT	Windham County	09015	62	37851	0.0016
2006	CT		09000	737	1672109	0.0004
2006	CT	Hartford County	09003	108	497849	0.0002
2006	CT	Litchfield County	09005	100	62896	0.0016
2006	CT	New London County	09011	89	129339	0.0007
2006	CT	Windham County	09015	65	39135	0.0017
2007	CT		09000	715	1686043	0.0004
2007	CT	Hartford County	09003	94	502736	0.0002
2007	CT	Litchfield County	09005	92	62864	0.0015
2007	CT	New Haven County	09009	253	366825	0.0007
2007	CT	New London County	09011	89	129691	0.0007
2007	CT	Windham County	09015	81	39290	0.0021
2008	CT		09000	732	1687902	0.0004
2008	CT	Hartford County	09003	88	504731	0.0002
2008	CT	Litchfield County	09005	98	63207	0.0016
2008	CT	New London County	09011	90	130849	0.0007
2009	CT		09000	628	1615356	0.0004
2009	CT	Fairfield County	09001	38	400017	0.0001
2009	CT	Hartford County	09003	83	486187	0.0002
2009	CT	Litchfield County	09005	89	59312	0.0015
2009	CT	New London County	09011	76	126080	0.0006
2010	CT		09000	571	1595713	0.0004
2010	CT	Fairfield County	09001	46	397733	0.0001
2010	CT	Hartford County	09003	91	481905	0.0002
2010	CT	Litchfield County	09005	74	58852	0.0013
2010	CT	New London County	09011	63	124000	0.0005
2011	CT		09000	542	1612292	0.0003
2011	CT	Fairfield County	09001	40	403276	0.0001
2011	CT	Hartford County	09003	86	487196	0.0002
2011	CT	Litchfield County	09005	71	59575	0.0012
2011	CT	New Haven County	09009	173	348852	0.0005
2011	CT	New London County	09011	55	123692	0.0004
2012	CT		09000	554	1627748	0.0003
2012	CT	Fairfield County	09001	36	407923	0.0001
2012	CT	Hartford County	09003	97	490846	0.0002
2012	CT	Litchfield County	09005	81	60564	0.0013
2012	CT	New Haven County	09009	162	354070	0.0005
2012	CT	New London County	09011	60	122828	0.0005
2013	CT		09000	543	1640333	0.0003
2013	CT	Fairfield County	09001	39	413613	0.0001
2013	CT	Hartford County	09003	76	494994	0.0002
2013	CT	Litchfield County	09005	82	60588	0.0014
2013	CT	New Haven County	09009	168	356885	0.0005
2013	CT	New London County	09011	63	122158	0.0005
