Region	FIPS	Product	Year	Production Volume
ND	38023	Oil (bbl)	2009	1027.42
ND	38023	Oil (bbl)	2010	822
ND	38023	Oil (bbl)	2011	20692.06
ND	38023	Oil (bbl)	2012	41030.36
ND	38023	Oil (bbl)	2013	45514.43
ND	38023	Oil (bbl)	2014	54631.06
ND	38025	Gas (mcf)	2005	78531.19
ND	38025	Gas (mcf)	2006	72823.62
ND	38025	Gas (mcf)	2007	66207.65
ND	38025	Gas (mcf)	2008	194871.12
ND	38025	Gas (mcf)	2009	500953.67
ND	38025	Gas (mcf)	2010	781851.15
ND	38025	Gas (mcf)	2011	1010577.66
ND	38025	Gas (mcf)	2012	1789961.1
ND	38025	Gas (mcf)	2013	2277780.09
ND	38025	Gas (mcf)	2014	3102376.98
ND	38025	Oil (bbl)	2005	76406.73
ND	38025	Oil (bbl)	2006	73707.48
ND	38025	Oil (bbl)	2007	91869.02
ND	38025	Oil (bbl)	2008	278544.21
ND	38025	Oil (bbl)	2009	498522.37
ND	38025	Oil (bbl)	2010	917046.91
ND	38025	Oil (bbl)	2011	974975.83
ND	38025	Oil (bbl)	2012	1524080.87
ND	38025	Oil (bbl)	2013	1836039.57
ND	38025	Oil (bbl)	2014	2697995.77
ND	38033	Gas (mcf)	2005	200045.1
ND	38033	Gas (mcf)	2006	315277.11
ND	38033	Gas (mcf)	2007	315065.94
ND	38033	Gas (mcf)	2008	357480.75
ND	38033	Gas (mcf)	2009	322945.92
ND	38033	Gas (mcf)	2010	304676.4
ND	38033	Gas (mcf)	2011	286589.1
ND	38033	Gas (mcf)	2012	310175.83
ND	38033	Gas (mcf)	2013	262713.88
ND	38033	Gas (mcf)	2014	259382.39
ND	38033	Oil (bbl)	2005	314564.85
ND	38033	Oil (bbl)	2006	352017.44
ND	38033	Oil (bbl)	2007	342357.12
ND	38033	Oil (bbl)	2008	344308.82
ND	38033	Oil (bbl)	2009	294806.05
ND	38033	Oil (bbl)	2010	336347.24
ND	38033	Oil (bbl)	2011	411222.32
ND	38033	Oil (bbl)	2012	465641.97
ND	38033	Oil (bbl)	2013	388155.69
ND	38033	Oil (bbl)	2014	368248.07
ND	38053	Gas (mcf)	2005	2237831.31
ND	38053	Gas (mcf)	2006	2296290.37
ND	38053	Gas (mcf)	2007	2388712.4
ND	38053	Gas (mcf)	2008	2444436.6
ND	38053	Gas (mcf)	2009	2712134.42
ND	38053	Gas (mcf)	2010	4157317.07
ND	38053	Gas (mcf)	2011	6640480.31
ND	38053	Gas (mcf)	2012	9428911.28
ND	38053	Gas (mcf)	2013	13764922.97
ND	38053	Gas (mcf)	2014	16490196.47
ND	38053	Oil (bbl)	2005	1114443.26
ND	38053	Oil (bbl)	2006	1399486.57
ND	38053	Oil (bbl)	2007	1595677.98
ND	38053	Oil (bbl)	2008	1766591.85
ND	38053	Oil (bbl)	2009	2124735.03
ND	38053	Oil (bbl)	2010	3110525.07
ND	38053	Oil (bbl)	2011	4505765.09
ND	38053	Oil (bbl)	2012	6250010.43
ND	38053	Oil (bbl)	2013	8760920.19
ND	38053	Oil (bbl)	2014	10406474.39
ND	38055	Coal (tons)	2005	0
ND	38057	Coal (tons)	2005	2169980.45
ND	38057	Coal (tons)	2006	3196317.49
ND	38057	Coal (tons)	2007	3532979.71
ND	38057	Coal (tons)	2008	0
ND	38057	Coal (tons)	2009	0
ND	38057	Coal (tons)	2010	0
ND	38057	Coal (tons)	2011	1802904.95
ND	38057	Coal (tons)	2012	2278424.95
ND	38057	Coal (tons)	2013	3030603.03
ND	38057	Coal (tons)	2014	3449724.73
ND	38061	Gas (mcf)	2005	4891.49
ND	38061	Gas (mcf)	2006	5354.92
ND	38061	Gas (mcf)	2007	7960.96
ND	38061	Gas (mcf)	2008	94989.11
ND	38061	Gas (mcf)	2009	295364.41
ND	38061	Gas (mcf)	2010	835957.39
ND	38061	Gas (mcf)	2011	1574228.65
ND	38061	Gas (mcf)	2012	2282494.22
ND	38061	Gas (mcf)	2013	2321712.09
ND	38061	Gas (mcf)	2014	2882819.87
ND	38061	Oil (bbl)	2005	324.6
ND	38061	Oil (bbl)	2006	1189.39
ND	38061	Oil (bbl)	2007	6728.87
ND	38061	Oil (bbl)	2008	180345.55
ND	38061	Oil (bbl)	2009	463744.72
ND	38061	Oil (bbl)	2010	1716012.16
ND	38061	Oil (bbl)	2011	2597286.86
ND	38061	Oil (bbl)	2012	3395254.32
ND	38061	Oil (bbl)	2013	3441042.18
ND	38061	Oil (bbl)	2014	3327106.53
ND	38065	Coal (tons)	2005	0
ND	38065	Coal (tons)	2006	0
ND	38065	Coal (tons)	2007	0
ND	38065	Coal (tons)	2009	0
ND	38065	Coal (tons)	2010	338404.89
ND	38065	Coal (tons)	2011	1120352.05
ND	38065	Coal (tons)	2012	1580853.05
ND	38065	Coal (tons)	2013	1458947.97
ND	38065	Coal (tons)	2014	1601986.27
ND	38075	Gas (mcf)	2005	5167.85
ND	38075	Gas (mcf)	2006	5412.85
ND	38075	Gas (mcf)	2007	6792.85
ND	38075	Gas (mcf)	2008	11303.85
ND	38075	Gas (mcf)	2009	9393.63
ND	38075	Gas (mcf)	2010	8363.14
ND	38075	Gas (mcf)	2011	7078.1
ND	38075	Gas (mcf)	2012	6294.76
ND	38075	Gas (mcf)	2013	5615.23
ND	38075	Gas (mcf)	2014	3910
ND	38075	Oil (bbl)	2005	23515.01
ND	38075	Oil (bbl)	2006	24418.71
ND	38075	Oil (bbl)	2007	39624.42
ND	38075	Oil (bbl)	2008	43348.44
ND	38075	Oil (bbl)	2009	36202.86
ND	38075	Oil (bbl)	2010	34585.53
ND	38075	Oil (bbl)	2011	29964.38
ND	38075	Oil (bbl)	2012	27803.41
ND	38075	Oil (bbl)	2013	24712.25
ND	38075	Oil (bbl)	2014	19829.63
ND	38087	Gas (mcf)	2005	144003.69
ND	38087	Gas (mcf)	2006	249959.05
ND	38087	Gas (mcf)	2007	695503.87
ND	38087	Gas (mcf)	2008	1491807.49
ND	38087	Gas (mcf)	2009	1084696.96
ND	38087	Gas (mcf)	2010	786540.95
ND	38087	Gas (mcf)	2011	401696.35
ND	38087	Gas (mcf)	2012	152970.28
ND	38087	Gas (mcf)	2013	97635.91
ND	38087	Gas (mcf)	2014	91223.35
ND	38087	Oil (bbl)	2005	248692.2
ND	38087	Oil (bbl)	2006	330657.45
ND	38087	Oil (bbl)	2007	392520.9
ND	38087	Oil (bbl)	2008	402055.13
ND	38087	Oil (bbl)	2009	415923.38
ND	38087	Oil (bbl)	2010	437910.06
ND	38087	Oil (bbl)	2011	465512.93
ND	38087	Oil (bbl)	2012	462637.06
ND	38087	Oil (bbl)	2013	429809.79
ND	38087	Oil (bbl)	2014	406320.25
ND	38089	Gas (mcf)	2005	27844.66
ND	38089	Gas (mcf)	2006	20556.21
ND	38089	Gas (mcf)	2007	15983.99
ND	38089	Gas (mcf)	2008	14817.89
ND	38089	Gas (mcf)	2009	13051.99
ND	38089	Gas (mcf)	2010	11414.93
ND	38089	Gas (mcf)	2011	10980.27
ND	38089	Gas (mcf)	2012	35887.03
ND	38089	Gas (mcf)	2013	36125.69
ND	38089	Gas (mcf)	2014	598981.92
ND	38089	Oil (bbl)	2005	55497.31
ND	38089	Oil (bbl)	2006	40701.34
ND	38089	Oil (bbl)	2007	33257.37
ND	38089	Oil (bbl)	2008	30070.12
ND	38089	Oil (bbl)	2009	25142.06
ND	38089	Oil (bbl)	2010	20492.92
ND	38089	Oil (bbl)	2011	19295.35
ND	38089	Oil (bbl)	2012	42790.42
ND	38089	Oil (bbl)	2013	45595.83
ND	38089	Oil (bbl)	2014	588799.89
ND	38105	Gas (mcf)	2005	199458.15
ND	38105	Gas (mcf)	2006	220017.86
ND	38105	Gas (mcf)	2007	217346.14
ND	38105	Gas (mcf)	2008	192122.58
ND	38105	Gas (mcf)	2009	200464.52
ND	38105	Gas (mcf)	2010	196483.14
ND	38105	Gas (mcf)	2011	375228.29
ND	38105	Gas (mcf)	2012	944457.51
ND	38105	Gas (mcf)	2013	1167645.7
ND	38105	Gas (mcf)	2014	1392919.64
ND	38105	Leonardite (tons)	2006	0
ND	38105	Leonardite (tons)	2008	0
ND	38105	Leonardite (tons)	2009	0
ND	38105	Leonardite (tons)	2010	0
ND	38105	Leonardite (tons)	2011	0
ND	38105	Leonardite (tons)	2012	0
ND	38105	Leonardite (tons)	2013	0
ND	38105	Leonardite (tons)	2014	0
ND	38105	Oil (bbl)	2005	51182.74
ND	38105	Oil (bbl)	2006	52980.06
ND	38105	Oil (bbl)	2007	62391.53
ND	38105	Oil (bbl)	2008	66122.16
ND	38105	Oil (bbl)	2009	101150.93
ND	38105	Oil (bbl)	2010	125121.87
ND	38105	Oil (bbl)	2011	239953.4
ND	38105	Oil (bbl)	2012	801748.7
ND	38105	Oil (bbl)	2013	950813.62
ND	38105	Oil (bbl)	2014	962221.5
NE	31033	Gas (mcf)	2005	2882
NE	31033	Gas (mcf)	2006	3706
NE	31033	Gas (mcf)	2007	5946
NE	31033	Gas (mcf)	2008	5330
NE	31033	Gas (mcf)	2009	2189
NE	31033	Gas (mcf)	2010	2415
NE	31033	Gas (mcf)	2011	1145
NE	31033	Gas (mcf)	2012	1109
NE	31033	Gas (mcf)	2013	944
NE	31033	Gas (mcf)	2014	981
NE	31033	Oil (bbl)	2005	31601
NE	31033	Oil (bbl)	2006	42769
NE	31033	Oil (bbl)	2007	60297
NE	31033	Oil (bbl)	2008	46703
NE	31033	Oil (bbl)	2009	33213
NE	31033	Oil (bbl)	2010	32560
NE	31033	Oil (bbl)	2011	26558
NE	31033	Oil (bbl)	2012	20333
NE	31033	Oil (bbl)	2013	22835
NE	31033	Oil (bbl)	2014	21668
NE	31057	Oil (bbl)	2005	355.88
NE	31057	Oil (bbl)	2006	335.11
NE	31057	Oil (bbl)	2007	291.4
NE	31057	Oil (bbl)	2008	487.63
NE	31057	Oil (bbl)	2009	501.27
NE	31057	Oil (bbl)	2010	476.44
NE	31057	Oil (bbl)	2011	409.38
NE	31057	Oil (bbl)	2012	328.75
NE	31057	Oil (bbl)	2013	192.38
NE	31057	Oil (bbl)	2014	148.6
NE	31087	Oil (bbl)	2005	5740.08
NE	31087	Oil (bbl)	2006	5662.72
NE	31087	Oil (bbl)	2007	5305.23
NE	31087	Oil (bbl)	2008	5148.04
NE	31087	Oil (bbl)	2009	4719.9
NE	31087	Oil (bbl)	2010	4410.89
NE	31087	Oil (bbl)	2011	4119.88
NE	31087	Oil (bbl)	2012	4302.08
NE	31087	Oil (bbl)	2013	3736.18
NE	31087	Oil (bbl)	2014	3423.66
NE	31105	Gas (mcf)	2005	31.17
NE	31105	Gas (mcf)	2006	26.75
NE	31105	Gas (mcf)	2007	24.75
NE	31105	Gas (mcf)	2008	21.8
NE	31105	Gas (mcf)	2009	17.52
NE	31105	Gas (mcf)	2010	17.28
NE	31105	Gas (mcf)	2011	17.74
NE	31105	Gas (mcf)	2012	16.4
NE	31105	Gas (mcf)	2013	14.24
NE	31105	Gas (mcf)	2014	12.6
NE	31105	Oil (bbl)	2005	3070.17
NE	31105	Oil (bbl)	2006	1753.78
NE	31105	Oil (bbl)	2007	1811.77
NE	31105	Oil (bbl)	2008	2160.76
NE	31105	Oil (bbl)	2009	2472.69
NE	31105	Oil (bbl)	2010	2025.83
NE	31105	Oil (bbl)	2011	1982.57
NE	31105	Oil (bbl)	2012	2357.98
NE	31105	Oil (bbl)	2013	2482.61
NE	31105	Oil (bbl)	2014	2027.37
NE	31145	Oil (bbl)	2005	5.68
NE	31145	Oil (bbl)	2006	7.56
NE	31145	Oil (bbl)	2007	6.37
NE	31145	Oil (bbl)	2008	6.19
NE	31145	Oil (bbl)	2009	5.51
NE	31145	Oil (bbl)	2010	5.07
NE	31145	Oil (bbl)	2011	4.26
NE	31145	Oil (bbl)	2012	3.12
NE	31145	Oil (bbl)	2013	3.16
NE	31145	Oil (bbl)	2014	2.73
NM	35001	Gas (mcf)	2007	35568
NM	35001	Gas (mcf)	2008	68657
NM	35001	Gas (mcf)	2009	42401
NM	35001	Gas (mcf)	2010	31832
NM	35001	Gas (mcf)	2011	17742
NM	35001	Gas (mcf)	2012	14113
NM	35001	Gas (mcf)	2013	14676
NM	35001	Gas (mcf)	2014	14355
NM	35001	Oil (bbl)	2006	417
NM	35001	Oil (bbl)	2007	25855
NM	35001	Oil (bbl)	2008	16115
NM	35001	Oil (bbl)	2009	11301
NM	35001	Oil (bbl)	2010	10416
NM	35001	Oil (bbl)	2011	6804
NM	35001	Oil (bbl)	2012	6933
NM	35001	Oil (bbl)	2013	5337
NM	35001	Oil (bbl)	2014	4477
NM	35005	Gas (mcf)	2005	12572178.31
NM	35005	Gas (mcf)	2006	11458351.45
NM	35005	Gas (mcf)	2007	10522494.75
NM	35005	Gas (mcf)	2008	12275376.04
NM	35005	Gas (mcf)	2009	11118831.53
NM	35005	Gas (mcf)	2010	10749191.07
NM	35005	Gas (mcf)	2011	8816239.17
NM	35005	Gas (mcf)	2012	7487835.32
NM	35005	Gas (mcf)	2013	6733614.7
NM	35005	Gas (mcf)	2014	6131355.9
NM	35005	Oil (bbl)	2005	152813.76
NM	35005	Oil (bbl)	2006	133241.48
NM	35005	Oil (bbl)	2007	124875.74
NM	35005	Oil (bbl)	2008	204199.48
NM	35005	Oil (bbl)	2009	478166.22
NM	35005	Oil (bbl)	2010	775244.56
NM	35005	Oil (bbl)	2011	626947.77
NM	35005	Oil (bbl)	2012	737307.16
NM	35005	Oil (bbl)	2013	562871.47
NM	35005	Oil (bbl)	2014	605900
NM	35007	Gas (mcf)	2006	73118
NM	35007	Gas (mcf)	2007	288471
NM	35007	Gas (mcf)	2008	280223
NM	35007	Gas (mcf)	2009	280900
NM	35007	Gas (mcf)	2010	277607
NM	35007	Gas (mcf)	2011	266600
NM	35007	Gas (mcf)	2012	264034
NM	35007	Gas (mcf)	2013	246318
NM	35007	Gas (mcf)	2014	231177
NM	35013	Geothermal - Direct Use, Millions of Gallons	2011	71606330
NM	35013	Geothermal - Direct Use, Millions of Gallons	2012	113448300
NM	35013	Geothermal - Direct Use, Millions of Gallons	2013	69920724.5
NM	35013	Geothermal - Direct Use, Millions of Gallons	2014	63624483
NM	35015	Brine Barrels (barrels)	2005	0
NM	35015	Brine Barrels (barrels)	2006	0
NM	35015	Gas (mcf)	2005	178684716.1
NM	35015	Gas (mcf)	2006	164484197.2
NM	35015	Gas (mcf)	2007	158688019.6
NM	35015	Gas (mcf)	2008	147467592.9
NM	35015	Gas (mcf)	2009	137165620.9
NM	35015	Gas (mcf)	2010	134786447.5
NM	35015	Gas (mcf)	2011	132626507.4
NM	35015	Gas (mcf)	2012	142861813.8
NM	35015	Gas (mcf)	2013	156681770.8
NM	35015	Gas (mcf)	2014	168935198.4
NM	35015	Langbeinite (tons)	2005	551675
NM	35015	Langbeinite (tons)	2006	734349
NM	35015	Langbeinite (tons)	2007	966101
NM	35015	Langbeinite (tons)	2008	974982
NM	35015	Langbeinite (tons)	2009	648073
NM	35015	Langbeinite (tons)	2010	830346
NM	35015	Langbeinite (tons)	2011	745606
NM	35015	Langbeinite (tons)	2012	859349
NM	35015	Langbeinite (tons)	2013	707765
NM	35015	Langbeinite (tons)	2014	363289
NM	35015	Muriate Of Potash-Granular (tons)	2005	424981
NM	35015	Muriate Of Potash-Granular (tons)	2006	327424
NM	35015	Muriate Of Potash-Granular (tons)	2007	429446
NM	35015	Muriate Of Potash-Granular (tons)	2008	398253
NM	35015	Muriate Of Potash-Granular (tons)	2009	233928
NM	35015	Muriate Of Potash-Granular (tons)	2010	364751
NM	35015	Muriate Of Potash-Granular (tons)	2011	454506
NM	35015	Muriate Of Potash-Granular (tons)	2012	424920
NM	35015	Muriate Of Potash-Granular (tons)	2013	342439
NM	35015	Muriate Of Potash-Granular (tons)	2014	467320
NM	35015	Muriate Of Potash-Standard (tons)	2005	476837
NM	35015	Muriate Of Potash-Standard (tons)	2006	469892
NM	35015	Muriate Of Potash-Standard (tons)	2007	251708
NM	35015	Muriate Of Potash-Standard (tons)	2008	177001
NM	35015	Muriate Of Potash-Standard (tons)	2009	112839
NM	35015	Muriate Of Potash-Standard (tons)	2010	155054
NM	35015	Muriate Of Potash-Standard (tons)	2011	170449
NM	35015	Muriate Of Potash-Standard (tons)	2012	146453
NM	35015	Muriate Of Potash-Standard (tons)	2013	132492
NM	35015	Muriate Of Potash-Standard (tons)	2014	127433
NM	35015	Oil (bbl)	2005	15363729.83
NM	35015	Oil (bbl)	2006	14353396.33
NM	35015	Oil (bbl)	2007	14829142.51
NM	35015	Oil (bbl)	2008	15347994.07
NM	35015	Oil (bbl)	2009	17328318.48
NM	35015	Oil (bbl)	2010	19455621.31
NM	35015	Oil (bbl)	2011	22395795.15
NM	35015	Oil (bbl)	2012	28914611.44
NM	35015	Oil (bbl)	2013	32514194.05
NM	35015	Oil (bbl)	2014	37768800.58
NM	35015	Potash (tons)	2005	0
NM	35015	Potash (tons)	2006	492294
NM	35015	Potash (tons)	2007	0
NM	35015	Potash (tons)	2008	0
NM	35015	Potash (tons)	2009	0
NM	35015	Potash (tons)	2010	0
NM	35015	Potash (tons)	2011	0
NM	35015	Potash (tons)	2012	0
NM	35015	Potash (tons)	2013	0
NM	35015	Potash (tons)	2014	0
NM	35015	Salt (tons)	2005	0
NM	35015	Salt (tons)	2006	0
NM	35015	Salt (tons)	2007	0
NM	35015	Salt (tons)	2008	314483
NM	35015	Salt (tons)	2009	372956
NM	35015	Salt (tons)	2010	434018
NM	35015	Salt (tons)	2011	439367
NM	35015	Salt (tons)	2012	409345
NM	35015	Salt (tons)	2013	425125
NM	35015	Salt (tons)	2014	457529
NM	35015	Sylvite-Raw Ore (tons)	2006	0
NM	35015	Sylvite-Raw Ore (tons)	2007	0
NM	35015	Sylvite-Raw Ore (tons)	2008	0
NM	35015	Sylvite-Raw Ore (tons)	2009	0
NM	35015	Sylvite-Raw Ore (tons)	2010	0
NM	35015	Sylvite-Raw Ore (tons)	2011	0
NM	35015	Sylvite-Raw Ore (tons)	2012	0
NM	35015	Sylvite-Raw Ore (tons)	2013	0
NM	35015	Sylvite-Raw Ore (tons)	2014	0
NM	35021	Gas (mcf)	2005	2988534.3
NM	35021	Gas (mcf)	2006	2847247
NM	35021	Gas (mcf)	2007	2731819.24
NM	35021	Gas (mcf)	2008	2712299.7
NM	35021	Gas (mcf)	2009	2864353.65
NM	35021	Gas (mcf)	2010	3016752.54
NM	35021	Gas (mcf)	2011	4721763.29
NM	35021	Gas (mcf)	2012	4894973.6
NM	35021	Gas (mcf)	2013	4743881.45
NM	35021	Gas (mcf)	2014	4535776.66
NM	35023	Geothermal - Electrical Generation, Kilowatt Hours	2013	69407
NM	35023	Geothermal - Electrical Generation, Kilowatt Hours	2014	8736455
NM	35025	Brine Barrels (barrels)	2005	0
NM	35025	Brine Barrels (barrels)	2006	66862
NM	35025	Brine Barrels (barrels)	2007	0
NM	35025	Brine Barrels (barrels)	2008	0
NM	35025	Brine Barrels (barrels)	2010	0
NM	35025	Gas (mcf)	2005	61157458.11
NM	35025	Gas (mcf)	2006	63722480.49
NM	35025	Gas (mcf)	2007	60172499.14
NM	35025	Gas (mcf)	2008	56218942.51
NM	35025	Gas (mcf)	2009	55068525.93
NM	35025	Gas (mcf)	2010	51844379.67
NM	35025	Gas (mcf)	2011	50852061.5
NM	35025	Gas (mcf)	2012	55018861.21
NM	35025	Gas (mcf)	2013	62184472.81
NM	35025	Gas (mcf)	2014	69213114.42
NM	35025	Oil (bbl)	2005	8354628.13
NM	35025	Oil (bbl)	2006	8233958.31
NM	35025	Oil (bbl)	2007	8571543.69
NM	35025	Oil (bbl)	2008	8445875.57
NM	35025	Oil (bbl)	2009	9005475.13
NM	35025	Oil (bbl)	2010	9759344.08
NM	35025	Oil (bbl)	2011	11022160.76
NM	35025	Oil (bbl)	2012	13200505.9
NM	35025	Oil (bbl)	2013	17332354.14
NM	35025	Oil (bbl)	2014	22102960.5
NM	35031	Coal (tons)	2005	0
NM	35031	Coal (tons)	2006	0
NM	35031	Coal (tons)	2007	0
NM	35031	Coal (tons)	2014	0
NM	35031	Gas (mcf)	2005	600
NM	35031	Gas (mcf)	2006	18329
NM	35031	Gas (mcf)	2007	10307
NM	35031	Gas (mcf)	2008	24857
NM	35031	Gas (mcf)	2009	53511
NM	35031	Gas (mcf)	2010	111991
NM	35031	Gas (mcf)	2011	218200
NM	35031	Gas (mcf)	2012	210074
NM	35031	Gas (mcf)	2013	178147
NM	35031	Gas (mcf)	2014	181980
NM	35031	Oil (bbl)	2005	2897.83
NM	35031	Oil (bbl)	2007	1016
NM	35031	Oil (bbl)	2008	1987
NM	35031	Oil (bbl)	2009	14218
NM	35031	Oil (bbl)	2010	20686
NM	35031	Oil (bbl)	2011	12312
NM	35031	Oil (bbl)	2012	22569
NM	35031	Oil (bbl)	2013	37846
NM	35031	Oil (bbl)	2014	53860
NM	35035	Gas (mcf)	2014	14638
NM	35037	Gas (mcf)	2005	2988534.3
NM	35037	Gas (mcf)	2006	2847247
NM	35037	Gas (mcf)	2007	2731819.24
NM	35037	Gas (mcf)	2008	2712299.7
NM	35037	Gas (mcf)	2009	2739038.62
NM	35037	Gas (mcf)	2010	2748174.61
NM	35037	Gas (mcf)	2011	2774978.21
NM	35037	Gas (mcf)	2012	2771070.64
NM	35037	Gas (mcf)	2013	2671068.34
NM	35037	Gas (mcf)	2014	2476466.7
NM	35039	Gas (mcf)	2005	297475868.4
NM	35039	Gas (mcf)	2006	301517507
NM	35039	Gas (mcf)	2007	292621339.1
NM	35039	Gas (mcf)	2008	284693100.9
NM	35039	Gas (mcf)	2009	278768067.8
NM	35039	Gas (mcf)	2010	264781577.3
NM	35039	Gas (mcf)	2011	262202295.8
NM	35039	Gas (mcf)	2012	253393512.3
NM	35039	Gas (mcf)	2013	229922946.8
NM	35039	Gas (mcf)	2014	215345510.2
NM	35039	Oil (bbl)	2005	766955.47
NM	35039	Oil (bbl)	2006	808814.62
NM	35039	Oil (bbl)	2007	772040.18
NM	35039	Oil (bbl)	2008	775390.17
NM	35039	Oil (bbl)	2009	783386.41
NM	35039	Oil (bbl)	2010	708863.86
NM	35039	Oil (bbl)	2011	738048.83
NM	35039	Oil (bbl)	2012	739848.33
NM	35039	Oil (bbl)	2013	818278.46
NM	35039	Oil (bbl)	2014	1355697.15
NM	35041	Gas (mcf)	2005	1501192.12
NM	35041	Gas (mcf)	2006	1474115.26
NM	35041	Gas (mcf)	2007	1495170.36
NM	35041	Gas (mcf)	2008	1602298.39
NM	35041	Gas (mcf)	2009	1358747.45
NM	35041	Gas (mcf)	2010	1337727.2
NM	35041	Gas (mcf)	2011	1104336.49
NM	35041	Gas (mcf)	2012	813993.56
NM	35041	Gas (mcf)	2013	672371.92
NM	35041	Gas (mcf)	2014	856312.68
NM	35041	Oil (bbl)	2005	146990.32
NM	35041	Oil (bbl)	2006	124812.1
NM	35041	Oil (bbl)	2007	145724.97
NM	35041	Oil (bbl)	2008	140348.88
NM	35041	Oil (bbl)	2009	109979.23
NM	35041	Oil (bbl)	2010	105774.82
NM	35041	Oil (bbl)	2011	87373.94
NM	35041	Oil (bbl)	2012	84283.25
NM	35041	Oil (bbl)	2013	77598.96
NM	35041	Oil (bbl)	2014	81858.58
NM	35043	Gas (mcf)	2005	445245.14
NM	35043	Gas (mcf)	2006	469145.35
NM	35043	Gas (mcf)	2007	428864.79
NM	35043	Gas (mcf)	2008	464100.65
NM	35043	Gas (mcf)	2009	591816.83
NM	35043	Gas (mcf)	2010	947489.53
NM	35043	Gas (mcf)	2011	1380108.65
NM	35043	Gas (mcf)	2012	1654263.24
NM	35043	Gas (mcf)	2013	2085090.23
NM	35043	Gas (mcf)	2014	4619176.08
NM	35043	Oil (bbl)	2005	44516.32
NM	35043	Oil (bbl)	2006	38931.28
NM	35043	Oil (bbl)	2007	35432.41
NM	35043	Oil (bbl)	2008	36394.96
NM	35043	Oil (bbl)	2009	41683.74
NM	35043	Oil (bbl)	2010	42180.64
NM	35043	Oil (bbl)	2011	38306.24
NM	35043	Oil (bbl)	2012	58890.37
NM	35043	Oil (bbl)	2013	341012.22
NM	35043	Oil (bbl)	2014	1035701.04
NM	35045	Coal (tons)	2005	0
NM	35045	Coal (tons)	2006	0
NM	35045	Coal (tons)	2007	0
NM	35045	Coal (tons)	2008	0
NM	35045	Coal (tons)	2009	0
NM	35045	Coal (tons)	2010	0
NM	35045	Coal (tons)	2011	0
NM	35045	Coal (tons)	2012	0
NM	35045	Coal (tons)	2013	0
NM	35045	Coal (tons)	2014	0
NM	35045	Gas (mcf)	2005	467540266.5
NM	35045	Gas (mcf)	2006	470294897.8
NM	35045	Gas (mcf)	2007	443174528.5
NM	35045	Gas (mcf)	2008	415132635.8
NM	35045	Gas (mcf)	2009	402030922.4
NM	35045	Gas (mcf)	2010	367343747.9
NM	35045	Gas (mcf)	2011	351702808.3
NM	35045	Gas (mcf)	2012	331473240.1
NM	35045	Gas (mcf)	2013	310635866.5
NM	35045	Gas (mcf)	2014	301036996.9
NM	35045	Oil (bbl)	2005	890646.05
NM	35045	Oil (bbl)	2006	853714.53
NM	35045	Oil (bbl)	2007	803119.76
NM	35045	Oil (bbl)	2008	787705.26
NM	35045	Oil (bbl)	2009	773443.57
NM	35045	Oil (bbl)	2010	697143.02
NM	35045	Oil (bbl)	2011	715278.58
NM	35045	Oil (bbl)	2012	763834.62
NM	35045	Oil (bbl)	2013	960840.67
NM	35045	Oil (bbl)	2014	1984070.83
NM	35059	Gas (mcf)	2005	2988543.27
NM	35059	Gas (mcf)	2006	2847255.54
NM	35059	Gas (mcf)	2007	2731827.44
NM	35059	Gas (mcf)	2008	2712307.84
NM	35059	Gas (mcf)	2009	2739046.84
NM	35059	Gas (mcf)	2010	2748182.85
NM	35059	Gas (mcf)	2011	2774986.54
NM	35059	Gas (mcf)	2012	2771078.95
NM	35059	Gas (mcf)	2013	2671076.35
NM	35059	Gas (mcf)	2014	2476474.13
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2005	90021493
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2006	85859889
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2007	106272414
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2008	123838519
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2009	198988743
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2010	163346106
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2011	131014604
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2012	123103803
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2013	57238368
NV	32001	Geothermal - Direct Utilization, Hundreds of Gallons	2014	46536534.78
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2005	582078463.8
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2006	567343115.5
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2007	522299372.4
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2008	448993874.7
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2009	567959046.9
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2010	756799448.9
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2011	730785288.8
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2012	754945552.3
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2013	813846736.1
NV	32001	Geothermal - Electrical Generation, Kilowatt Hours	2014	800554840.9
NV	32007	Oil (bbl)	2014	2247
NV	32009	Potash (tons)	2013	0
NV	32011	Geothermal - Electrical Generation, Kilowatt Hours	2005	2424604.36
NV	32011	Geothermal - Electrical Generation, Kilowatt Hours	2006	3184204.64
