Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	PA	Armstrong	42005	Oil & Gas		Other Revenues	122.63
2004	PA	Armstrong	42005	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	4927.42
2004	PA	Bedford	42009	Oil & Gas		Other Revenues	17221.13
2004	PA	Indiana	42063	Oil & Gas		Other Revenues	2066.58
2004	PA	Indiana	42063	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	17859.93
2004	PA	Jefferson	42065	Oil & Gas		Other Revenues	15
2004	PA	Warren	42123	Oil (bbl)	Oil	Royalties	459.7
2004	PA	Westmoreland	42129	Oil & Gas		Other Revenues	250.15
2004	PA	Westmoreland	42129	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	16118.44
2004	PA	Westmoreland	42129	Oil (bbl)	Oil	Royalties	279.49
2005	PA	Armstrong	42005	Oil & Gas		Other Revenues	148.2
2005	PA	Armstrong	42005	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	5483.65
2005	PA	Bedford	42009	Oil & Gas		Other Revenues	17085.14
2005	PA	Indiana	42063	Oil & Gas		Other Revenues	2306.13
2005	PA	Indiana	42063	Gas (mcf)	Processed (Residue) Gas	Royalties	17944.66
2005	PA	Indiana	42063	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	9011.45
2005	PA	Jefferson	42065	Oil & Gas		Other Revenues	15
2005	PA	Westmoreland	42129	Oil & Gas		Other Revenues	280.24
2005	PA	Westmoreland	42129	Gas (mcf)	Processed (Residue) Gas	Royalties	1259.4
2005	PA	Westmoreland	42129	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	20659.16
2006	PA	Armstrong	42005	Oil & Gas		Other Revenues	94.93
2006	PA	Armstrong	42005	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	15278.42
2006	PA	Bedford	42009	Oil & Gas		Other Revenues	11782.96
2006	PA	Forest	42053	Oil & Gas		Bonus	114805
2006	PA	Forest	42053	Oil & Gas		Rents	153
2006	PA	Indiana	42063	Oil & Gas		Other Revenues	2600.16
2006	PA	Indiana	42063	Gas (mcf)	Processed (Residue) Gas	Royalties	17092.73
2006	PA	Indiana	42063	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	6486.41
2006	PA	Jefferson	42065	Oil & Gas		Other Revenues	15
2006	PA	Westmoreland	42129	Oil & Gas		Other Revenues	285.75
2006	PA	Westmoreland	42129	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	28384.53
2007	PA	Armstrong	42005	Oil & Gas		Other Revenues	112.19
2007	PA	Armstrong	42005	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	6776.99
2007	PA	Forest	42053	Oil & Gas		Rents	153
2007	PA	Indiana	42063	Oil & Gas		Other Revenues	2084.58
2007	PA	Indiana	42063	Gas (mcf)	Processed (Residue) Gas	Royalties	13010.22
2007	PA	Indiana	42063	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	19063.88
2007	PA	Jefferson	42065	Oil & Gas		Other Revenues	15
2007	PA	Westmoreland	42129	Oil & Gas		Other Revenues	1253.54
2007	PA	Westmoreland	42129	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	29334.56
2007	PA	Westmoreland	42129	Oil (bbl)	Oil	Royalties	374.17
2008	PA	Armstrong	42005	Oil & Gas		Other Revenues	101.34
2008	PA	Armstrong	42005	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	6818.11
2008	PA	Forest	42053	Oil & Gas		Rents	153
2008	PA	Indiana	42063	Oil & Gas		Other Revenues	1654.25
2008	PA	Indiana	42063	Gas (mcf)	Processed (Residue) Gas	Royalties	20746.99
2008	PA	Indiana	42063	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	34351.95
2008	PA	Jefferson	42065	Oil & Gas		Other Revenues	11.25
2008	PA	Westmoreland	42129	Oil & Gas		Other Revenues	129.81
2008	PA	Westmoreland	42129	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	31570.23
2008	PA	Westmoreland	42129	Oil (bbl)	Oil	Royalties	630.47
2009	PA	Armstrong	42005	Oil & Gas		Other Revenues	103.56
2009	PA	Armstrong	42005	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	3653.58
2009	PA	Forest	42053	Oil & Gas		Rents	153
2009	PA	Forest	42053	Gas (mcf)	Processed (Residue) Gas	Royalties	12773.11
2009	PA	Forest	42053	Oil (bbl)	Oil	Royalties	36882.35
2009	PA	Indiana	42063	Oil & Gas		Other Revenues	2568.96
2009	PA	Indiana	42063	Oil & Gas		Other Roy Vals	34.2
2009	PA	Indiana	42063	Gas (mcf)	Processed (Residue) Gas	Royalties	12738.26
