Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	MS	Adams	28001	Oil & Gas		Rents	8451.5
2004	MS	Adams	28001	Oil (bbl)	Oil	Royalties	71762.11
2004	MS	Amite	28005	Oil & Gas		Rents	18312
2004	MS	Chickasaw	28017	Oil & Gas		Bonus	8541
2004	MS	Chickasaw	28017	Oil & Gas		Rents	10683
2004	MS	Chickasaw	28017	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	15019.53
2004	MS	Choctaw	28019	Oil & Gas		Rents	4695
2004	MS	Clarke	28023	Oil (bbl)	Oil	Royalties	380.9
2004	MS	Covington	28031	Oil & Gas		Rents	166.5
2004	MS	Covington	28031	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	47.66
2004	MS	Covington	28031	Oil (bbl)	Oil	Royalties	1107.52
2004	MS	Forrest	28035	Oil & Gas		Bonus	89459
2004	MS	Forrest	28035	Oil & Gas		Rents	21209
2004	MS	Franklin	28037	Oil & Gas		Bonus	-2266
2004	MS	Franklin	28037	Oil & Gas		Rents	54845.5
2004	MS	Franklin	28037	Oil (bbl)	Oil	Royalties	454883.36
2004	MS	George	28039	Oil & Gas		Rents	2400
2004	MS	Greene	28041	Oil & Gas		Rents	242
2004	MS	Hancock	28045	Oil & Gas		Rents	147
2004	MS	Hancock	28045	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	5.36
2004	MS	Hancock	28045	Oil (bbl)	Condensate	Royalties	79.58
2004	MS	Harrison	28047	Oil & Gas		Rents	45478
2004	MS	Jackson	28059	Oil & Gas		Rents	2406
2004	MS	Jasper	28061	Oil & Gas		Bonus	900
2004	MS	Jasper	28061	Oil & Gas		Rents	54
2004	MS	Jasper	28061	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	1584.52
2004	MS	Jeffer Davis	28065	Oil & Gas		Other Royalties	400
2004	MS	Jeffer Davis	28065	Oil & Gas		Rents	135
2004	MS	Jeffer Davis	28065	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	2668.77
2004	MS	Jeffer Davis	28065	Oil (bbl)	Condensate	Royalties	41.38
2004	MS	Jefferson	28063	Oil & Gas		Rents	2179.28
2004	MS	Jones	28067	Oil & Gas		Other Royalties	3000
2004	MS	Jones	28067	Oil & Gas		Rents	7400.5
2004	MS	Jones	28067	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	22785.69
2004	MS	Jones	28067	Oil (bbl)	Condensate	Royalties	22307
2004	MS	Jones	28067	Oil (bbl)	Oil	Royalties	883.09
2004	MS	Lamar	28073	Oil & Gas		Bonus	240
2004	MS	Lamar	28073	Oil & Gas		Rents	2385
2004	MS	Lamar	28073	Oil (bbl)	Oil	Royalties	-10426.72
2004	MS	Lawrence	28077	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	519.44
2004	MS	Lawrence	28077	Oil (bbl)	Condensate	Royalties	25.18
2004	MS	Lincoln	28085	Oil & Gas		Rents	2020.5
2004	MS	Lowndes	28087	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	88485.42
2004	MS	Madison	28089	Oil & Gas		Other Revenues	483
2004	MS	Marion	28091	Oil & Gas		Bonus	1926
2004	MS	Marion	28091	Oil & Gas		Rents	481.5
2004	MS	Monroe	28095	Oil & Gas		Rents	941.5
2004	MS	Monroe	28095	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	2115.5
2004	MS	Pearl River	28109	Oil & Gas		Rents	2372.5
2004	MS	Pearl River	28109	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	25972.02
2004	MS	Pearl River	28109	Oil (bbl)	Oil	Royalties	21616.7
2004	MS	Perry	28111	Oil & Gas		Bonus	9711
2004	MS	Perry	28111	Oil & Gas		Rents	61424
2004	MS	Perry	28111	Oil (bbl)	Condensate	Royalties	577079.29
2004	MS	Perry	28111	Oil (bbl)	Oil	Royalties	42727.58
2004	MS	Scott	28123	Oil & Gas		Bonus	35673
2004	MS	Scott	28123	Oil & Gas		Rents	21803
2004	MS	Scott	28123	Oil (bbl)	Oil	Royalties	23968.67
2004	MS	Simpson	28127	Oil & Gas		Rents	1440
2004	MS	Smith	28129	Oil & Gas		Bonus	170435
2004	MS	Smith	28129	Oil & Gas		Rents	54944
2004	MS	Stone	28131	Oil & Gas		Rents	34969.5
2004	MS	Stone	28131	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	71848.77
2004	MS	Tishomingo	28141	Oil & Gas		Rents	5094
2004	MS	Wayne	28153	Oil & Gas		Bonus	4040
2004	MS	Wayne	28153	Oil & Gas		Rents	75850.43
2004	MS	Wayne	28153	Gas (mcf)	Processed (Residue) Gas	Royalties	960.63
2004	MS	Wayne	28153	NGL (gal)	Gas Plant Products	Royalties	331.37
2004	MS	Wayne	28153	Oil (bbl)	Oil	Royalties	355437.92
2004	MS	Wilkinson	28157	Oil & Gas		Rents	14777
2004	MS	Wilkinson	28157	Gas (mcf)	Processed (Residue) Gas	Royalties	108082.35
2004	MS	Wilkinson	28157	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	-3317.13
2004	MS	Wilkinson	28157	Oil (bbl)	Condensate	Royalties	-2574.25
2004	MS	Wilkinson	28157	Oil (bbl)	Oil	Royalties	59073.93
2004	MS	Winston	28159	Oil & Gas		Rents	10426.5
2005	MS	Adams	28001	Oil & Gas		Bonus	1137
2005	MS	Adams	28001	Oil & Gas		Rents	8431.5
2005	MS	Adams	28001	Oil (bbl)	Oil	Royalties	77073.93
2005	MS	Amite	28005	Oil & Gas		Rents	16624.5
2005	MS	Chickasaw	28017	Oil & Gas		Other Revenues	908
2005	MS	Chickasaw	28017	Oil & Gas		Rents	10996
2005	MS	Chickasaw	28017	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	28653.36
2005	MS	Choctaw	28019	Oil & Gas		Rents	4695
2005	MS	Clarke	28023	Oil (bbl)	Oil	Royalties	291.96
2005	MS	Covington	28031	Oil & Gas		Rents	166.5
2005	MS	Covington	28031	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	216.82
2005	MS	Covington	28031	Oil (bbl)	Oil	Royalties	1735.6
2005	MS	Forrest	28035	Oil & Gas		Bonus	29972
2005	MS	Forrest	28035	Oil & Gas		Rents	39001
2005	MS	Forrest	28035	Gas (mcf)	Processed (Residue) Gas	Royalties	68623.82
2005	MS	Forrest	28035	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	97706.16
2005	MS	Forrest	28035	Oil (bbl)	Condensate	Royalties	43236.46
2005	MS	Forrest	28035	Oil (bbl)	Oil	Royalties	5706.52
2005	MS	Franklin	28037	Oil & Gas		Bonus	117922
2005	MS	Franklin	28037	Oil & Gas		Rents	48166.44
2005	MS	Franklin	28037	Oil (bbl)	Oil	Royalties	584045.37
2005	MS	George	28039	Oil & Gas		Rents	2400
2005	MS	Greene	28041	Oil & Gas		Rents	78
2005	MS	Hancock	28045	Oil & Gas		Other Revenues	-2536.25
2005	MS	Hancock	28045	Oil & Gas		Rents	64.5
2005	MS	Hancock	28045	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	6.53
2005	MS	Harrison	28047	Oil & Gas		Rents	45498
2005	MS	Jackson	28059	Oil & Gas		Rents	2318
2005	MS	Jasper	28061	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	8067.54
2005	MS	Jasper	28061	Oil (bbl)	Condensate	Royalties	26.72
2005	MS	Jeffer Davis	28065	Oil & Gas		Rents	135
2005	MS	Jeffer Davis	28065	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	2658.71
2005	MS	Jeffer Davis	28065	Oil (bbl)	Condensate	Royalties	23.86
2005	MS	Jefferson	28063	Oil & Gas		Rents	2179.28
2005	MS	Jones	28067	Oil & Gas		Other Royalties	-3000
2005	MS	Jones	28067	Oil & Gas		Rents	6678.5
2005	MS	Jones	28067	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	25797.29
2005	MS	Jones	28067	Oil (bbl)	Condensate	Royalties	20838.05
2005	MS	Lamar	28073	Oil & Gas		Rents	2385
2005	MS	Lamar	28073	Oil (bbl)	Oil	Royalties	40390.62
