Company	Revenue Type	Commodity	Revenue
ALPHA NATURAL RESOURCES INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	18991420.29
ALTA MESA SERVICES LP	ONRR - Other Revenues	Oil & Gas	14387.14
ALTA MESA SERVICES LP	ONRR - Royalties	Gas	87631.06
ALTA MESA SERVICES LP	ONRR - Royalties	Oil	84834.88
ALTA MESA SERVICES LP	ONRR/BLM - Rents	Oil & Gas	19621.5
ALTAN RIO (US) INC	BLM - Permit Fees	Locatable Minerals	109993
ALTERNATIVE EARTH RESOURCES INC	BLM - Permit Fees	Geothermal	50392.81
ALTERNATIVE EARTH RESOURCES INC	BLM - Permit Fees	Locatable Minerals	36300
ALTERNATIVE EARTH RESOURCES INC	ONRR - Royalties	Geothermal	126454.44
ALTERNATIVE EARTH RESOURCES INC	ONRR/BLM - Rents	Geothermal	16325
ALTON COAL DEVELOPMENT LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	195566.76
AMERICAN COLLOID CO	BLM - Permit Fees	Locatable Minerals	881427
AMERICAN ENERGY CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	1036143.34
AMERICAN GILSONITE CO	ONRR - Other Revenues	Gilsonite	-1686
AMERICAN GILSONITE CO	ONRR - Royalties	Other Commodities	2888852.49
AMERICAN GILSONITE CO	ONRR/BLM - Rents	Gilsonite	740
AMERICO ENERGY RESOURCES LLC	ONRR - Royalties	Gas	20391.81
AMERICO ENERGY RESOURCES LLC	ONRR - Royalties	Oil	425967.89
AMERIKOHL MINING INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	262938.6
ANADARKO MINERALS INC	ONRR - Other Revenues	N/A	214
ANADARKO MINERALS INC	ONRR - Other Revenues	Oil & Gas	474
ANADARKO MINERALS INC	ONRR - Royalties	Gas	18133.6
ANADARKO MINERALS INC	ONRR - Royalties	Oil	151340.27
ANADARKO PETROLEUM CORP	BLM - Permit Fees	Oil & Gas	2696255
ANADARKO PETROLEUM CORP	ONRR - Civil Penalties (ONRR)	N/A	50000
ANADARKO PETROLEUM CORP	ONRR - Inspection Fees	Oil & Gas	2213500
ANADARKO PETROLEUM CORP	ONRR - Other Revenues	Oil & Gas	3159531.23
ANADARKO PETROLEUM CORP	ONRR - Royalties	Gas	168489293.74
ANADARKO PETROLEUM CORP	ONRR - Royalties	Oil	215665608.45
ANADARKO PETROLEUM CORP	ONRR/BLM - Bonus	Oil & Gas	49651370
ANADARKO PETROLEUM CORP	ONRR/BLM - Rents	Oil & Gas	19860985.77
ANG CENTRAL LLC	BLM - Permit Fees	Locatable Minerals	145040
ANG CORTEZ LLC	BLM - Permit Fees	Locatable Minerals	160160
ANG EUREKA LLC	BLM - Permit Fees	Locatable Minerals	168140
ANG NORTH LLC	BLM - Permit Fees	Locatable Minerals	146020
ANG PONY LLC	BLM - Permit Fees	Locatable Minerals	190690
ANGELLE & DONAHUE OIL & GAS PROPERTIES	BLM - Permit Fees	Oil & Gas	300
ANGELLE & DONAHUE OIL & GAS PROPERTIES	ONRR/BLM - Bonus	Oil & Gas	36260
ANGELLE & DONAHUE OIL & GAS PROPERTIES	ONRR/BLM - Rents	Oil & Gas	64944
ANGLO AMERICAN EXPLORATION USA INC	BLM - Permit Fees	Locatable Minerals	124455
ANGLO SUISSE OFFSHORE PARTNERS LLC	ONRR - Inspection Fees	Oil & Gas	48500
ANGLO SUISSE OFFSHORE PARTNERS LLC	ONRR - Other Revenues	Oil & Gas	-119496.83
ANGLO SUISSE OFFSHORE PARTNERS LLC	ONRR - Royalties	Gas	36643.61
ANGLO SUISSE OFFSHORE PARTNERS LLC	ONRR - Royalties	Oil	2445383.5
ANGLO SUISSE OFFSHORE PARTNERS LLC	ONRR/BLM - Rents	Oil & Gas	540
ANKOR ENERGY LLC	ONRR - Inspection Fees	Oil & Gas	1049300
ANKOR ENERGY LLC	ONRR - Other Revenues	Oil & Gas	-12222.13
ANKOR ENERGY LLC	ONRR - Royalties	Gas	6475447.17
ANKOR ENERGY LLC	ONRR - Royalties	Oil	51616337.48
ANKOR ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	177490
ANTERO RESOURCES CORP	BLM - Permit Fees	Oil & Gas	2975
ANTERO RESOURCES CORP	ONRR - Other Revenues	Oil & Gas	-63285.55
ANTERO RESOURCES CORP	ONRR - Royalties	Gas	232174.38
ANTERO RESOURCES CORP	ONRR - Royalties	Oil	88834.77
ANTERO RESOURCES CORP	ONRR/BLM - Rents	Oil & Gas	25720
APACHE CORP	ONRR - Inspection Fees	Oil & Gas	122000
APACHE CORP	ONRR - Other Revenues	Oil & Gas	2595866.52
APACHE CORP	ONRR - Royalties	Gas	73834462.64
APACHE CORP	ONRR - Royalties	Oil	364754960.95
APACHE CORP	ONRR/BLM - Bonus	Oil & Gas	33478000
APACHE CORP	ONRR/BLM - Rents	Oil & Gas	3627692
APEX ENERGY INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	215501.73
APEX OIL & GAS INC	ONRR - Other Revenues	Oil & Gas	1025.8
APEX OIL & GAS INC	ONRR - Royalties	Gas	1371662.56
APEX OIL & GAS INC	ONRR - Royalties	Oil	58140.09
APEX OIL & GAS INC	ONRR/BLM - Bonus	Oil & Gas	23017
APEX OIL & GAS INC	ONRR/BLM - Rents	Oil & Gas	36594
APOGEE COAL CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	505566.53
ARCH COAL INC	BLM - Permit Fees	Oil & Gas	734
ARCH COAL INC	ONRR - Other Revenues	Coal	3583452.5
ARCH COAL INC	ONRR - Royalties	Coal	182167078.35
ARCH COAL INC	ONRR/BLM - Bonus	Coal	60436982.34
ARCH COAL INC	ONRR/BLM - Rents	Coal	205384.75
ARCH COAL INC	ONRR/BLM - Rents	Oil & Gas	30196.5
ARCH COAL INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	34036383.88
ARENA ENERGY	ONRR - Civil Penalties (ONRR)	N/A	90000
ARENA ENERGY	ONRR - Inspection Fees	Oil & Gas	2030000
ARENA ENERGY	ONRR - Other Revenues	N/A	201.95
ARENA ENERGY	ONRR - Other Revenues	Oil & Gas	81220.39
ARENA ENERGY	ONRR - Royalties	Gas	12154105.69
ARENA ENERGY	ONRR - Royalties	Oil	73382409.31
ARENA ENERGY	ONRR/BLM - Bonus	Oil & Gas	1307000
ARENA ENERGY	ONRR/BLM - Rents	Oil & Gas	1182339.84
ARGUS ENERGY WV LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	130512.59
ARMSTRONG COAL CO INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	1839142.07
ARMSTRONG CORP	ONRR - Royalties	Oil	254665.13
ARMSTRONG CORP	ONRR/BLM - Rents	Oil & Gas	8213
ARNELL OIL CO	ONRR - Royalties	Oil	246470
ARROWHEAD RESOURCES (USA) LTD	ONRR - Other Revenues	Oil & Gas	5266.73
ARROWHEAD RESOURCES (USA) LTD	ONRR - Royalties	Gas	534357.36
ARSENAL ENERGY INC	ONRR - Royalties	Gas	537.47
ARSENAL ENERGY INC	ONRR - Royalties	Oil	147072.45
ASARCO LLC	BLM - Permit Fees	Locatable Minerals	419952
ASPEN OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	617.99
ASPEN OPERATING CO LLC	ONRR - Royalties	Gas	13342.13
ASPEN OPERATING CO LLC	ONRR - Royalties	Oil	93386.99
ATLAS RESOURCES LLC	BLM - Permit Fees	Oil & Gas	90
ATLAS RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	4708.28
ATLAS RESOURCES LLC	ONRR - Royalties	Gas	326599.86
ATLAS RESOURCES LLC	ONRR - Royalties	Oil	79751.86
ATLAS RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	669
ATP OIL & GAS	ONRR - Other Revenues	Oil & Gas	-175931.83
ATP OIL & GAS	ONRR - Royalties	Gas	505095.1
ATP OIL & GAS	ONRR - Royalties	Oil	30488069.9
ATP OIL & GAS	ONRR/BLM - Rents	Oil & Gas	532190
AU MINES INC	BLM - Permit Fees	Locatable Minerals	216205
AUGUSTUS ENERGY PARTNERS LLC	ONRR - Other Revenues	Oil & Gas	3603.68
AUGUSTUS ENERGY PARTNERS LLC	ONRR - Royalties	Gas	470732.71
AUGUSTUS ENERGY PARTNERS LLC	ONRR - Royalties	Oil	2464.36
AUGUSTUS ENERGY PARTNERS LLC	ONRR/BLM - Rents	Oil & Gas	19334.5
AU-REKA GOLD CORP	BLM - Permit Fees	Locatable Minerals	976584
AURION RESOURCES (US) LLC	BLM - Permit Fees	Locatable Minerals	155872
AVALANCHE ENERGY INC	BLM - Permit Fees	Oil & Gas	300
AVALANCHE ENERGY INC	ONRR/BLM - Bonus	Oil & Gas	794960
AVALANCHE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	3339
AXIA ENERGY LLC	BLM - Permit Fees	Oil & Gas	175925
AXIA ENERGY LLC	ONRR - Other Revenues	Oil & Gas	21262.05
AXIA ENERGY LLC	ONRR - Royalties	Gas	135688.02
AXIA ENERGY LLC	ONRR - Royalties	Oil	1655367.8
AXIA ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	16944
B & N COAL INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	129512.68
B & R TRUCKING	BLM - Permit Fees	Mineral Materials	153570
B & W RESOURCES INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	226816.25
B.C. OPERATING INC	ONRR - Other Revenues	Oil & Gas	7059.06
B.C. OPERATING INC	ONRR - Royalties	Gas	51654.56
B.C. OPERATING INC	ONRR - Royalties	Oil	150235.19
B.C. OPERATING INC	ONRR/BLM - Rents	Oil & Gas	2000
BADGER OIL CORP	ONRR - Inspection Fees	Oil & Gas	17000
BADGER OIL CORP	ONRR - Other Revenues	Oil & Gas	-1435.27
BADGER OIL CORP	ONRR - Royalties	Gas	-3882.87
BADGER OIL CORP	ONRR - Royalties	Oil	401583.07
BALLARD PETROLEUM HOLDINGS LLC	BLM - Permit Fees	Oil & Gas	40495
BALLARD PETROLEUM HOLDINGS LLC	ONRR - Other Revenues	Oil & Gas	6138.08
BALLARD PETROLEUM HOLDINGS LLC	ONRR - Royalties	Gas	91910.03
BALLARD PETROLEUM HOLDINGS LLC	ONRR - Royalties	Oil	4845688.28
BALLARD PETROLEUM HOLDINGS LLC	ONRR/BLM - Bonus	Oil & Gas	9568
BALLARD PETROLEUM HOLDINGS LLC	ONRR/BLM - Rents	Oil & Gas	20736.5
BARNES LAND & ENERGY CO	BLM - Permit Fees	Oil & Gas	150
BARNES LAND & ENERGY CO	ONRR/BLM - Bonus	Oil & Gas	295145
BARNES LAND & ENERGY CO	ONRR/BLM - Rents	Oil & Gas	50730
BARRICK GOLD CORP	BLM - Permit Fees	Geothermal	380
BARRICK GOLD CORP	BLM - Permit Fees	Locatable Minerals	2712007.07
BARRICK GOLD CORP	BLM - Permit Fees	Mineral Materials	650
BARTON, ROY G JR	ONRR/BLM - Bonus	Oil & Gas	17050
BARTON, ROY G JR	ONRR/BLM - Rents	Geothermal	6300
BARTON, ROY G JR	ONRR/BLM - Rents	Oil & Gas	156336.5
BAYTEX ENERGY USA LTD	BLM - Permit Fees	Oil & Gas	13150
BAYTEX ENERGY USA LTD	ONRR - Other Revenues	Oil & Gas	3179.25
BAYTEX ENERGY USA LTD	ONRR - Royalties	Gas	172.88
BAYTEX ENERGY USA LTD	ONRR - Royalties	Oil	217009.49
BAYTEX ENERGY USA LTD	ONRR/BLM - Bonus	Oil & Gas	209000
BAYTEX ENERGY USA LTD	ONRR/BLM - Rents	Oil & Gas	4602
BEAR BRANCH COAL CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	128413.21
BEARCAT ENERGY LLC	ONRR - Other Revenues	Oil & Gas	3367.27
BEARCAT ENERGY LLC	ONRR - Royalties	Gas	322682.99
BEARTOOTH OIL & GAS CO	BLM - Permit Fees	Oil & Gas	785
BEARTOOTH OIL & GAS CO	ONRR - Other Revenues	Oil & Gas	2515.97
BEARTOOTH OIL & GAS CO	ONRR - Royalties	Gas	211251.41
BEARTOOTH OIL & GAS CO	ONRR - Royalties	Oil	30406.09
BEARTOOTH OIL & GAS CO	ONRR/BLM - Rents	Oil & Gas	13008
BELOW THRESHOLD	BLM - Permit Fees	Coal	20044.19
BELOW THRESHOLD	BLM - Permit Fees	Geothermal	3691.59
BELOW THRESHOLD	BLM - Permit Fees	Hardrock	9145
BELOW THRESHOLD	BLM - Permit Fees	Locatable Minerals	22125920.75
BELOW THRESHOLD	BLM - Permit Fees	Mineral Materials	3995650.64
BELOW THRESHOLD	BLM - Permit Fees	Oil & Gas	1957473.83
BELOW THRESHOLD	BLM - Permit Fees	Oil Shale	642.34
BELOW THRESHOLD	BLM - Permit Fees	Other Commodities	52106.95
BELOW THRESHOLD	ONRR - Civil Penalties (ONRR)	N/A	690408.9
BELOW THRESHOLD	ONRR - Inspection Fees	Oil & Gas	809434.9
BELOW THRESHOLD	ONRR - Other Revenues	Clay	942
BELOW THRESHOLD	ONRR - Other Revenues	Coal	83088.67
BELOW THRESHOLD	ONRR - Other Revenues	Copper	26110
BELOW THRESHOLD	ONRR - Other Revenues	Geothermal	120060.41
BELOW THRESHOLD	ONRR - Other Revenues	Gilsonite	7077
BELOW THRESHOLD	ONRR - Other Revenues	Hardrock	21751.04
BELOW THRESHOLD	ONRR - Other Revenues	N/A	45971.01
BELOW THRESHOLD	ONRR - Other Revenues	Oil & Gas	1511468.7
BELOW THRESHOLD	ONRR - Other Revenues	Phosphate	10278
BELOW THRESHOLD	ONRR - Other Revenues	Potassium	54873.63
BELOW THRESHOLD	ONRR - Other Revenues	Sodium	73.93
BELOW THRESHOLD	ONRR - Royalties	Coal	20996.3
BELOW THRESHOLD	ONRR - Royalties	Gas	7407967.73
BELOW THRESHOLD	ONRR - Royalties	Geothermal	72080.7
BELOW THRESHOLD	ONRR - Royalties	Oil	7901996.84
BELOW THRESHOLD	ONRR - Royalties	Other Commodities	153684.3
BELOW THRESHOLD	ONRR/BLM - Bonus	Geothermal	2462
BELOW THRESHOLD	ONRR/BLM - Bonus	Oil & Gas	3152137.75
BELOW THRESHOLD	ONRR/BLM - Rents	Clay	314
BELOW THRESHOLD	ONRR/BLM - Rents	Coal	-17729.5
BELOW THRESHOLD	ONRR/BLM - Rents	Copper	-2611
BELOW THRESHOLD	ONRR/BLM - Rents	Geothermal	619644
BELOW THRESHOLD	ONRR/BLM - Rents	Gilsonite	1086.5
BELOW THRESHOLD	ONRR/BLM - Rents	Hardrock	19973
BELOW THRESHOLD	ONRR/BLM - Rents	Oil & Gas	7089134.67
BELOW THRESHOLD	ONRR/BLM - Rents	Oil Shale	640
BELOW THRESHOLD	ONRR/BLM - Rents	Phosphate	-7371.5
BELOW THRESHOLD	ONRR/BLM - Rents	Potassium	83790
BELOW THRESHOLD	ONRR/BLM - Rents	Sodium	-70.5
BELOW THRESHOLD	ONRR/BLM - Rents	Wind	111762.92
BELOW THRESHOLD	OSMRE - AML Fees including Audits and Late Charges 	Coal	7661735.45
BELOW THRESHOLD	OSMRE - Civil Penalties including Late Charges (OSMRE)	N/A	125967.7
BENSON-MONTIN-GREER DRILLING CORP	ONRR - Other Revenues	Oil & Gas	106991.98
BENSON-MONTIN-GREER DRILLING CORP	ONRR - Royalties	Gas	1008817.9
BENSON-MONTIN-GREER DRILLING CORP	ONRR - Royalties	Oil	1028275.6
BENSON-MONTIN-GREER DRILLING CORP	ONRR/BLM - Rents	Oil & Gas	3813
BENTONITE PERFORMANCE MINERALS LLC	BLM - Permit Fees	Locatable Minerals	225601
BERENERGY CORP	BLM - Permit Fees	Oil & Gas	6500
BERENERGY CORP	ONRR - Other Revenues	Oil & Gas	523.24
BERENERGY CORP	ONRR - Royalties	Gas	193172.26
BERENERGY CORP	ONRR - Royalties	Oil	68672.04
BERENERGY CORP	ONRR/BLM - Rents	Oil & Gas	1120
BET ASSOCIATES IV LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	150873.15
BETA OPERATING CO LLC	ONRR - Civil Penalties (ONRR)	N/A	30000
BETA OPERATING CO LLC	ONRR - Inspection Fees	Oil & Gas	50100
BETA OPERATING CO LLC	ONRR - Royalties	Oil	34524340.11
BHP BILLITON LTD	BLM - Permit Fees	Locatable Minerals	92029
BHP BILLITON LTD	BLM - Permit Fees	Oil & Gas	615
BHP BILLITON LTD	ONRR - Inspection Fees	Oil & Gas	505980.11
BHP BILLITON LTD	ONRR - Other Revenues	Coal	25449.02
BHP BILLITON LTD	ONRR - Other Revenues	N/A	2112.48
BHP BILLITON LTD	ONRR - Other Revenues	Oil & Gas	162636.82
BHP BILLITON LTD	ONRR - Royalties	Coal	14827533.41
BHP BILLITON LTD	ONRR - Royalties	Gas	9202424.26
BHP BILLITON LTD	ONRR - Royalties	Oil	266913554.86
BHP BILLITON LTD	ONRR/BLM - Bonus	Oil & Gas	121705398
BHP BILLITON LTD	ONRR/BLM - Rents	Coal	52716
BHP BILLITON LTD	ONRR/BLM - Rents	Oil & Gas	11478349
BHP BILLITON LTD	OSMRE - AML Fees including Audits and Late Charges 	Coal	2895555.16
BILL BARRETT CORP	BLM - Permit Fees	Oil & Gas	386735
BILL BARRETT CORP	ONRR - Other Revenues	Oil & Gas	-2536704.98
BILL BARRETT CORP	ONRR - Royalties	Gas	18906767.74
BILL BARRETT CORP	ONRR - Royalties	Oil	10042925.95
BILL BARRETT CORP	ONRR/BLM - Bonus	Oil & Gas	54730
BILL BARRETT CORP	ONRR/BLM - Rents	Oil & Gas	364275
BIRMINGHAM COAL & COKE CO INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	144699.03
BISSELL EXPLORATION LLC	BLM - Permit Fees	Oil & Gas	85
BISSELL EXPLORATION LLC	ONRR/BLM - Rents	Oil & Gas	273088.5
BLACK BEAR OIL CORP	BLM - Permit Fees	Oil & Gas	255
BLACK BEAR OIL CORP	ONRR - Other Revenues	Oil & Gas	-5543.51
BLACK BEAR OIL CORP	ONRR - Royalties	Gas	79048.28
BLACK BEAR OIL CORP	ONRR - Royalties	Oil	1124104.06
BLACK BEAR OIL CORP	ONRR/BLM - Rents	Oil & Gas	1022
BLACK DIAMOND MINERALS LLC	BLM - Permit Fees	Oil & Gas	845
BLACK DIAMOND MINERALS LLC	ONRR - Other Revenues	Oil & Gas	6762.2
BLACK DIAMOND MINERALS LLC	ONRR - Royalties	Gas	245309.88
BLACK DIAMOND MINERALS LLC	ONRR - Royalties	Oil	46924.05
BLACK DIAMOND MINERALS LLC	ONRR/BLM - Rents	Oil & Gas	169118.5
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR - Civil Penalties (ONRR)	N/A	351250
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR - Inspection Fees	Oil & Gas	1662900
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR - Other Revenues	N/A	11712.82
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR - Other Revenues	Oil & Gas	-123200.84
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR - Royalties	Gas	10305139.55
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR - Royalties	Oil	32309483.97
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC	ONRR/BLM - Rents	Oil & Gas	12330
BLACK HILLS CORP	BLM - Permit Fees	Oil & Gas	21824
BLACK HILLS CORP	ONRR - Other Revenues	Oil & Gas	-8923.73
BLACK HILLS CORP	ONRR - Royalties	Coal	7350396.81
BLACK HILLS CORP	ONRR - Royalties	Gas	1352588.87
BLACK HILLS CORP	ONRR - Royalties	Oil	1590185.24
BLACK HILLS CORP	ONRR/BLM - Rents	Coal	10014
BLACK HILLS CORP	ONRR/BLM - Rents	Oil & Gas	29127
BLACK HILLS CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	1209461.12
BLACK PANTHER MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	412822
BLACK STALLION COAL CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	138369.89
BLACK WARRIOR MINERALS INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	123866.01
BLACK WOLF MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	155222.75
BLAIR HOUSE LLC	BLM - Permit Fees	Oil & Gas	1950
BLAIR HOUSE LLC	ONRR/BLM - Bonus	Oil & Gas	125692
BLAIR HOUSE LLC	ONRR/BLM - Rents	Oil & Gas	6489
BLEDSOE COAL	ONRR - Royalties	Coal	1499102.72
BLEDSOE COAL	ONRR/BLM - Rents	Coal	8592
BLEDSOE COAL	OSMRE - AML Fees including Audits and Late Charges 	Coal	7281.58
BLUE MOUNTAIN ENERGY INC	BLM - Permit Fees	Coal	491.81
BLUE MOUNTAIN ENERGY INC	ONRR - Royalties	Coal	1197051.16
BLUE MOUNTAIN ENERGY INC	ONRR/BLM - Bonus	Coal	1278000
BLUE MOUNTAIN ENERGY INC	ONRR/BLM - Rents	Coal	9465
BLUE MOUNTAIN ENERGY INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	230340.12
BLUE TIP ENERGY LLC	BLM - Permit Fees	Oil & Gas	13085
BLUE TIP ENERGY LLC	ONRR - Other Revenues	Oil & Gas	31790.96
BLUE TIP ENERGY LLC	ONRR - Royalties	Gas	92702.04
BLUE TIP ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	14582
BLUESTONE COAL CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	151703.02
BLUEWATER WIND DELAWARE LLC	ONRR/BLM - Bonus	Wind	24107.5
BLUEWATER WIND DELAWARE LLC	ONRR/BLM - Rents	Wind	578580
BML INC	ONRR - Other Revenues	Oil & Gas	238.31
BML INC	ONRR - Royalties	Oil	942155.07
BNI COAL LTD	BLM - Permit Fees	Coal	320
BNI COAL LTD	ONRR - Royalties	Coal	360930.22
BNI COAL LTD	ONRR/BLM - Rents	Coal	8886
BNI COAL LTD	OSMRE - AML Fees including Audits and Late Charges 	Coal	327242.32
BOIS D ARC EXPLORATION LLC	ONRR - Civil Penalties (ONRR)	N/A	20000
BOIS D ARC EXPLORATION LLC	ONRR - Inspection Fees	Oil & Gas	77300
BOIS D ARC EXPLORATION LLC	ONRR/BLM - Rents	Oil & Gas	210270
BONANZA CREEK ENERGY OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	12748.99
BONANZA CREEK ENERGY OPERATING CO LLC	ONRR - Royalties	Gas	60911.97
BONANZA CREEK ENERGY OPERATING CO LLC	ONRR - Royalties	Oil	493043.7
BONANZA CREEK ENERGY OPERATING CO LLC	ONRR - Royalties	Other Commodities	18266.08
BONANZA CREEK ENERGY OPERATING CO LLC	ONRR/BLM - Rents	Oil & Gas	42936.85
BOPCO LP	BLM - Permit Fees	Oil & Gas	378214.14
BOPCO LP	ONRR - Other Revenues	Oil & Gas	32679.79
BOPCO LP	ONRR - Royalties	Gas	14269898.01
BOPCO LP	ONRR - Royalties	Oil	64404678.25
BOPCO LP	ONRR/BLM - Rents	Oil & Gas	52115
BOREALIS MINING CO	BLM - Permit Fees	Locatable Minerals	105280
BOULDER SAND AND GRAVEL INC	BLM - Permit Fees	Mineral Materials	110160.04
BOWIE RESOURCES LLC	BLM - Permit Fees	Coal	520
BOWIE RESOURCES LLC	BLM - Permit Fees	Oil & Gas	85
BOWIE RESOURCES LLC	ONRR - Other Revenues	Coal	12342.92
BOWIE RESOURCES LLC	ONRR - Royalties	Coal	31416536.58
BOWIE RESOURCES LLC	ONRR/BLM - Bonus	Coal	-118.65
BOWIE RESOURCES LLC	ONRR/BLM - Rents	Coal	-68896.99
BOWIE RESOURCES LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	1467086.25
BP AMERICA INC	BLM - Permit Fees	Oil & Gas	130935
BP AMERICA INC	ONRR - Civil Penalties (ONRR)	N/A	60000
BP AMERICA INC	ONRR - Inspection Fees	Oil & Gas	1944000
BP AMERICA INC	ONRR - Other Revenues	N/A	214
BP AMERICA INC	ONRR - Other Revenues	Oil & Gas	3004112.56
BP AMERICA INC	ONRR - Royalties	Gas	91086143.07
BP AMERICA INC	ONRR - Royalties	Oil	756069921.96
BP AMERICA INC	ONRR/BLM - Rents	Oil & Gas	25739425
BRADEN EXPLORATION LLC	ONRR - Other Revenues	Oil & Gas	8264.18
BRADEN EXPLORATION LLC	ONRR - Royalties	Gas	151030.53
BRADEN EXPLORATION LLC	ONRR - Royalties	Oil	145535.48
BRAZOS LP	BLM - Permit Fees	Oil & Gas	1105
BRAZOS LP	ONRR - Royalties	Gas	127211.73
BRAZOS LP	ONRR - Royalties	Oil	80239.21
BREITBURN ENERGY PARTNERS LP	BLM - Permit Fees	Oil & Gas	104265
BREITBURN ENERGY PARTNERS LP	ONRR - Other Revenues	N/A	473.08
BREITBURN ENERGY PARTNERS LP	ONRR - Other Revenues	Oil & Gas	20762.88
BREITBURN ENERGY PARTNERS LP	ONRR - Royalties	Gas	4593520.2
BREITBURN ENERGY PARTNERS LP	ONRR - Royalties	Oil	8393611.8
BREITBURN ENERGY PARTNERS LP	ONRR/BLM - Rents	Oil & Gas	15434.75
BRIDGER COAL CO	BLM - Permit Fees	Coal	320
BRIDGER COAL CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	858803.63
BRONCO CREEK EXPLORATION INC	BLM - Permit Fees	Locatable Minerals	399414
BROWER OIL AND GAS CO INC	ONRR - Other Revenues	Oil & Gas	376.03
