Month,Calendar Year,Land Class,Land Category,Commodity, Volume 
October,2011,Native American,Onshore,Gas Prod Vol (mcf)," 26,150,474 "
October,2011,Native American,Onshore,Oil Prod Vol (bbl)," 2,385,648 "
November,2011,Federal,Offshore,Gas Prod Vol (mcf)," 144,252,893 "
November,2011,Federal,Offshore,Oil Prod Vol (bbl)," 40,080,822 "
November,2011,Federal,Onshore,Coal Prod Vol (ton)," 40,681,394 "
November,2011,Federal,Onshore,Gas Prod Vol (mcf)," 323,655,780 "
November,2011,Federal,Onshore,Oil Prod Vol (bbl)," 9,934,726 "
November,2011,Native American,Onshore,Coal Prod Vol (ton)," 1,886,110 "
November,2011,Native American,Onshore,Gas Prod Vol (mcf)," 25,578,157 "
November,2011,Native American,Onshore,Oil Prod Vol (bbl)," 2,477,766 "
December,2011,Federal,Offshore,Gas Prod Vol (mcf)," 149,364,160 "
December,2011,Federal,Offshore,Oil Prod Vol (bbl)," 40,802,055 "
December,2011,Federal,Onshore,Coal Prod Vol (ton)," 41,213,622 "
December,2011,Federal,Onshore,Gas Prod Vol (mcf)," 329,242,836 "
December,2011,Federal,Onshore,Oil Prod Vol (bbl)," 10,175,621 "
December,2011,Native American,Onshore,Coal Prod Vol (ton)," 1,235,289 "
December,2011,Native American,Onshore,Gas Prod Vol (mcf)," 25,913,876 "
December,2011,Native American,Onshore,Oil Prod Vol (bbl)," 2,492,697 "
January,2012,Federal,Offshore,Gas Prod Vol (mcf)," 146,951,849 "
January,2012,Federal,Offshore,Oil Prod Vol (bbl)," 42,373,922 "
January,2012,Federal,Onshore,Coal Prod Vol (ton)," 39,621,589 "
January,2012,Federal,Onshore,Gas Prod Vol (mcf)," 332,462,200 "
January,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,296,139 "
January,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,981,835 "
January,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,447,719 "
January,2012,Native American,Onshore,Oil Prod Vol (bbl)," 2,679,795 "
February,2012,Federal,Offshore,Gas Prod Vol (mcf)," 135,261,625 "
February,2012,Federal,Offshore,Oil Prod Vol (bbl)," 40,149,333 "
February,2012,Federal,Onshore,Coal Prod Vol (ton)," 36,249,605 "
February,2012,Federal,Onshore,Gas Prod Vol (mcf)," 308,928,832 "
February,2012,Federal,Onshore,Oil Prod Vol (bbl)," 9,761,160 "
February,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,848,570 "
February,2012,Native American,Onshore,Gas Prod Vol (mcf)," 24,908,030 "
February,2012,Native American,Onshore,Oil Prod Vol (bbl)," 2,546,955 "
March,2012,Federal,Offshore,Gas Prod Vol (mcf)," 145,991,170 "
March,2012,Federal,Offshore,Oil Prod Vol (bbl)," 43,615,087 "
March,2012,Federal,Onshore,Coal Prod Vol (ton)," 32,908,329 "
March,2012,Federal,Onshore,Gas Prod Vol (mcf)," 328,366,752 "
March,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,551,851 "
March,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,930,970 "
March,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,477,623 "
March,2012,Native American,Onshore,Oil Prod Vol (bbl)," 2,784,075 "
April,2012,Federal,Offshore,Gas Prod Vol (mcf)," 137,426,620 "
April,2012,Federal,Offshore,Oil Prod Vol (bbl)," 39,321,994 "
April,2012,Federal,Onshore,Coal Prod Vol (ton)," 29,041,032 "
April,2012,Federal,Onshore,Gas Prod Vol (mcf)," 313,474,984 "
April,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,050,927 "
April,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,386,877 "
April,2012,Native American,Onshore,Gas Prod Vol (mcf)," 25,580,244 "
April,2012,Native American,Onshore,Oil Prod Vol (bbl)," 2,791,276 "
May,2012,Federal,Offshore,Gas Prod Vol (mcf)," 136,011,830 "
May,2012,Federal,Offshore,Oil Prod Vol (bbl)," 38,823,957 "
May,2012,Federal,Onshore,Coal Prod Vol (ton)," 31,329,856 "
May,2012,Federal,Onshore,Gas Prod Vol (mcf)," 319,864,300 "
May,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,446,779 "
May,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,625,737 "
May,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,415,704 "
May,2012,Native American,Onshore,Oil Prod Vol (bbl)," 2,812,533 "
June,2012,Federal,Offshore,Gas Prod Vol (mcf)," 123,875,685 "
June,2012,Federal,Offshore,Oil Prod Vol (bbl)," 35,149,077 "
June,2012,Federal,Onshore,Coal Prod Vol (ton)," 32,317,862 "
June,2012,Federal,Onshore,Gas Prod Vol (mcf)," 307,811,796 "
June,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,146,026 "
June,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,568,194 "
June,2012,Native American,Onshore,Gas Prod Vol (mcf)," 25,315,082 "
June,2012,Native American,Onshore,Oil Prod Vol (bbl)," 2,846,386 "
July,2012,Federal,Offshore,Gas Prod Vol (mcf)," 133,643,140 "
July,2012,Federal,Offshore,Oil Prod Vol (bbl)," 40,557,022 "
July,2012,Federal,Onshore,Coal Prod Vol (ton)," 39,360,710 "
July,2012,Federal,Onshore,Gas Prod Vol (mcf)," 317,209,855 "
July,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,690,476 "
July,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,447,117 "
July,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,097,978 "
July,2012,Native American,Onshore,Oil Prod Vol (bbl)," 3,052,337 "
August,2012,Federal,Offshore,Gas Prod Vol (mcf)," 114,398,099 "
August,2012,Federal,Offshore,Oil Prod Vol (bbl)," 35,706,152 "
August,2012,Federal,Onshore,Coal Prod Vol (ton)," 40,126,533 "
August,2012,Federal,Onshore,Gas Prod Vol (mcf)," 311,034,398 "
August,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,783,001 "
August,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,468,942 "
August,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,282,174 "
August,2012,Native American,Onshore,Oil Prod Vol (bbl)," 3,142,680 "
September,2012,Federal,Offshore,Gas Prod Vol (mcf)," 116,104,496 "
September,2012,Federal,Offshore,Oil Prod Vol (bbl)," 37,033,633 "
September,2012,Federal,Onshore,Coal Prod Vol (ton)," 37,476,124 "
September,2012,Federal,Onshore,Gas Prod Vol (mcf)," 300,058,274 "
September,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,607,307 "
September,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,427,953 "
September,2012,Native American,Onshore,Gas Prod Vol (mcf)," 25,685,065 "
September,2012,Native American,Onshore,Oil Prod Vol (bbl)," 3,266,049 "
October,2012,Federal,Offshore,Gas Prod Vol (mcf)," 132,814,887 "
October,2012,Federal,Offshore,Oil Prod Vol (bbl)," 42,877,661 "
October,2012,Federal,Onshore,Coal Prod Vol (ton)," 35,275,148 "
October,2012,Federal,Onshore,Gas Prod Vol (mcf)," 311,046,785 "
October,2012,Federal,Onshore,Oil Prod Vol (bbl)," 11,195,326 "
October,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,746,130 "
October,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,986,752 "
October,2012,Native American,Onshore,Oil Prod Vol (bbl)," 3,734,436 "
November,2012,Federal,Offshore,Gas Prod Vol (mcf)," 130,735,636 "
November,2012,Federal,Offshore,Oil Prod Vol (bbl)," 42,990,902 "
November,2012,Federal,Onshore,Coal Prod Vol (ton)," 36,099,698 "
November,2012,Federal,Onshore,Gas Prod Vol (mcf)," 300,280,589 "
November,2012,Federal,Onshore,Oil Prod Vol (bbl)," 10,894,711 "
November,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,340,397 "
November,2012,Native American,Onshore,Gas Prod Vol (mcf)," 25,880,842 "
November,2012,Native American,Onshore,Oil Prod Vol (bbl)," 3,692,822 "
December,2012,Federal,Offshore,Gas Prod Vol (mcf)," 132,229,754 "
December,2012,Federal,Offshore,Oil Prod Vol (bbl)," 44,286,094 "
December,2012,Federal,Onshore,Coal Prod Vol (ton)," 32,703,305 "
December,2012,Federal,Onshore,Gas Prod Vol (mcf)," 304,664,066 "
December,2012,Federal,Onshore,Oil Prod Vol (bbl)," 11,179,396 "
December,2012,Native American,Onshore,Coal Prod Vol (ton)," 1,058,533 "
December,2012,Native American,Onshore,Gas Prod Vol (mcf)," 26,180,800 "
December,2012,Native American,Onshore,Oil Prod Vol (bbl)," 3,826,603 "
January,2013,Federal,Offshore,Gas Prod Vol (mcf)," 128,904,552 "
January,2013,Federal,Offshore,Oil Prod Vol (bbl)," 43,031,713 "
January,2013,Federal,Onshore,Coal Prod Vol (ton)," 33,492,410 "
January,2013,Federal,Onshore,Gas Prod Vol (mcf)," 297,306,327 "
January,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,020,984 "
January,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,414,729 "
January,2013,Native American,Onshore,Gas Prod Vol (mcf)," 24,692,322 "
January,2013,Native American,Onshore,Oil Prod Vol (bbl)," 3,557,952 "
February,2013,Federal,Offshore,Gas Prod Vol (mcf)," 113,835,243 "
February,2013,Federal,Offshore,Oil Prod Vol (bbl)," 38,455,677 "
February,2013,Federal,Onshore,Coal Prod Vol (ton)," 30,481,388 "
February,2013,Federal,Onshore,Gas Prod Vol (mcf)," 274,024,920 "
February,2013,Federal,Onshore,Oil Prod Vol (bbl)," 10,158,105 "
February,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,722,483 "
February,2013,Native American,Onshore,Gas Prod Vol (mcf)," 23,464,769 "
February,2013,Native American,Onshore,Oil Prod Vol (bbl)," 3,505,029 "
March,2013,Federal,Offshore,Gas Prod Vol (mcf)," 123,267,355 "
March,2013,Federal,Offshore,Oil Prod Vol (bbl)," 40,560,521 "
March,2013,Federal,Onshore,Coal Prod Vol (ton)," 31,554,258 "
March,2013,Federal,Onshore,Gas Prod Vol (mcf)," 303,366,120 "
March,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,498,671 "
March,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,601,392 "
March,2013,Native American,Onshore,Gas Prod Vol (mcf)," 26,479,328 "
March,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,195,188 "
April,2013,Federal,Offshore,Gas Prod Vol (mcf)," 120,932,384 "
April,2013,Federal,Offshore,Oil Prod Vol (bbl)," 41,776,587 "
April,2013,Federal,Onshore,Coal Prod Vol (ton)," 30,641,951 "
April,2013,Federal,Onshore,Gas Prod Vol (mcf)," 295,036,312 "
April,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,267,703 "
April,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,775,937 "
April,2013,Native American,Onshore,Gas Prod Vol (mcf)," 25,948,712 "
April,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,037,369 "
May,2013,Federal,Offshore,Gas Prod Vol (mcf)," 119,056,824 "
May,2013,Federal,Offshore,Oil Prod Vol (bbl)," 38,908,112 "
May,2013,Federal,Onshore,Coal Prod Vol (ton)," 32,892,522 "
May,2013,Federal,Onshore,Gas Prod Vol (mcf)," 297,651,155 "
May,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,517,029 "
May,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,231,695 "
May,2013,Native American,Onshore,Gas Prod Vol (mcf)," 26,633,972 "
May,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,243,627 "
June,2013,Federal,Offshore,Gas Prod Vol (mcf)," 109,251,622 "
June,2013,Federal,Offshore,Oil Prod Vol (bbl)," 35,323,666 "
June,2013,Federal,Onshore,Coal Prod Vol (ton)," 32,945,999 "
June,2013,Federal,Onshore,Gas Prod Vol (mcf)," 289,889,674 "
June,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,254,913 "
June,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,464,335 "
June,2013,Native American,Onshore,Gas Prod Vol (mcf)," 26,161,731 "
June,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,177,156 "
July,2013,Federal,Offshore,Gas Prod Vol (mcf)," 114,827,811 "
July,2013,Federal,Offshore,Oil Prod Vol (bbl)," 40,239,484 "
July,2013,Federal,Onshore,Coal Prod Vol (ton)," 35,878,382 "
July,2013,Federal,Onshore,Gas Prod Vol (mcf)," 298,357,510 "
July,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,736,093 "
July,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,548,969 "
July,2013,Native American,Onshore,Gas Prod Vol (mcf)," 27,416,660 "
July,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,623,155 "
August,2013,Federal,Offshore,Gas Prod Vol (mcf)," 109,227,756 "
August,2013,Federal,Offshore,Oil Prod Vol (bbl)," 38,446,079 "
August,2013,Federal,Onshore,Coal Prod Vol (ton)," 36,459,087 "
August,2013,Federal,Onshore,Gas Prod Vol (mcf)," 298,407,544 "
August,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,775,134 "
August,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,719,610 "
August,2013,Native American,Onshore,Gas Prod Vol (mcf)," 27,213,900 "
August,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,908,753 "
September,2013,Federal,Offshore,Gas Prod Vol (mcf)," 113,723,588 "
September,2013,Federal,Offshore,Oil Prod Vol (bbl)," 41,196,723 "
September,2013,Federal,Onshore,Coal Prod Vol (ton)," 35,116,078 "
September,2013,Federal,Onshore,Gas Prod Vol (mcf)," 276,410,258 "
September,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,498,023 "
September,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,632,862 "
September,2013,Native American,Onshore,Gas Prod Vol (mcf)," 26,290,124 "
September,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,739,375 "
October,2013,Federal,Offshore,Gas Prod Vol (mcf)," 107,316,759 "
October,2013,Federal,Offshore,Oil Prod Vol (bbl)," 38,065,462 "
October,2013,Federal,Onshore,Coal Prod Vol (ton)," 32,376,034 "
October,2013,Federal,Onshore,Gas Prod Vol (mcf)," 303,755,477 "
October,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,938,024 "
October,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,750,278 "
October,2013,Native American,Onshore,Gas Prod Vol (mcf)," 27,518,587 "
October,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,963,217 "
November,2013,Federal,Offshore,Gas Prod Vol (mcf)," 113,293,286 "
November,2013,Federal,Offshore,Oil Prod Vol (bbl)," 40,706,468 "
November,2013,Federal,Onshore,Coal Prod Vol (ton)," 33,665,424 "
November,2013,Federal,Onshore,Gas Prod Vol (mcf)," 293,450,565 "
November,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,516,191 "
November,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,970,620 "
November,2013,Native American,Onshore,Gas Prod Vol (mcf)," 26,308,996 "
November,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,754,641 "
December,2013,Federal,Offshore,Gas Prod Vol (mcf)," 112,196,989 "
December,2013,Federal,Offshore,Oil Prod Vol (bbl)," 41,538,623 "
December,2013,Federal,Onshore,Coal Prod Vol (ton)," 32,510,561 "
December,2013,Federal,Onshore,Gas Prod Vol (mcf)," 293,667,414 "
December,2013,Federal,Onshore,Oil Prod Vol (bbl)," 11,796,402 "
December,2013,Native American,Onshore,Coal Prod Vol (ton)," 1,894,694 "
December,2013,Native American,Onshore,Gas Prod Vol (mcf)," 25,991,355 "
December,2013,Native American,Onshore,Oil Prod Vol (bbl)," 4,686,882 "
January,2014,Federal,Offshore,Gas Prod Vol (mcf)," 107,955,709 "
January,2014,Federal,Offshore,Oil Prod Vol (bbl)," 42,114,541 "
January,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,790,955 "
January,2014,Federal,Onshore,Gas Prod Vol (mcf)," 296,097,696 "
January,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,177,186 "
January,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,757,529 "
January,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,537,823 "
January,2014,Native American,Onshore,Oil Prod Vol (bbl)," 4,676,444 "
February,2014,Federal,Offshore,Gas Prod Vol (mcf)," 100,453,964 "
February,2014,Federal,Offshore,Oil Prod Vol (bbl)," 38,742,932 "
February,2014,Federal,Onshore,Coal Prod Vol (ton)," 29,682,030 "
February,2014,Federal,Onshore,Gas Prod Vol (mcf)," 268,958,748 "
February,2014,Federal,Onshore,Oil Prod Vol (bbl)," 11,264,285 "
February,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,485,922 "
February,2014,Native American,Onshore,Gas Prod Vol (mcf)," 24,580,088 "
February,2014,Native American,Onshore,Oil Prod Vol (bbl)," 4,398,133 "
March,2014,Federal,Offshore,Gas Prod Vol (mcf)," 110,399,773 "
March,2014,Federal,Offshore,Oil Prod Vol (bbl)," 42,351,903 "
March,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,623,327 "
March,2014,Federal,Onshore,Gas Prod Vol (mcf)," 299,961,901 "
March,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,835,628 "
March,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,998,634 "
March,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,369,279 "
March,2014,Native American,Onshore,Oil Prod Vol (bbl)," 4,862,084 "
April,2014,Federal,Offshore,Gas Prod Vol (mcf)," 110,598,146 "
April,2014,Federal,Offshore,Oil Prod Vol (bbl)," 44,229,003 "
April,2014,Federal,Onshore,Coal Prod Vol (ton)," 32,988,348 "
April,2014,Federal,Onshore,Gas Prod Vol (mcf)," 288,603,712 "
April,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,603,415 "
April,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,820,690 "
April,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,017,866 "
April,2014,Native American,Onshore,Oil Prod Vol (bbl)," 4,877,372 "
May,2014,Federal,Offshore,Gas Prod Vol (mcf)," 116,318,512 "
May,2014,Federal,Offshore,Oil Prod Vol (bbl)," 45,567,184 "
May,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,429,428 "
May,2014,Federal,Onshore,Gas Prod Vol (mcf)," 294,862,938 "
May,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,986,938 "
May,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,935,957 "
May,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,580,950 "
May,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,147,358 "
June,2014,Federal,Offshore,Gas Prod Vol (mcf)," 112,472,505 "
June,2014,Federal,Offshore,Oil Prod Vol (bbl)," 44,050,592 "
June,2014,Federal,Onshore,Coal Prod Vol (ton)," 33,330,150 "
June,2014,Federal,Onshore,Gas Prod Vol (mcf)," 285,958,501 "
June,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,754,656 "
June,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,138,596 "
June,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,701,928 "
June,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,229,224 "
July,2014,Federal,Offshore,Gas Prod Vol (mcf)," 115,206,785 "
July,2014,Federal,Offshore,Oil Prod Vol (bbl)," 45,972,010 "
July,2014,Federal,Onshore,Coal Prod Vol (ton)," 35,490,509 "
July,2014,Federal,Onshore,Gas Prod Vol (mcf)," 293,292,009 "
July,2014,Federal,Onshore,Oil Prod Vol (bbl)," 13,482,380 "
July,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,683,686 "
July,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,604,351 "
July,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,247,828 "
August,2014,Federal,Offshore,Gas Prod Vol (mcf)," 116,220,000 "
August,2014,Federal,Offshore,Oil Prod Vol (bbl)," 46,296,265 "
August,2014,Federal,Onshore,Coal Prod Vol (ton)," 36,037,153 "
August,2014,Federal,Onshore,Gas Prod Vol (mcf)," 288,269,159 "
August,2014,Federal,Onshore,Oil Prod Vol (bbl)," 13,327,684 "
August,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,750,222 "
August,2014,Native American,Onshore,Gas Prod Vol (mcf)," 28,268,271 "
August,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,530,602 "
September,2014,Federal,Offshore,Gas Prod Vol (mcf)," 111,807,367 "
September,2014,Federal,Offshore,Oil Prod Vol (bbl)," 44,313,124 "
September,2014,Federal,Onshore,Coal Prod Vol (ton)," 32,763,629 "
September,2014,Federal,Onshore,Gas Prod Vol (mcf)," 283,752,444 "
September,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,954,072 "
September,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,690,498 "
September,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,920,523 "
September,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,370,079 "
October,2014,Federal,Offshore,Gas Prod Vol (mcf)," 116,032,514 "
October,2014,Federal,Offshore,Oil Prod Vol (bbl)," 45,953,851 "
October,2014,Federal,Onshore,Coal Prod Vol (ton)," 35,706,815 "
October,2014,Federal,Onshore,Gas Prod Vol (mcf)," 292,879,105 "
October,2014,Federal,Onshore,Oil Prod Vol (bbl)," 14,142,687 "
October,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,618,495 "
October,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,111,696 "
October,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,420,214 "
November,2014,Federal,Offshore,Gas Prod Vol (mcf)," 106,651,377 "
November,2014,Federal,Offshore,Oil Prod Vol (bbl)," 43,284,793 "
November,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,749,343 "
November,2014,Federal,Onshore,Gas Prod Vol (mcf)," 286,046,402 "
November,2014,Federal,Onshore,Oil Prod Vol (bbl)," 13,754,557 "
November,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,438,145 "
November,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,234,849 "
November,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,304,471 "
December,2014,Federal,Offshore,Gas Prod Vol (mcf)," 112,968,887 "
December,2014,Federal,Offshore,Oil Prod Vol (bbl)," 46,730,255 "
December,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,896,403 "
December,2014,Federal,Onshore,Gas Prod Vol (mcf)," 292,986,170 "
December,2014,Federal,Onshore,Oil Prod Vol (bbl)," 14,756,412 "
December,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,610,645 "
December,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,011,549 "
December,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,381,875 "
January,2015,Federal,Offshore,Gas Prod Vol (mcf)," 113,288,046 "
January,2015,Federal,Offshore,Oil Prod Vol (bbl)," 46,706,115 "
January,2015,Federal,Onshore,Coal Prod Vol (ton)," 35,837,786 "
January,2015,Federal,Onshore,Gas Prod Vol (mcf)," 288,472,413 "
January,2015,Federal,Onshore,Oil Prod Vol (bbl)," 14,704,704 "
January,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,534,367 "
January,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,622,181 "
January,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,406,381 "
February,2015,Federal,Offshore,Gas Prod Vol (mcf)," 100,508,072 "
February,2015,Federal,Offshore,Oil Prod Vol (bbl)," 42,330,333 "
February,2015,Federal,Onshore,Coal Prod Vol (ton)," 30,718,492 "
February,2015,Federal,Onshore,Gas Prod Vol (mcf)," 262,976,716 "
February,2015,Federal,Onshore,Oil Prod Vol (bbl)," 13,647,581 "
February,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,558,406 "
February,2015,Native American,Onshore,Gas Prod Vol (mcf)," 23,949,135 "
February,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,032,926 "
March,2015,Federal,Offshore,Gas Prod Vol (mcf)," 101,992,368 "
March,2015,Federal,Offshore,Oil Prod Vol (bbl)," 44,237,876 "
March,2015,Federal,Onshore,Coal Prod Vol (ton)," 32,855,558 "
March,2015,Federal,Onshore,Gas Prod Vol (mcf)," 294,805,521 "
March,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,781,122 "
March,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,441,836 "
March,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,912,706 "
March,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,575,799 "
April,2015,Federal,Offshore,Gas Prod Vol (mcf)," 113,075,702 "
April,2015,Federal,Offshore,Oil Prod Vol (bbl)," 46,467,616 "
April,2015,Federal,Onshore,Coal Prod Vol (ton)," 28,846,111 "
April,2015,Federal,Onshore,Gas Prod Vol (mcf)," 287,779,254 "
April,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,379,566 "
April,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,541,307 "
April,2015,Native American,Onshore,Gas Prod Vol (mcf)," 25,602,183 "
April,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,025,055 "
May,2015,Federal,Offshore,Gas Prod Vol (mcf)," 117,224,384 "
May,2015,Federal,Offshore,Oil Prod Vol (bbl)," 45,005,001 "
May,2015,Federal,Onshore,Coal Prod Vol (ton)," 27,400,394 "
May,2015,Federal,Onshore,Gas Prod Vol (mcf)," 292,458,900 "
May,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,599,743 "
May,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,799,151 "
May,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,264,258 "
May,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,070,057 "
June,2015,Federal,Offshore,Gas Prod Vol (mcf)," 109,793,692 "
June,2015,Federal,Offshore,Oil Prod Vol (bbl)," 43,144,973 "
June,2015,Federal,Onshore,Coal Prod Vol (ton)," 28,418,282 "
June,2015,Federal,Onshore,Gas Prod Vol (mcf)," 283,354,176 "
June,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,190,968 "
June,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,698,264 "
June,2015,Native American,Onshore,Gas Prod Vol (mcf)," 25,116,475 "
June,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,105,447 "
July,2015,Federal,Offshore,Gas Prod Vol (mcf)," 121,272,614 "
July,2015,Federal,Offshore,Oil Prod Vol (bbl)," 49,230,594 "
July,2015,Federal,Onshore,Coal Prod Vol (ton)," 32,434,763 "
July,2015,Federal,Onshore,Gas Prod Vol (mcf)," 289,799,938 "
July,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,209,576 "
July,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,528,851 "
July,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,045,386 "
July,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,541,714 "
August,2015,Federal,Offshore,Gas Prod Vol (mcf)," 123,399,474 "
August,2015,Federal,Offshore,Oil Prod Vol (bbl)," 51,148,888 "
August,2015,Federal,Onshore,Coal Prod Vol (ton)," 35,097,309 "
August,2015,Federal,Onshore,Gas Prod Vol (mcf)," 289,724,608 "
August,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,055,899 "
August,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,671,527 "
August,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,043,521 "
August,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,525,186 "
