Calendar Year,Land Class,Revenue Type,Mineral Lease Type,Commodity,Product,Revenue
2014,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$4,880,661.71"
2014,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2014,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$235,827.20"
2014,Native American,Rents,Coal,Coal,,"$53,906.00"
2014,Native American,Rents,Coal,Coal,,"$52,419.42"
2014,Native American,Rents,Copper,Copper,,"$4,180.00"
2014,Native American,Rents,Gypsum,Gypsum,,$920.00
2014,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,622,821.71"
2014,Native American,Rents,Phosphate,Phosphate,,$200.00
2014,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$26,328.40"
2014,Native American,Royalties,Cinders,Cinders,Cinders,"$6,522.78"
2014,Native American,Royalties,Coal,Coal,Coal,"$68,724,506.27"
2014,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"$24,842.54"
2014,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,689.55"
2014,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$532,904.11"
2014,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$63,645,389.31"
2014,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$973,096.67"
2014,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$36,784.29"
2014,Native American,Royalties,Oil & Gas,Gas,Helium,"$387,886.00"
2014,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$32,183,373.01"
2014,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$76,125,395.70"
2014,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$21,395,240.42"
2014,Native American,Royalties,Oil & Gas,Oil,Condensate,"$9,781,433.24"
2014,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$875,853.92"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$152,799.49"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$30,068,861.33"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$5,713,257.38"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$348,775,551.85"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$14,291,122.00"
2014,Native American,Royalties,Oil & Gas,Oil,Oil,"$457,010,294.85"
2014,Native American,Royalties,Oil & Gas,Oil,Oil Lost,$169.86
2014,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$40,198.75"
2014,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,027,663.15"
2014,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$8,848.40"
2015,Native American,Bonus,Coal,Coal,,"$5,500,000.00"
2015,Native American,Other Revenues,Coal,Coal,,"$60,580.56"
2015,Native American,Other Revenues,Coal,Coal,,"$7,224,820.91"
2015,Native American,Other Revenues,Copper,Copper,,"$1,534,034.36"
2015,Native American,Other Revenues,Hardrock,Hardrock,,"$50,000.00"
2015,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$415,748.08"
2015,Native American,Other Revenues,Oil & Gas,Gas,Flash Gas,$5.20
2015,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$0.57
2015,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$5,732.19"
2015,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$248,400.96"
2015,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$3,114.52"
2015,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$6,253.54"
2015,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$12,308.36"
2015,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$60,279.54"
2015,Native American,Other Revenues,Oil & Gas,Oil,Oil,$95.62
2015,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$0.81
2015,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$3,403,505.21"
2015,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"-$14,999,589.26"
2015,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2015,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$672,584.25"
2015,Native American,Rents,Coal,Coal,,"$4,190.00"
2015,Native American,Rents,Coal,Coal,,"$101,403.73"
2015,Native American,Rents,Copper,Copper,,"$6,174.37"
2015,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2015,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$4,384,242.39"
2015,Native American,Rents,Phosphate,Phosphate,,$200.00
2015,Native American,Rents,Sand & Gravel,Sand & Gravel,,$528.40
2015,Native American,Royalties,Cinders,Cinders,Cinders,"$11,767.53"
2015,Native American,Royalties,Coal,Coal,Coal,"$71,987,900.40"
2015,Native American,Royalties,Copper,Copper,Copper Concentrate,"$1,493,734.10"
2015,Native American,Royalties,Copper,Copper,Molybdenum Concentrate,"$15,215.70"
2015,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,306.25"
2015,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$568,231.25"
2015,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$42,774,090.94"
2015,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$1,211,187.87"
2015,Native American,Royalties,Oil & Gas,Gas,Gas Hydrate,$0.12
2015,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$20,288.21"
2015,Native American,Royalties,Oil & Gas,Gas,Helium,"$380,366.00"
2015,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$13,810,652.38"
2015,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$59,035,126.32"
2015,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$7,534,211.22"
2015,Native American,Royalties,Oil & Gas,Oil,Condensate,"$3,948,519.57"
2015,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"-$12,098.03"
2015,Native American,Royalties,Oil & Gas,Oil,Fuel Oil,$684.91
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$23,602,668.37"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$29,642,052.23"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$5,548,019.45"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$489,251,659.56"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$16,914,079.95"
2015,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$23,399.24"
2015,Native American,Royalties,Oil & Gas,Oil,Oil,"-$98,753,739.77"
2015,Native American,Royalties,Oil & Gas,Oil,Oil Lost,$146.47
2015,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$183,481.86"
2015,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,163,202.75"
2015,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$5,253.60"
2016,Native American,Bonus,Coal,Coal,,"$4,500,000.00"
2016,Native American,Other Revenues,Coal,Coal,,"$25,123.09"
2016,Native American,Other Revenues,Coal,Coal,,"$3,789,289.78"
2016,Native American,Other Revenues,Copper,Copper,,"$1,725,000.00"
2016,Native American,Other Revenues,Mining-Unspecified,Mining-Unspecified,,"$1,000.00"
2016,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$15,593.16"
2016,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$32.65
2016,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"-$4,453.21"
2016,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$2,416.93"
2016,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"-$3,092.93"
2016,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"-$13,587.23"
2016,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$24,176.12"
2016,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$45,098.11"
2016,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$7.95
2016,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$3,918,641.75"
2016,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$2,190,695.65"
2016,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2016,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$667,375.05"
2016,Native American,Other Revenues,Silica Sand,Silica Sand,,"$15,000.00"
2016,Native American,Rents,Coal,Coal,,$41.93
2016,Native American,Rents,Coal,Coal,,"$94,365.95"
2016,Native American,Rents,Copper,Copper,,"$10,163.11"
2016,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2016,Native American,Rents,Mining-Unspecified,Mining-Unspecified,,"$2,563.04"
2016,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,581,731.55"
2016,Native American,Rents,Phosphate,Phosphate,,$200.00
2016,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$547,328.40"
2016,Native American,Royalties,Cinders,Cinders,Cinders,$517.50
2016,Native American,Royalties,Coal,Coal,Coal,"$62,508,808.65"
2016,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,340.44"
2016,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$512,730.02"
2016,Native American,Royalties,Mining-Unspecified,Mining-Unspecified,,"$93,255.00"
2016,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$26,281,113.69"
2016,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$925,264.70"
2016,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$211,716.78"
2016,Native American,Royalties,Oil & Gas,Gas,Helium,"$412,735.05"
2016,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$6,043,468.68"
2016,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$65,789,586.69"
2016,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$1,065,442.14"
2016,Native American,Royalties,Oil & Gas,Oil,Condensate,"$6,023,084.98"
2016,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"-$50,844.54"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$10,553,058.09"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$18,505,339.68"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$3,391,108.33"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$453,958,748.84"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$11,226,462.01"
2016,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$308,474.44"
2016,Native American,Royalties,Oil & Gas,Oil,Oil,"-$132,244,577.86"
2016,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"-$44,425.53"
2016,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,814,516.83"
2016,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$7,695.26"
2017,Native American,Bonus,Coal,Coal,,"$4,500,000.00"
2017,Native American,Other Revenues,Coal,Coal,,"$3,464,451.17"
2017,Native American,Other Revenues,Copper,Copper,,"$1,350,000.00"
2017,Native American,Other Revenues,Limestone,Limestone,,"$547,789.97"
2017,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$15,608.33"
2017,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$2.94
2017,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"-$3,136.40"
2017,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$4,598.71"
2017,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"-$2,053.51"
2017,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"-$7,490.30"
2017,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$33,374.77"
2017,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$46,977.04"
2017,Native American,Other Revenues,Oil & Gas,Oil,Oil,-$437.16
2017,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$3.32
2017,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$2,879,750.66"
2017,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$16,484,049.60"
2017,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2017,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$125,223.47"
2017,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"-$542,167.35"
2017,Native American,Rents,Coal,Coal,,"$141,729.15"
2017,Native American,Rents,Copper,Copper,,"$313,557.82"
2017,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2017,Native American,Rents,Mining-Unspecified,Mining-Unspecified,,"$1,281.52"
2017,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,422,298.66"
2017,Native American,Rents,Phosphate,Phosphate,,$200.00
2017,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$42,461.12"
2017,Native American,Royalties,Coal,Coal,Coal,"$62,818,601.65"
2017,Native American,Royalties,Copper,Copper,Copper Concentrate,"$4,471,186.04"
2017,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,406.27"
2017,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$579,537.33"
2017,Native American,Royalties,Mining-Unspecified,Mining-Unspecified,,"$105,995.00"
2017,Native American,Royalties,Oil & Gas,Oil & Gas,,"-$1,214.91"
2017,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$33,219,260.07"
2017,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$1,206,984.57"
2017,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$134,303.42"
2017,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$11,144,238.74"
2017,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$64,701,178.45"
2017,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$12,389,950.16"
2017,Native American,Royalties,Oil & Gas,Oil,Condensate,"$8,121,636.16"
2017,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$313,434.41"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$15,566,941.35"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$23,838,328.64"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$3,442,489.39"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$513,413,119.68"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$26,049,930.26"
2017,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$249,624.08"
2017,Native American,Royalties,Oil & Gas,Oil,Oil,"-$79,825,770.67"
2017,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$55,646.78"
2017,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$853,199.71"
2017,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$7,070.44"
2018,Native American,Other Revenues,Coal,Coal,,$557.62
2018,Native American,Other Revenues,Coal,Coal,,"$4,758,525.27"
2018,Native American,Other Revenues,Copper,Copper,,"$1,725,000.00"
2018,Native American,Other Revenues,Limestone,Limestone,,"$58,852.43"
2018,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$25,203.90"
2018,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$2.69
2018,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,-$187.10
2018,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$3,648.96"
2018,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,-$231.13
2018,Native American,Other Revenues,Oil & Gas,Oil,Condensate,-$36.28
2018,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$39,923.63"
2018,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$60,790.47"
2018,Native American,Other Revenues,Oil & Gas,Oil,Oil,"$1,668.83"
2018,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$2.45
2018,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$4,511,882.96"
2018,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$3,393,461.76"
2018,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2018,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$5,066.51"
2018,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$128,398.34"
2018,Native American,Rents,Coal,Coal,,"$46,318.64"
2018,Native American,Rents,Copper,Copper,,"$324,958.92"
2018,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2018,Native American,Rents,Mining-Unspecified,Mining-Unspecified,,"$1,281.52"
2018,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$3,122,098.49"
2018,Native American,Rents,Phosphate,Phosphate,,$200.00
2018,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$67,404.48"
2018,Native American,Royalties,Coal,Coal,Coal,"$80,689,622.55"
2018,Native American,Royalties,Coal,Coal,Coal Waste (Sub-Econ),"$79,031.09"
2018,Native American,Royalties,Copper,Copper,Copper Concentrate,"$23,736,693.71"
2018,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$3,840.46"
2018,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$666,901.06"
2018,Native American,Royalties,Mining-Unspecified,Mining-Unspecified,,"$135,045.00"
2018,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$29,236,367.80"
2018,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$2,255,387.32"
2018,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$272,859.68"
2018,Native American,Royalties,Oil & Gas,Gas,Helium,"$1,299,392.34"
2018,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$23,319,032.32"
2018,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$60,047,771.38"
2018,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$34,645,947.10"
2018,Native American,Royalties,Oil & Gas,Oil,Condensate,"$12,944,685.41"
2018,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$667,098.51"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$27,517,382.60"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$26,360,425.04"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"-$3,993,292.69"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$802,266,146.69"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$34,484,945.50"
2018,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$369,166.36"
2018,Native American,Royalties,Oil & Gas,Oil,Oil,"-$21,333,294.08"
2018,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$41,049.89"
2018,Native American,Royalties,Sand & Gravel,Sand & Gravel,Borrow Sand & Gravel,"$270,355.42"
2018,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,618,120.14"
2018,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$5,841.66"
