Month,Calendar Year,Fund Type,Land Category,Disbursement Type,State ,County,Commodity,Category,Disbursement
November,2018,State,Onshore,State,UT,,Sodium,Royalties,88.11
November,2018,State,Onshore,State,VA,,,Sequestration,-35.13
November,2018,State,Onshore,State,VA,,Gas,Royalties,257.17
November,2018,State,Onshore,State,VA,,Oil & Gas,Other Distributions,309.48
November,2018,State,Onshore,State,WV,,,Sequestration,-562.31
November,2018,State,Onshore,State,WV,,Gas,Royalties,334.82
November,2018,State,Onshore,State,WV,,Oil & Gas,Other Distributions,"8,734.71"
November,2018,State,Onshore,State,WY,,,Other Distributions,"1,165.63"
November,2018,State,Onshore,State,WY,,,Royalties,"-943,624.05"
November,2018,State,Onshore,State,WY,,,Sequestration,"-2,866,802.14"
November,2018,State,Onshore,State,WY,,Coal,Other Distributions,"14,892.95"
November,2018,State,Onshore,State,WY,,Coal,Rents & Bonuses,"3,413.67"
November,2018,State,Onshore,State,WY,,Coal,Royalties,"16,344,839.31"
November,2018,State,Onshore,State,WY,,Gas,Royalties,"13,447,273.97"
November,2018,State,Onshore,State,WY,,Oil,Royalties,"13,859,785.92"
November,2018,State,Onshore,State,WY,,Oil & Gas,Other Distributions,"2,365,893.96"
November,2018,State,Onshore,State,WY,,Oil & Gas,Rents & Bonuses,"214,497.86"
November,2018,State,Onshore,State,WY,,Oil & Gas,Royalties,"162,894.46"
November,2018,State,Onshore,State,WY,,Sodium,Royalties,"767,710.46"
November,2018,U.S. Treasury,Onshore,,,,,Other Distributions,0.37
November,2018,U.S. Treasury,Onshore,,,,,Other Distributions,"295,663.28"
November,2018,U.S. Treasury,Offshore,,,,Oil & Gas,Other Distributions,"187,569.06"
November,2018,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"16,113.02"
November,2018,U.S. Treasury,Onshore,,,,Coal,Other Distributions,"3,006.40"
November,2018,U.S. Treasury,Onshore,,,,Geothermal,Other Distributions,71.6
November,2018,U.S. Treasury,Onshore,,,,Oil & Gas,Other Distributions,"46,247.97"
November,2018,U.S. Treasury,Offshore,,,,,Other Distributions,"128,814.84"
November,2018,U.S. Treasury,Onshore,,,,Coal,Rents & Bonuses,"1,777.61"
November,2018,U.S. Treasury,Onshore,,,,Geothermal,Rents & Bonuses,"36,541.17"
November,2018,U.S. Treasury,Onshore,,,,Oil & Gas,Rents & Bonuses,"97,735,262.93"
November,2018,U.S. Treasury,Offshore,,,,Oil & Gas,Rents & Bonuses,"238,748.35"
November,2018,U.S. Treasury,Offshore,,,,Wind,Rents & Bonuses,"40,000.00"
November,2018,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"24,479,093.54"
November,2018,U.S. Treasury,Offshore,,,,Gas,Other Distributions,"8,958.38"
November,2018,U.S. Treasury,Offshore,,,,Gas,Royalties,"35,388,905.06"
November,2018,U.S. Treasury,Offshore,,,,Oil,Other Distributions,"-350,487.11"
November,2018,U.S. Treasury,Offshore,,,,Oil,Royalties,"339,520,364.85"
November,2018,U.S. Treasury,Offshore,,,,Oil & Gas,Other Distributions,"1,922,069.92"
November,2018,U.S. Treasury,Offshore,,,,Oil & Gas,Royalties,22.1
November,2018,U.S. Treasury,Offshore,GoMESA,,,Gas,Royalties,"2,385,865.61"
November,2018,U.S. Treasury,Offshore,GoMESA,,,Oil,Royalties,"20,038,633.50"
November,2018,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Royalties,"-1,123,518.97"
November,2018,U.S. Treasury,Onshore,,,,,Other Distributions,"-3,597.25"
November,2018,U.S. Treasury,Onshore,,,,,Royalties,"12,388,841.12"
November,2018,U.S. Treasury,Onshore,,,,Coal,Other Distributions,"-1,466.98"
November,2018,U.S. Treasury,Onshore,,,,Coal,Royalties,"4,284,793.20"
November,2018,U.S. Treasury,Onshore,,,,Gas,Royalties,"8,675,636.03"
November,2018,U.S. Treasury,Onshore,,,,Geothermal,Royalties,"344,249.39"
November,2018,U.S. Treasury,Onshore,,,,Gilsonite,Other Distributions,308.1
November,2018,U.S. Treasury,Onshore,,,,Gilsonite,Royalties,"11,898.95"
November,2018,U.S. Treasury,Onshore,,,,Oil,Other Distributions,"3,491.48"
November,2018,U.S. Treasury,Onshore,,,,Oil,Royalties,"15,505,519.60"
November,2018,U.S. Treasury,Onshore,,,,Oil & Gas,Other Distributions,"633,532.72"
November,2018,U.S. Treasury,Onshore,,,,Oil & Gas,Rents & Bonuses,"-4,895.50"
November,2018,U.S. Treasury,Onshore,,,,Oil & Gas,Royalties,"453,419.64"
November,2018,U.S. Treasury,Onshore,,,,Phosphate,Other Distributions,614.7
November,2018,U.S. Treasury,Onshore,,,,Phosphate,Royalties,"86,771.99"
November,2018,U.S. Treasury,Onshore,,,,Potassium,Other Distributions,"-2,387.78"
November,2018,U.S. Treasury,Onshore,,,,Potassium,Royalties,"52,828.25"
November,2018,U.S. Treasury,Onshore,,,,Sodium,Royalties,"258,904.44"
November,2018,U.S. TreasuryAI,Onshore,,,,Gas,Royalties,"3,843.95"
November,2018,U.S. TreasuryAI,Onshore,,,,Oil,Royalties,"1,167.94"
November,2018,U.S. TreasuryAI,Onshore,,,,Oil & Gas,Other Distributions,399.29
November,2018,U.S. TreasuryAI,Onshore,,,,Oil,Royalties,"1,609.29"
December,2018,Bureau of Land Management,Onshore,,,,Gas,Royalties,"46,514.79"
December,2018,Bureau of Land Management,Onshore,,,,Oil,Royalties,"212,572.54"
December,2018,Bureau of Land Management,Onshore,,,,Oil & Gas,Other Distributions,"22,044.48"
December,2018,Bureau of Land Management,Onshore,,,,Oil & Gas,Rents & Bonuses,900
December,2018,Bureau of Ocean Energy Management,Offshore,,,,Oil & Gas,Rents & Bonuses,"4,971,547.05"
December,2018,Bureau of Safety & Environmental Enforcement,Offshore,,,,,Other Distributions,"1,227,010.20"
December,2018,Bureau of Safety & Environmental Enforcement,Offshore,,,,Oil & Gas,Rents & Bonuses,"2,134,168.43"
December,2018,Fish & Wildlife,Onshore,,,,Gas,Royalties,"209,385.18"
December,2018,Fish & Wildlife,Onshore,,,,Oil,Royalties,"213,798.06"
December,2018,Fish & Wildlife,Onshore,,,,Oil & Gas,Other Distributions,"-2,896.93"
December,2018,Forest Service,Onshore,,,,Coal,Rents & Bonuses,244.24
December,2018,Forest Service,Onshore,,,,Coal,Royalties,"15,191.69"
December,2018,Forest Service,Onshore,,,,Copper,Royalties,"134,505.69"
December,2018,Forest Service,Onshore,,,,Gas,Royalties,"2,309,744.10"
December,2018,Forest Service,Onshore,,,,Hardrock,Other Distributions,-236.51
December,2018,Forest Service,Onshore,,,,Hardrock,Rents & Bonuses,-103.5
December,2018,Forest Service,Onshore,,,,Lead/Zinc,Royalties,"961,173.99"
December,2018,Forest Service,Onshore,,,,Limestone,Royalties,"3,514.37"
December,2018,Forest Service,Onshore,,,,Oil,Other Distributions,"-2,820.35"
December,2018,Forest Service,Onshore,,,,Oil,Royalties,"11,225,293.40"
December,2018,Forest Service,Onshore,,,,Oil & Gas,Other Distributions,"205,689.47"
December,2018,Forest Service,Onshore,,,,Oil & Gas,Rents & Bonuses,"129,981.61"
December,2018,Forest Service,Onshore,,,,Oil & Gas,Royalties,1.46
December,2018,Forest Service,Onshore,,,,Quartz,Royalties,1.01
December,2018,Land & Water Conservation Fund,Offshore,GoMESA,,,Gas,Royalties,"516,091.47"
December,2018,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil,Royalties,"4,803,915.37"
December,2018,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"16,288,371.37"
December,2018,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil & Gas,Royalties,"719,800.67"
December,2018,Lease Process Improvement (BLM),Onshore,,,,Coal,Rents & Bonuses,"136,410.08"
December,2018,Lease Process Improvement (BLM),Onshore,,,,Gilsonite,Rents & Bonuses,204.5
December,2018,Lease Process Improvement (BLM),Onshore,,,,Hardrock,Rents & Bonuses,80.25
December,2018,Lease Process Improvement (BLM),Onshore,,,,Oil & Gas,Rents & Bonuses,"1,052,793.23"
December,2018,Lease Process Improvement (BLM),Onshore,,,,Phosphate,Rents & Bonuses,"-2,752.00"
December,2018,Lease Process Improvement (BLM),Onshore,,,,Potassium,Rents & Bonuses,"2,420.61"
December,2018,Lease Process Improvement (BLM),Onshore,,,,Sodium,Rents & Bonuses,24.61
December,2018,Native American Tribes & Allottees,Onshore,,,,,Other Distributions,"847,749.43"
December,2018,Native American Tribes & Allottees,Onshore,,,,Coal,Rents & Bonuses,0
December,2018,Native American Tribes & Allottees,Onshore,,,,Coal,Royalties,"6,053,300.73"
December,2018,Native American Tribes & Allottees,Onshore,,,,Gas,Other Distributions,"1,531.26"
December,2018,Native American Tribes & Allottees,Onshore,,,,Gas,Royalties,"11,536,378.13"
December,2018,Native American Tribes & Allottees,Onshore,,,,Oil,Other Distributions,"-8,070.18"
December,2018,Native American Tribes & Allottees,Onshore,,,,Oil,Royalties,"83,369,588.96"
December,2018,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Other Distributions,"848,803.33"
December,2018,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Rents & Bonuses,"395,670.25"
December,2018,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Royalties,"98,607.50"
December,2018,Reclamation Fund,Onshore,,,,Coal,Other Distributions,335.06
December,2018,Reclamation Fund,Onshore,,,,Coal,Rents & Bonuses,"242,400.00"
December,2018,Reclamation Fund,Onshore,,,,Coal,Royalties,"15,319,159.69"
December,2018,Reclamation Fund,Onshore,,,,Gas,Royalties,"34,271,160.50"
December,2018,Reclamation Fund,Onshore,,,,Gilsonite,Other Distributions,957.6
December,2018,Reclamation Fund,Onshore,,,,Gilsonite,Royalties,"64,695.64"
December,2018,Reclamation Fund,Onshore,,,,Oil,Other Distributions,-82.85
December,2018,Reclamation Fund,Onshore,,,,Oil,Royalties,"55,790,851.66"
December,2018,Reclamation Fund,Onshore,,,,Oil & Gas,Other Distributions,"1,131,080.12"
December,2018,Reclamation Fund,Onshore,,,,Oil & Gas,Rents & Bonuses,"25,696,623.84"
December,2018,Reclamation Fund,Onshore,,,,Oil & Gas,Royalties,"1,822,203.50"
December,2018,Reclamation Fund,Onshore,,,,Phosphate,Other Distributions,"1,168.80"
December,2018,Reclamation Fund,Onshore,,,,Phosphate,Royalties,"297,536.43"
December,2018,Reclamation Fund,Onshore,,,,Potassium,Other Distributions,250.13
December,2018,Reclamation Fund,Onshore,,,,Potassium,Royalties,"170,422.98"
December,2018,Reclamation Fund,Onshore,,,,Sodium,Other Distributions,"-3,320.29"
December,2018,Reclamation Fund,Onshore,,,,Sodium,Royalties,"1,070,156.64"
December,2018,State,Offshore,8(g),AK,,Oil,Royalties,"135,047.20"
December,2018,State,Offshore,8(g),AK,,Oil & Gas,Rents & Bonuses,"31,308.83"
December,2018,State,Offshore,8(g),AL,,,Royalties,"-134,850.00"
December,2018,State,Offshore,8(g),AL,,Gas,Royalties,"228,700.46"
December,2018,State,Offshore,8(g),AL,,Oil,Royalties,-0.43
December,2018,State,Offshore,8(g),AL,,Oil & Gas,Other Distributions,"57,707.67"
December,2018,State,Offshore,8(g),CA,,Gas,Royalties,"1,964.89"
December,2018,State,Offshore,8(g),CA,,Oil,Royalties,"144,726.49"
December,2018,State,Offshore,8(g),CA,,Oil & Gas,Other Distributions,12.94
December,2018,State,Offshore,8(g),CA,,Oil & Gas,Royalties,1.36
December,2018,State,Offshore,8(g),LA,,,Royalties,"-124,665.00"
December,2018,State,Offshore,8(g),LA,,Gas,Royalties,"232,856.53"
December,2018,State,Offshore,8(g),LA,,Oil,Other Distributions,-222.55
December,2018,State,Offshore,8(g),LA,,Oil,Royalties,"246,782.75"
December,2018,State,Offshore,8(g),LA,,Oil & Gas,Other Distributions,-585.85
December,2018,State,Offshore,8(g),LA,,Oil & Gas,Rents & Bonuses,"4,929.12"
December,2018,State,Offshore,8(g),MS,,,Royalties,"65,106.00"
December,2018,State,Offshore,8(g),MS,,Gas,Royalties,"4,052.39"
December,2018,State,Offshore,8(g),TX,,,Royalties,"194,409.00"
December,2018,State,Offshore,8(g),TX,,Gas,Royalties,"11,966.02"
December,2018,State,Offshore,8(g),TX,,Oil,Other Distributions,-4.68
December,2018,State,Offshore,8(g),TX,,Oil,Royalties,917.19
December,2018,State,Offshore,8(g),TX,,Oil & Gas,Other Distributions,336.99
December,2018,State,Onshore,Geothermal,CA,Imperial County,,Sequestration,-280.37
December,2018,State,Onshore,Geothermal,CA,Imperial County,Geothermal,Royalties,"4,522.09"
December,2018,State,Onshore,Geothermal,CA,Inyo County,,Sequestration,-14.07
December,2018,State,Onshore,Geothermal,CA,Inyo County,Geothermal,Royalties,226.98
December,2018,State,Onshore,Geothermal,CA,Lake County,,Sequestration,"-3,758.26"
December,2018,State,Onshore,Geothermal,CA,Lake County,Geothermal,Royalties,"60,617.11"
December,2018,State,Onshore,Geothermal,CA,Lassen County,,Sequestration,-310.1
December,2018,State,Onshore,Geothermal,CA,Lassen County,Geothermal,Royalties,"5,001.62"
December,2018,State,Onshore,Geothermal,CA,Mono County,,Sequestration,-69.4
December,2018,State,Onshore,Geothermal,CA,Mono County,Geothermal,Royalties,"1,119.28"
December,2018,State,Onshore,Geothermal,CA,Sonoma County,,Sequestration,"-5,610.56"
December,2018,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Royalties,"90,492.95"
December,2018,State,Onshore,Geothermal,NM,Dona Ana County,,Sequestration,-383.63
December,2018,State,Onshore,Geothermal,NM,Dona Ana County,Geothermal,Rents & Bonuses,"6,187.50"
December,2018,State,Onshore,Geothermal,NM,Hidalgo Caounty,,Sequestration,-26.84
December,2018,State,Onshore,Geothermal,NM,Hidalgo Caounty,Geothermal,Royalties,432.96
December,2018,State,Onshore,Geothermal,NV,Churchill County,,Sequestration,"-4,994.67"
December,2018,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Other Distributions,940.48
December,2018,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Rents & Bonuses,"6,451.71"
December,2018,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Royalties,"73,167.06"
December,2018,State,Onshore,Geothermal,NV,Esmeralda County,,Sequestration,-217.48
December,2018,State,Onshore,Geothermal,NV,Esmeralda County,Geothermal,Rents & Bonuses,"3,507.75"
December,2018,State,Onshore,Geothermal,NV,Eureka County,,Sequestration,-8.43
December,2018,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Royalties,135.89
December,2018,State,Onshore,Geothermal,NV,Humboldt County,,Sequestration,-173.01
December,2018,State,Onshore,Geothermal,NV,Humboldt County,Geothermal,Royalties,"2,790.55"
December,2018,State,Onshore,Geothermal,NV,Lander County,,Sequestration,"-1,513.33"
December,2018,State,Onshore,Geothermal,NV,Lander County,Geothermal,Other Distributions,3.74
December,2018,State,Onshore,Geothermal,NV,Lander County,Geothermal,Rents & Bonuses,"6,847.92"
December,2018,State,Onshore,Geothermal,NV,Lander County,Geothermal,Royalties,"17,556.91"
December,2018,State,Onshore,Geothermal,NV,Lyon County,,Sequestration,-65.78
December,2018,State,Onshore,Geothermal,NV,Lyon County,Geothermal,Rents & Bonuses,760
December,2018,State,Onshore,Geothermal,NV,Lyon County,Geothermal,Royalties,300.89
December,2018,State,Onshore,Geothermal,NV,Mineral County,,Sequestration,-896.5
December,2018,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Rents & Bonuses,"3,776.44"
December,2018,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Royalties,"10,683.16"
December,2018,State,Onshore,Geothermal,NV,Pershing County,,Sequestration,-242.53
December,2018,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Other Distributions,29.07
December,2018,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Rents & Bonuses,"3,780.75"
December,2018,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Royalties,102.02
December,2018,State,Onshore,Geothermal,NV,Washoe County,,Sequestration,-631.93
December,2018,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Other Distributions,"4,110.04"
December,2018,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Rents & Bonuses,"4,148.50"
December,2018,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Royalties,"1,933.95"
December,2018,State,Onshore,Geothermal,UT,Beaver County,,Sequestration,-878.56
December,2018,State,Onshore,Geothermal,UT,Beaver County,Geothermal,Rents & Bonuses,"4,501.50"
December,2018,State,Onshore,Geothermal,UT,Beaver County,Geothermal,Royalties,"9,668.78"
December,2018,State,Onshore,Geothermal,UT,Millard County,,Sequestration,-132.26
December,2018,State,Onshore,Geothermal,UT,Millard County,Geothermal,Rents & Bonuses,"1,025.25"
December,2018,State,Onshore,Geothermal,UT,Millard County,Geothermal,Royalties,"1,108.01"
December,2018,State,Onshore,State,AK,,,Royalties,"-14,351.06"
December,2018,State,Onshore,State,AK,,,Sequestration,"-58,701.62"
December,2018,State,Onshore,State,AK,,Gas,Royalties,"482,611.68"
December,2018,State,Onshore,State,AK,,Oil,Other Distributions,"4,374.56"
December,2018,State,Onshore,State,AK,,Oil,Royalties,"473,838.34"
December,2018,State,Onshore,State,AK,,Oil & Gas,Other Distributions,5.73
December,2018,State,Onshore,State,AK,,Oil & Gas,Rents & Bonuses,321.14
December,2018,State,Onshore,State,AL,,,Royalties,-60.98
December,2018,State,Onshore,State,AL,,,Sequestration,-488.47
December,2018,State,Onshore,State,AL,,Gas,Royalties,"3,296.85"
December,2018,State,Onshore,State,AL,,Oil,Royalties,"4,734.82"
December,2018,State,Onshore,State,AL,,Oil & Gas,Other Distributions,-112
December,2018,State,Onshore,State,AL,,Oil & Gas,Royalties,19.82
December,2018,State,Onshore,State,AR,,,Other Distributions,12.5
December,2018,State,Onshore,State,AR,,,Royalties,"-1,051.70"
December,2018,State,Onshore,State,AR,,,Sequestration,"-6,328.17"
December,2018,State,Onshore,State,AR,,Gas,Royalties,"95,207.98"
December,2018,State,Onshore,State,AR,,Hardrock,Other Distributions,0.14
December,2018,State,Onshore,State,AR,,Oil & Gas,Other Distributions,"7,101.91"
December,2018,State,Onshore,State,AR,,Oil & Gas,Rents & Bonuses,796.12
December,2018,State,Onshore,State,AR,,Quartz,Royalties,0.26
December,2018,State,Onshore,State,AZ,,,Royalties,-123.83
December,2018,State,Onshore,State,AZ,,,Sequestration,-376.2
December,2018,State,Onshore,State,AZ,,Oil & Gas,Rents & Bonuses,"6,191.50"
December,2018,State,Onshore,State,CA,,,Other Distributions,0.99
December,2018,State,Onshore,State,CA,,,Royalties,"-77,554.42"
December,2018,State,Onshore,State,CA,,,Sequestration,"-235,610.38"
December,2018,State,Onshore,State,CA,,Gas,Royalties,"87,464.84"
December,2018,State,Onshore,State,CA,,Geothermal,Royalties,"323,960.39"
December,2018,State,Onshore,State,CA,,Oil,Royalties,"3,053,579.39"
December,2018,State,Onshore,State,CA,,Oil & Gas,Other Distributions,"5,251.47"
December,2018,State,Onshore,State,CA,,Oil & Gas,Rents & Bonuses,"3,228.50"
December,2018,State,Onshore,State,CA,,Sodium,Other Distributions,14.46
December,2018,State,Onshore,State,CA,,Sodium,Rents & Bonuses,24.61
December,2018,State,Onshore,State,CA,,Sodium,Royalties,"404,197.19"
December,2018,State,Onshore,State,CO,,,Other Distributions,"1,184.70"
December,2018,State,Onshore,State,CO,,,Royalties,"-189,093.58"
December,2018,State,Onshore,State,CO,,,Sequestration,"-574,644.44"
December,2018,State,Onshore,State,CO,,Coal,Rents & Bonuses,"305,281.50"
December,2018,State,Onshore,State,CO,,Coal,Royalties,"678,064.48"
December,2018,State,Onshore,State,CO,,Gas,Royalties,"4,502,452.72"
December,2018,State,Onshore,State,CO,,Oil,Royalties,"1,613,166.95"
December,2018,State,Onshore,State,CO,,Oil & Gas,Other Distributions,"183,262.19"
December,2018,State,Onshore,State,CO,,Oil & Gas,Rents & Bonuses,"45,224.11"
December,2018,State,Onshore,State,CO,,Oil & Gas,Royalties,"2,047,258.94"
December,2018,State,Onshore,State,CO,,Sodium,Royalties,"81,656.84"
December,2018,State,Onshore,State,FL,,,Royalties,-817.32
December,2018,State,Onshore,State,FL,,,Sequestration,"-2,483.02"
December,2018,State,Onshore,State,FL,,Phosphate,Royalties,"40,865.97"
December,2018,State,Onshore,State,ID,,,Other Distributions,2.62
December,2018,State,Onshore,State,ID,,,Royalties,"-6,603.18"
December,2018,State,Onshore,State,ID,,,Sequestration,"-20,060.94"
December,2018,State,Onshore,State,ID,,Gas,Royalties,119.25
December,2018,State,Onshore,State,ID,,Hardrock,Rents & Bonuses,5
December,2018,State,Onshore,State,ID,,Oil,Royalties,63.51
December,2018,State,Onshore,State,ID,,Oil & Gas,Other Distributions,212.86
December,2018,State,Onshore,State,ID,,Phosphate,Other Distributions,"1,461.00"
December,2018,State,Onshore,State,ID,,Phosphate,Rents & Bonuses,"-2,752.00"
December,2018,State,Onshore,State,ID,,Phosphate,Royalties,"331,054.59"
December,2018,State,Onshore,State,IL,,,Sequestration,-875.83
December,2018,State,Onshore,State,IL,,Oil,Royalties,"14,126.30"
December,2018,State,Onshore,State,KS,,,Other Distributions,4.64
December,2018,State,Onshore,State,KS,,,Royalties,"-1,167.98"
December,2018,State,Onshore,State,KS,,,Sequestration,"-3,549.79"
December,2018,State,Onshore,State,KS,,Gas,Royalties,"28,509.95"
December,2018,State,Onshore,State,KS,,Oil,Royalties,"23,892.30"
December,2018,State,Onshore,State,KS,,Oil & Gas,Other Distributions,"1,514.04"
December,2018,State,Onshore,State,KS,,Oil & Gas,Rents & Bonuses,"4,498.00"
December,2018,State,Onshore,State,KS,,Oil & Gas,Royalties,3.77
December,2018,State,Onshore,State,KY,,,Sequestration,-81.52
December,2018,State,Onshore,State,KY,,Gas,Royalties,671.2
December,2018,State,Onshore,State,KY,,Limestone,Royalties,1.56
December,2018,State,Onshore,State,KY,,Oil & Gas,Other Distributions,642.07
December,2018,State,Onshore,State,LA,,,Other Distributions,9.65
December,2018,State,Onshore,State,LA,,,Royalties,"-2,447.45"
December,2018,State,Onshore,State,LA,,,Sequestration,"-36,191.51"
December,2018,State,Onshore,State,LA,,Gas,Royalties,"346,216.34"
December,2018,State,Onshore,State,LA,,Oil,Royalties,"102,339.63"
December,2018,State,Onshore,State,LA,,Oil & Gas,Other Distributions,"133,129.80"
December,2018,State,Onshore,State,LA,,Oil & Gas,Rents & Bonuses,"4,486.13"
December,2018,State,Onshore,State,MI,,,Royalties,-195.32
December,2018,State,Onshore,State,MI,,,Sequestration,-593.38
December,2018,State,Onshore,State,MI,,Gas,Royalties,"8,861.08"
December,2018,State,Onshore,State,MI,,Oil,Royalties,900.79
December,2018,State,Onshore,State,MI,,Oil & Gas,Other Distributions,4.09
December,2018,State,Onshore,State,MN,,,Royalties,-1.61
December,2018,State,Onshore,State,MN,,,Sequestration,-4.88
December,2018,State,Onshore,State,MN,,Hardrock,Rents & Bonuses,80.25
December,2018,State,Onshore,State,MO,,,Sequestration,"-22,644.04"
December,2018,State,Onshore,State,MO,,Copper,Royalties,"44,835.21"
December,2018,State,Onshore,State,MO,,Lead/Zinc,Royalties,"320,391.26"
December,2018,State,Onshore,State,MS,,,Royalties,-33.18
December,2018,State,Onshore,State,MS,,,Sequestration,"-3,651.90"
December,2018,State,Onshore,State,MS,,Gas,Royalties,"1,545.87"
December,2018,State,Onshore,State,MS,,Oil,Royalties,"50,357.58"
December,2018,State,Onshore,State,MS,,Oil & Gas,Other Distributions,0.94
December,2018,State,Onshore,State,MS,,Oil & Gas,Rents & Bonuses,"7,030.50"
December,2018,State,Onshore,State,MT,,,Other Distributions,219.94
December,2018,State,Onshore,State,MT,,,Royalties,"-70,517.18"
December,2018,State,Onshore,State,MT,,,Sequestration,"-214,244.83"
December,2018,State,Onshore,State,MT,,Coal,Rents & Bonuses,"30,934.10"
December,2018,State,Onshore,State,MT,,Coal,Royalties,"2,157,715.35"
December,2018,State,Onshore,State,MT,,Gas,Royalties,"249,624.04"
December,2018,State,Onshore,State,MT,,Oil,Royalties,"1,000,176.37"
December,2018,State,Onshore,State,MT,,Oil & Gas,Other Distributions,"74,834.47"
December,2018,State,Onshore,State,MT,,Oil & Gas,Rents & Bonuses,"12,499.20"
December,2018,State,Onshore,State,MT,,Oil & Gas,Royalties,75.38
December,2018,State,Onshore,State,NC,,Hardrock,Other Distributions,33.11
December,2018,State,Onshore,State,NC,,Hardrock,Rents & Bonuses,-33.11
December,2018,State,Onshore,State,ND,,,Other Distributions,"6,586.10"
December,2018,State,Onshore,State,ND,,,Royalties,"-121,932.23"
December,2018,State,Onshore,State,ND,,,Sequestration,"-1,717,695.02"
December,2018,State,Onshore,State,ND,,Coal,Rents & Bonuses,240
December,2018,State,Onshore,State,ND,,Coal,Royalties,"82,369.17"
December,2018,State,Onshore,State,ND,,Gas,Royalties,"2,207,984.83"
December,2018,State,Onshore,State,ND,,Oil,Other Distributions,-103.66
December,2018,State,Onshore,State,ND,,Oil,Royalties,"25,287,710.96"
December,2018,State,Onshore,State,ND,,Oil & Gas,Other Distributions,"231,049.71"
December,2018,State,Onshore,State,ND,,Oil & Gas,Rents & Bonuses,"10,853.50"
December,2018,State,Onshore,State,NE,,,Royalties,-23.97
December,2018,State,Onshore,State,NE,,,Sequestration,-72.81
December,2018,State,Onshore,State,NE,,Oil,Royalties,"1,198.29"
December,2018,State,Onshore,State,NM,,,Other Distributions,"1,038.91"
December,2018,State,Onshore,State,NM,,,Royalties,"-1,161,881.66"
December,2018,State,Onshore,State,NM,,,Sequestration,"-3,529,860.88"
December,2018,State,Onshore,State,NM,,Coal,Rents & Bonuses,"1,247.63"
December,2018,State,Onshore,State,NM,,Coal,Royalties,234.97
December,2018,State,Onshore,State,NM,,Gas,Royalties,"17,692,519.13"
December,2018,State,Onshore,State,NM,,Geothermal,Rents & Bonuses,"12,375.00"
December,2018,State,Onshore,State,NM,,Geothermal,Royalties,865.94
December,2018,State,Onshore,State,NM,,Oil,Royalties,"40,185,402.20"
December,2018,State,Onshore,State,NM,,Oil & Gas,Other Distributions,"-126,431.55"
December,2018,State,Onshore,State,NM,,Oil & Gas,Rents & Bonuses,"35,313.29"
December,2018,State,Onshore,State,NM,,Oil & Gas,Royalties,"46,933.50"
December,2018,State,Onshore,State,NM,,Potassium,Other Distributions,312.66
December,2018,State,Onshore,State,NM,,Potassium,Rents & Bonuses,"2,420.62"
December,2018,State,Onshore,State,NM,,Potassium,Royalties,"201,471.15"
December,2018,State,Onshore,State,NM,,Sodium,Royalties,"41,418.32"
December,2018,State,Onshore,State,NV,,,Other Distributions,15.1
December,2018,State,Onshore,State,NV,,,Royalties,"-10,854.56"
December,2018,State,Onshore,State,NV,,,Sequestration,"-32,977.08"
December,2018,State,Onshore,State,NV,,Geothermal,Other Distributions,"10,166.83"
December,2018,State,Onshore,State,NV,,Geothermal,Rents & Bonuses,"58,546.07"
December,2018,State,Onshore,State,NV,,Geothermal,Royalties,"213,341.42"
December,2018,State,Onshore,State,NV,,Oil,Royalties,"189,163.60"
December,2018,State,Onshore,State,NV,,Oil & Gas,Other Distributions,"2,422.35"
December,2018,State,Onshore,State,NV,,Oil & Gas,Rents & Bonuses,"69,087.50"
December,2018,State,Onshore,State,OH,,,Royalties,-5.55
December,2018,State,Onshore,State,OH,,,Sequestration,"-2,078.97"
December,2018,State,Onshore,State,OH,,Gas,Royalties,"20,580.60"
December,2018,State,Onshore,State,OH,,Oil,Royalties,"9,074.92"
December,2018,State,Onshore,State,OH,,Oil & Gas,Other Distributions,"3,324.30"
December,2018,State,Onshore,State,OH,,Oil & Gas,Rents & Bonuses,557.5
December,2018,State,Onshore,State,OK,,,Other Distributions,154.93
December,2018,State,Onshore,State,OK,,,Royalties,"-5,805.93"
