Year	State	County	FIPS	Jobs	Total	Share
2004	CO		08000	14374	2142352	0.0067
2004	CO	Adams County	08001	231	141343	0.0016
2004	CO	Alamosa County	08003	67	7624	0.0088
2004	CO	Arapahoe County	08005	481	268290	0.0018
2004	CO	Archuleta County	08007	28	3244	0.0086
2004	CO	Baca County	08009	8	1160	0.0069
2004	CO	Boulder County	08013	368	151833	0.0024
2004	CO	Cheyenne County	08017	131	767	0.1708
2004	CO	Conejos County	08021	66	1381	0.0478
2004	CO	Denver County	08031	4051	423470	0.0096
2004	CO	Dolores County	08033	28	439	0.0638
2004	CO	Douglas County	08035	101	74564	0.0014
2004	CO	Eagle County	08037	10	27640	0.0004
2004	CO	El Paso County	08041	143	235682	0.0006
2004	CO	Fremont County	08043	97	13160	0.0074
2004	CO	Garfield County	08045	432	20803	0.0208
2004	CO	Gunnison County	08051	655	7511	0.0872
2004	CO	Jefferson County	08059	271	203605	0.0013
2004	CO	La Plata County	08067	385	22972	0.0168
2004	CO	Larimer County	08069	336	122369	0.0027
2004	CO	Las Animas County	08071	159	5387	0.0295
2004	CO	Logan County	08075	115	8129	0.0141
2004	CO	Mesa County	08077	809	54021	0.0150
2004	CO	Moffat County	08081	499	4739	0.1053
2004	CO	Montezuma County	08083	77	9017	0.0085
2004	CO	Montrose County	08085	110	13906	0.0079
2004	CO	Morgan County	08087	216	11220	0.0193
2004	CO	Ouray County	08091	7	1522	0.0046
2004	CO	Park County	08093	10	2077	0.0048
2004	CO	Pueblo County	08101	55	53230	0.0010
2004	CO	Rio Blanco County	08103	608	2794	0.2176
2004	CO	Routt County	08107	573	13568	0.0422
2004	CO	Weld County	08123	1486	74833	0.0199
2004	CO	Yuma County	08125	162	3618	0.0448
2005	CO		08000	17007	2189516	0.0078
2005	CO	Adams County	08001	236	147682	0.0016
2005	CO	Alamosa County	08003	65	7583	0.0086
2005	CO	Arapahoe County	08005	493	271270	0.0018
2005	CO	Archuleta County	08007	28	3552	0.0079
2005	CO	Baca County	08009	7	1149	0.0061
2005	CO	Boulder County	08013	496	154367	0.0032
2005	CO	Chaffee County	08015	17	6450	0.0026
2005	CO	Cheyenne County	08017	148	806	0.1836
2005	CO	Conejos County	08021	58	1344	0.0432
2005	CO	Denver County	08031	3958	424659	0.0093
2005	CO	Douglas County	08035	117	82930	0.0014
2005	CO	Eagle County	08037	8	29113	0.0003
2005	CO	El Paso County	08041	188	239783	0.0008
2005	CO	Fremont County	08043	149	13335	0.0112
2005	CO	Garfield County	08045	1544	22961	0.0672
2005	CO	Gunnison County	08051	720	7891	0.0912
2005	CO	Huerfano County	08055	13	1910	0.0068
2005	CO	Jefferson County	08059	280	206031	0.0014
