Year	State	FIPS	Commodity	type	Revenue
2004	NV	32001	Geothermal	Other Revenues	-1128.14
2004	NV	32001	Geothermal	Royalties	4414
2004	NV	32001	Geothermal	Royalties	2299616.2
2004	NV	32009	Geothermal	Other Revenues	4754
2004	NV	32011	Geothermal	Royalties	6783.17
2004	NV	32011	Oil	Royalties	217547.64
2004	NV	32015	Geothermal	Royalties	-1862010.59
2004	NV	32023	Oil & Gas	Other Revenues	3312.4
2004	NV	32023	Oil & Gas	Other Roy Vals	-36.87
2004	NV	32023	Oil	Royalties	1447863.27
2004	NV	32031	Geothermal	Other Revenues	2540
2004	NV	32031	Geothermal	Royalties	29536.22
2005	NV	32001	Geothermal	Other Revenues	41.74
2005	NV	32001	Geothermal	Other Roy Vals	-22709
2005	NV	32001	Geothermal	Royalties	3872
2005	NV	32001	Geothermal	Royalties	2462224.58
2005	NV	32003	Solids	Royalties	-0.02
2005	NV	32009	Geothermal	Other Revenues	4754
2005	NV	32011	Geothermal	Royalties	7330.63
2005	NV	32011	Oil	Royalties	246768.78
2005	NV	32015	Geothermal	Royalties	1567857.61
2005	NV	32023	Oil & Gas	Other Revenues	3715.22
2005	NV	32023	Oil & Gas	Other Roy Vals	2811.28
2005	NV	32023	Oil	Royalties	1911978.69
2005	NV	32031	Geothermal	Other Revenues	2109
2005	NV	32031	Geothermal	Royalties	-14368.11
2006	NV	32001	Geothermal	Other Revenues	65.9
2006	NV	32001	Geothermal	Royalties	4248
2006	NV	32001	Geothermal	Royalties	2296151.89
2006	NV	32003	Solids	Royalties	2.4
2006	NV	32009	Geothermal	Other Revenues	4754
2006	NV	32011	Geothermal	Royalties	8611.03
2006	NV	32011	Oil	Royalties	276873.36
2006	NV	32015	Geothermal	Royalties	-1025860.69
2006	NV	32023	Geothermal	Other Revenues	5120
2006	NV	32023	Oil & Gas	Other Revenues	7201.49
2006	NV	32023	Oil & Gas	Other Roy Vals	-3284.2
2006	NV	32023	Oil	Royalties	2455447.74
2006	NV	32031	Geothermal	Other Revenues	1908.67
2006	NV	32031	Geothermal	Royalties	12039.31
2007	NV	32001	Geothermal	Other Revenues	103.69
2007	NV	32001	Geothermal	Royalties	2312
2007	NV	32001	Geothermal	Royalties	1791
2007	NV	32001	Geothermal	Royalties	2218914.13
2007	NV	32009	Geothermal	Other Revenues	4754
2007	NV	32011	Geothermal	Royalties	7042.26
2007	NV	32011	Oil	Royalties	288892.32
2007	NV	32015	Geothermal	Royalties	116081.31
2007	NV	32023	Geothermal	Other Revenues	5120
2007	NV	32023	Oil & Gas	Other Revenues	3613.83
2007	NV	32023	Oil & Gas	Other Roy Vals	334.28
2007	NV	32023	Oil	Royalties	2597904.12
2007	NV	32031	Geothermal	Other Revenues	1844.81
2007	NV	32031	Geothermal	Royalties	6697.99
2008	NV	32001	Geothermal	Other Revenues	83.72
2008	NV	32001	Geothermal	Royalties	3325
2008	NV	32001	Geothermal	Royalties	2050531.33
2008	NV	32009	Geothermal	Other Revenues	4754
2008	NV	32009	Potassium	Other Revenues	6826
2008	NV	32009	Solids	Royalties	37.5
2008	NV	32011	Geothermal	Other Roy Vals	4062.16
2008	NV	32011	Geothermal	Royalties	13112.17
2008	NV	32011	Oil	Royalties	432852.84
2008	NV	32013	Geothermal	Other Revenues	1328
2008	NV	32015	Geothermal	Other Roy Vals	66957.84
2008	NV	32015	Geothermal	Royalties	216137.74
2008	NV	32023	Geothermal	Other Revenues	5120
2008	NV	32023	Oil & Gas	Other Revenues	3140.07
2008	NV	32023	Oil & Gas	Other Roy Vals	4794.79
2008	NV	32023	Oil	Royalties	3885397.78
2008	NV	32031	Geothermal	Other Revenues	1901.11
2008	NV	32031	Geothermal	Royalties	5054.2
2009	NV	32001	Geothermal	Other Revenues	5276
2009	NV	32001	Geothermal	Royalties	6221
2009	NV	32001	Geothermal	Royalties	2124131.11
2009	NV	32009	Geothermal	Other Revenues	4754
2009	NV	32009	Solids	Royalties	-37.5
2009	NV	32011	Geothermal	Royalties	9593.45
2009	NV	32011	Oil	Royalties	448200.12
2009	NV	32013	Geothermal	Other Revenues	1328
2009	NV	32013	Geothermal	Royalties	4079.76
2009	NV	32015	Geothermal	Royalties	158135.5
2009	NV	32023	Geothermal	Other Revenues	5120
2009	NV	32023	Oil & Gas	Other Revenues	2556.01
2009	NV	32023	Oil & Gas	Other Roy Vals	-3248.67
2009	NV	32023	Oil	Royalties	2065907.38
2009	NV	32031	Geothermal	Other Revenues	1974.24
2009	NV	32031	Geothermal	Royalties	6761.17
2010	NV	32001	Geothermal	Other Revenues	4798.21
2010	NV	32001	Geothermal	Royalties	250101.5
2010	NV	32001	Geothermal	Royalties	2403792.13
2010	NV	32009	Geothermal	Other Revenues	4784
2010	NV	32011	Geothermal	Royalties	9962.32
2010	NV	32011	Oil	Royalties	477035.92
2010	NV	32013	Geothermal	Other Revenues	1328
2010	NV	32013	Geothermal	Royalties	143491.58
