Year	State	County	FIPS	Resource	Revenue
2004	WV	Braxton	54007	oilgas	66351.39
2004	WV	Grant	54023	oilgas	15388.57
2004	WV	Lewis	54041	oilgas	208922.83
2004	WV	Mingo	54059	oilgas	41206.72
2004	WV	Pendleton	54071	oilgas	44755.47
2004	WV	Pocahontas	54075	oilgas	160715.14
2004	WV	Preston	54077	oilgas	69605.93
2004	WV	Randolph	54083	oilgas	117151.90
2004	WV	Tucker	54093	oilgas	129991.89
2004	WV	Wayne	54099	oilgas	79903.24
2004	WV	Wood	54107	oilgas	419.04
2004	WV	Wyoming	54109	oilgas	6602.47
2005	WV	Braxton	54007	oilgas	42459.57
2005	WV	Grant	54023	oilgas	40182.18
2005	WV	Lewis	54041	oilgas	422801.73
2005	WV	Mingo	54059	oilgas	304832.65
2005	WV	Pendleton	54071	oilgas	17215.09
2005	WV	Pocahontas	54075	oilgas	167618.12
2005	WV	Preston	54077	oilgas	57217.78
2005	WV	Randolph	54083	oilgas	64556.62
2005	WV	Tucker	54093	oilgas	46448.85
2005	WV	Wayne	54099	oilgas	-75392.81
2005	WV	Wood	54107	oilgas	27.70
2005	WV	Wyoming	54109	oilgas	35622.54
2006	WV	Braxton	54007	oilgas	80476.19
2006	WV	Grant	54023	oilgas	27640.88
2006	WV	Lewis	54041	oilgas	279125.72
2006	WV	Mingo	54059	oilgas	87543.93
2006	WV	Pendleton	54071	oilgas	65226.87
2006	WV	Pocahontas	54075	oilgas	128367.31
2006	WV	Preston	54077	oilgas	55108.95
2006	WV	Randolph	54083	oilgas	203103.37
2006	WV	Tucker	54093	oilgas	100488.56
2006	WV	Wayne	54099	oilgas	2761.94
2006	WV	Webster	54101	oilgas	-1005.87
2006	WV	Wyoming	54109	oilgas	17713.90
2007	WV	Braxton	54007	oilgas	79463.84
2007	WV	Grant	54023	oilgas	26729.71
2007	WV	Lewis	54041	oilgas	158083.41
2007	WV	Mingo	54059	oilgas	76089.47
2007	WV	Pendleton	54071	oilgas	62921.74
2007	WV	Pocahontas	54075	oilgas	79265.94
2007	WV	Preston	54077	oilgas	35910.91
2007	WV	Randolph	54083	oilgas	19793.25
2007	WV	Tucker	54093	oilgas	377275.43
2007	WV	Wayne	54099	oilgas	10844.79
2007	WV	Wyoming	54109	oilgas	11768.10
2008	WV	Braxton	54007	oilgas	64643.93
2008	WV	Grant	54023	oilgas	1963.87
2008	WV	Lewis	54041	oilgas	314385.98
2008	WV	Mingo	54059	oilgas	98304.21
2008	WV	Pendleton	54071	oilgas	316366.90
2008	WV	Pocahontas	54075	oilgas	202167.34
2008	WV	Preston	54077	oilgas	51248.83
2008	WV	Randolph	54083	oilgas	951347.99
2008	WV	Tucker	54093	oilgas	209268.95
2008	WV	Wayne	54099	oilgas	3384.36
2008	WV	Wyoming	54109	oilgas	12296.44
2009	WV	Braxton	54007	oilgas	45699.62
2009	WV	Lewis	54041	oilgas	174635.90
2009	WV	Mingo	54059	oilgas	149415.60
2009	WV	Pendleton	54071	oilgas	75107.80
2009	WV	Pocahontas	54075	oilgas	37596.33
2009	WV	Preston	54077	oilgas	17545.68
2009	WV	Randolph	54083	oilgas	34368.50
2009	WV	Tucker	54093	oilgas	132713.57
2009	WV	Wayne	54099	oilgas	2107.55
2009	WV	Wyoming	54109	oilgas	6972.26
2010	WV	Braxton	54007	oilgas	25368.77
2010	WV	Lewis	54041	oilgas	108151.34
2010	WV	Mingo	54059	oilgas	85864.19
2010	WV	Pendleton	54071	oilgas	82335.94
2010	WV	Pocahontas	54075	oilgas	90954.95
2010	WV	Preston	54077	oilgas	11815.00
2010	WV	Randolph	54083	oilgas	117207.87
2010	WV	Tucker	54093	oilgas	86754.23
2010	WV	Wayne	54099	oilgas	1710.31
2010	WV	Wyoming	54109	oilgas	5708.98
2011	WV	Braxton	54007	oilgas	42112.12
2011	WV	Lewis	54041	oilgas	109531.09
2011	WV	Mingo	54059	oilgas	198638.06
2011	WV	Pendleton	54071	oilgas	88019.53
2011	WV	Pocahontas	54075	oilgas	184176.37
2011	WV	Preston	54077	oilgas	15090.93
2011	WV	Randolph	54083	oilgas	192778.17
2011	WV	Tucker	54093	oilgas	111352.99
2011	WV	Wayne	54099	oilgas	1673.12
2011	WV	Wood	54107	oilgas	274.54
2011	WV	Wyoming	54109	oilgas	7632.85
2012	WV	Lewis	54041	oilgas	46173.92
2012	WV	Mingo	54059	oilgas	49221.26
2012	WV	Pendleton	54071	oilgas	59698.02
2012	WV	Pocahontas	54075	oilgas	114510.46
2012	WV	Preston	54077	oilgas	8276.32
2012	WV	Randolph	54083	oilgas	141390.55
2012	WV	Tucker	54093	oilgas	44832.03
2012	WV	Wayne	54099	oilgas	1419.05
2012	WV	Wyoming	54109	oilgas	6273.37
2013	WV	Lewis	54041	oilgas	47184.02
2013	WV	Mingo	54059	oilgas	56230.10
2013	WV	Pendleton	54071	oilgas	63385.82
2013	WV	Pocahontas	54075	oilgas	159854.34
2013	WV	Preston	54077	oilgas	10867.79
2013	WV	Randolph	54083	oilgas	189625.13
2013	WV	Tucker	54093	oilgas	13255.48
2013	WV	Wayne	54099	oilgas	825.57
2013	WV	Wyoming	54109	oilgas	7070.97
