Year	State	County	FIPS	Jobs	Total	Share
2004	NM		35000	15010	760449	0.0197
2004	NM	Bernalillo County	35001	56	314071	0.0002
2004	NM	Chaves County	35005	477	20671	0.0231
2004	NM	Cibola County	35006	86	8695	0.0099
2004	NM	Colfax County	35007	134	5584	0.0240
2004	NM	Dona Ana County	35013	38	62552	0.0006
2004	NM	Eddy County	35015	2699	19743	0.1367
2004	NM	Lea County	35025	4594	23851	0.1926
2004	NM	Mckinley County	35031	534	21479	0.0249
2004	NM	Otero County	35035	29	18077	0.0016
2004	NM	Rio Arriba County	35039	158	12058	0.0131
2004	NM	Sandoval County	35043	69	25886	0.0027
2004	NM	San Juan County	35045	4766	46720	0.1020
2004	NM	San Miguel County	35047	14	8773	0.0016
2004	NM	Santa Fe County	35049	88	61038	0.0014
2004	NM	Taos County	35055	235	10677	0.0220
2005	NM		35000	16860	778233	0.0217
2005	NM	Bernalillo County	35001	81	319561	0.0003
2005	NM	Chaves County	35005	526	21098	0.0249
2005	NM	Colfax County	35007	68	5438	0.0125
2005	NM	Eddy County	35015	2821	20234	0.1394
2005	NM	Lea County	35025	5435	25378	0.2142
2005	NM	Mckinley County	35031	569	21531	0.0264
2005	NM	Otero County	35035	33	18208	0.0018
2005	NM	Rio Arriba County	35039	157	12153	0.0129
2005	NM	Sandoval County	35043	58	27114	0.0021
2005	NM	San Juan County	35045	5076	48278	0.1051
2005	NM	San Miguel County	35047	24	8569	0.0028
2005	NM	Santa Fe County	35049	101	62857	0.0016
2005	NM	Taos County	35055	299	10885	0.0275
2005	NM	Valencia County	35061	32	14540	0.0022
2006	NM		35000	18624	807063	0.0231
2006	NM	Bernalillo County	35001	76	329944	0.0002
2006	NM	Chaves County	35005	483	22136	0.0218
2006	NM	Colfax County	35007	51	5280	0.0097
2006	NM	Dona Ana County	35013	68	66860	0.0010
2006	NM	Eddy County	35015	3124	21051	0.1484
2006	NM	Lea County	35025	6246	26680	0.2341
2006	NM	Mckinley County	35031	576	21530	0.0268
2006	NM	Otero County	35035	30	17816	0.0017
2006	NM	Rio Arriba County	35039	144	12233	0.0118
2006	NM	Roosevelt County	35041	22	6723	0.0033
2006	NM	Sandoval County	35043	41	29243	0.0014
2006	NM	San Juan County	35045	5582	50018	0.1116
2006	NM	San Miguel County	35047	21	8690	0.0024
2006	NM	Santa Fe County	35049	161	63898	0.0025
2006	NM	Taos County	35055	397	11218	0.0354
2006	NM	Valencia County	35061	28	15287	0.0018
2007	NM		35000	19378	821484	0.0236
2007	NM	Bernalillo County	35001	100	333466	0.0003
2007	NM	Chaves County	35005	420	22314	0.0188
2007	NM	Colfax County	35007	62	5323	0.0116
2007	NM	Dona Ana County	35013	71	67818	0.0010
2007	NM	Eddy County	35015	3359	22030	0.1525
2007	NM	Lea County	35025	6683	28058	0.2382
2007	NM	Lincoln County	35027	18	7064	0.0025
2007	NM	Luna County	35029	11	8147	0.0014
2007	NM	Mckinley County	35031	438	22130	0.0198
2007	NM	Otero County	35035	8	17854	0.0004
2007	NM	Rio Arriba County	35039	87	11241	0.0077
2007	NM	Sandoval County	35043	32	29350	0.0011
2007	NM	San Juan County	35045	5787	51044	0.1134
2007	NM	San Miguel County	35047	18	8628	0.0021
2007	NM	Santa Fe County	35049	155	65908	0.0024
2007	NM	Taos County	35055	414	11374	0.0364
2007	NM	Valencia County	35061	31	15595	0.0020
2008	NM		35000	21078	825736	0.0255
2008	NM	Bernalillo County	35001	146	332615	0.0004
2008	NM	Catron County	35003	8	650	0.0123
2008	NM	Chaves County	35005	434	22246	0.0195
2008	NM	Colfax County	35007	51	5351	0.0095
2008	NM	Curry County	35009	138	16830	0.0082
2008	NM	Dona Ana County	35013	70	69105	0.0010
2008	NM	Eddy County	35015	3752	23207	0.1617
2008	NM	Grant County	35017	1419	10283	0.1380
2008	NM	Lea County	35025	7043	29566	0.2382
2008	NM	Lincoln County	35027	22	7162	0.0031
2008	NM	Mckinley County	35031	151	21837	0.0069
2008	NM	Otero County	35035	9	17611	0.0005
2008	NM	Rio Arriba County	35039	80	11531	0.0069
2008	NM	Sandoval County	35043	59	29843	0.0020
2008	NM	San Juan County	35045	5988	52253	0.1146
2008	NM	Santa Fe County	35049	155	65710	0.0024
2008	NM	Taos County	35055	618	11258	0.0549
2008	NM	Valencia County	35061	33	15717	0.0021
2009	NM		35000	17581	791509	0.0222
2009	NM	Bernalillo County	35001	142	318223	0.0004
2009	NM	Chaves County	35005	379	21964	0.0173
2009	NM	Dona Ana County	35013	40	67759	0.0006
2009	NM	Eddy County	35015	3545	23280	0.1523
2009	NM	Grant County	35017	729	8961	0.0814
2009	NM	Lea County	35025	5554	26769	0.2075
2009	NM	Lincoln County	35027	20	6800	0.0029
2009	NM	Mckinley County	35031	118	21620	0.0055
2009	NM	Otero County	35035	8	17135	0.0005
2009	NM	Rio Arriba County	35039	69	10998	0.0063
2009	NM	Roosevelt County	35041	11	6309	0.0017
2009	NM	Sandoval County	35043	50	29221	0.0017
2009	NM	San Juan County	35045	5408	49304	0.1097
2009	NM	Santa Fe County	35049	120	61775	0.0019
2009	NM	Taos County	35055	485	10817	0.0448
2009	NM	Union County	35059	14	1343	0.0104
2009	NM	Valencia County	35061	41	15020	0.0027
2010	NM		35000	18423	781694	0.0236
2010	NM	Bernalillo County	35001	139	311725	0.0004
2010	NM	Catron County	35003	5	614	0.0081
2010	NM	Chaves County	35005	411	21348	0.0193
2010	NM	Dona Ana County	35013	40	69187	0.0006
2010	NM	Eddy County	35015	4025	23547	0.1709
2010	NM	Grant County	35017	786	8879	0.0885
2010	NM	Lea County	35025	5851	26675	0.2193
2010	NM	Lincoln County	35027	18	6711	0.0027
2010	NM	Mckinley County	35031	75	21363	0.0035
2010	NM	Otero County	35035	6	17073	0.0004
2010	NM	Rio Arriba County	35039	76	10547	0.0072
2010	NM	Sandoval County	35043	53	29114	0.0018
2010	NM	San Juan County	35045	5548	47638	0.1165
2010	NM	Santa Fe County	35049	101	60538	0.0017
2010	NM	Sierra County	35051	6	3285	0.0018
2010	NM	Taos County	35055	337	10449	0.0323
2010	NM	Valencia County	35061	28	14571	0.0019
2011	NM		35000	21247	781226	0.0272
2011	NM	Bernalillo County	35001	187	310346	0.0006
2011	NM	Catron County	35003	6	598	0.0100
2011	NM	Chaves County	35005	448	21307	0.0210
2011	NM	Dona Ana County	35013	45	69109	0.0007
2011	NM	Eddy County	35015	4888	24767	0.1974
2011	NM	Grant County	35017	1245	9394	0.1325
2011	NM	Lea County	35025	6292	28548	0.2204
2011	NM	Otero County	35035	6	16955	0.0004
2011	NM	Rio Arriba County	35039	83	9482	0.0088
2011	NM	Sandoval County	35043	73	29239	0.0025
2011	NM	San Juan County	35045	6409	48272	0.1328
2011	NM	Santa Fe County	35049	92	60477	0.0015
2011	NM	Taos County	35055	347	10295	0.0337
2011	NM	Valencia County	35061	30	14445	0.0021
2012	NM		35000	23988	785455	0.0305
2012	NM	Bernalillo County	35001	169	309150	0.0005
2012	NM	Chaves County	35005	448	20804	0.0215
2012	NM	Colfax County	35007	58	4940	0.0117
2012	NM	Dona Ana County	35013	24	69246	0.0003
2012	NM	Eddy County	35015	5570	25190	0.2211
2012	NM	Grant County	35017	1555	9659	0.1610
2012	NM	Lea County	35025	7481	30161	0.2480
2012	NM	Lincoln County	35027	11	6409	0.0017
