Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	VA	Dickenson	51051	Oil & Gas		Other Revenues	3715.92
2004	VA	Dickenson	51051	Oil & Gas		Rents	8409
2004	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	31151.35
2004	VA	Highland	51091	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	63.58
2004	VA	Wise	51195	Oil & Gas		Other Revenues	5114
2004	VA	Wise	51195	Oil & Gas		Rents	1282
2004	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	143.07
2005	VA	Dickenson	51051	Oil & Gas		Other Revenues	402
2005	VA	Dickenson	51051	Oil & Gas		Rents	11212
2005	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	536234.46
2005	VA	Highland	51091	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	305.25
2005	VA	Wise	51195	Oil & Gas		Other Revenues	4963.22
2005	VA	Wise	51195	Oil & Gas		Rents	1282
2005	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	36185.25
2006	VA	Dickenson	51051	Oil & Gas		Other Revenues	402
2006	VA	Dickenson	51051	Oil & Gas		Rents	11212
2006	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	220075.55
2006	VA	Giles	51071	Hardrock		Rents	177.5
2006	VA	Highland	51091	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	631.14
2006	VA	Lee	51105	Oil & Gas		Rents	3117
2006	VA	Wise	51195	Oil & Gas		Other Revenues	4523.61
2006	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	121968.42
2007	VA	Dickenson	51051	Oil & Gas		Rents	11212
2007	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	270713.38
2007	VA	Giles	51071	Hardrock		Rents	177.5
2007	VA	Highland	51091	Oil & Gas		Other Royalties	57
2007	VA	Highland	51091	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	106.52
2007	VA	Lee	51105	Oil & Gas		Rents	1558.5
2007	VA	Wise	51195	Oil & Gas		Other Revenues	4881.43
2007	VA	Wise	51195	Oil & Gas		Rents	1282
2007	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	90535.03
2008	VA	Dickenson	51051	Oil & Gas		Rents	11212
2008	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	232929.86
2008	VA	Giles	51071	Hardrock		Rents	-177.5
2008	VA	Highland	51091	Oil & Gas		Bonus	136015
2008	VA	Highland	51091	Oil & Gas		Other Royalties	-43
2008	VA	Highland	51091	Oil & Gas		Rents	15151.5
2008	VA	Highland	51091	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	43.22
2008	VA	Lee	51105	Oil & Gas		Rents	1558.5
2008	VA	Wise	51195	Oil & Gas		Other Revenues	4665.33
2008	VA	Wise	51195	Oil & Gas		Rents	2286
2008	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	193383.19
2009	VA	Dickenson	51051	Oil & Gas		Rents	11212
2009	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	85312.68
2009	VA	Giles	51071	Hardrock		Other Revenues	-2662.5
2009	VA	Giles	51071	Hardrock		Rents	-355
2009	VA	Highland	51091	Oil & Gas		Rents	30303
2009	VA	Lee	51105	Oil & Gas		Rents	1558.5
2009	VA	Wise	51195	Oil & Gas		Other Revenues	432.2
2009	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	-57390.97
2010	VA	Dickenson	51051	Oil & Gas		Rents	10160
2010	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	76606.16
2010	VA	Giles	51071	Hardrock		Rents	-355
2010	VA	Highland	51091	Oil & Gas		Other Royalties	-14
2010	VA	Highland	51091	Oil & Gas		Rents	15151.5
2010	VA	Lee	51105	Oil & Gas		Rents	2078
2010	VA	Wise	51195	Oil & Gas		Other Revenues	1140.1
2010	VA	Wise	51195	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	35002.89
2011	VA	Dickenson	51051	Oil & Gas		Other Revenues	10160
2011	VA	Dickenson	51051	Gas (mcf)	Unprocessed (Wet) Gas	Royalties	63574.16
2011	VA	Giles	51071	Hardrock		Rents	355
2011	VA	Lee	51105	Oil & Gas		Rents	2078
